325.000, 0.095	325.000, 0.100	325.000, 0.098	325.000, 0.092	325.000, 0.102	325.000, 0.106
583.000, 0.322	583.000, 0.320	583.000, 0.322	583.000, 0.321	583.000, 0.330	583.000, 0.326
584.000, 0.322	584.000, 0.321	584.000, 0.322	584.000, 0.322	584.000, 0.331	584.000, 0.327
585.000, 0.323	585.000, 0.321	585.000, 0.323	585.000, 0.322	585.000, 0.331	585.000, 0.327
586.000, 0.324	586.000, 0.322	586.000, 0.324	586.000, 0.323	586.000, 0.332	586.000, 0.328
587.000, 0.324	587.000, 0.323	587.000, 0.325	587.000, 0.324	587.000, 0.333	587.000, 0.329
588.000, 0.325	588.000, 0.323	588.000, 0.325	588.000, 0.324	588.000, 0.333	588.000, 0.328
589.000, 0.325	589.000, 0.324	589.000, 0.326	589.000, 0.325	589.000, 0.333	589.000, 0.329
590.000, 0.326	590.000, 0.325	590.000, 0.327	590.000, 0.326	590.000, 0.334	590.000, 0.330
591.000, 0.326	591.000, 0.326	591.000, 0.328	591.000, 0.326	591.000, 0.334	591.000, 0.330
592.000, 0.327	592.000, 0.326	592.000, 0.328	592.000, 0.326	592.000, 0.335	592.000, 0.330
593.000, 0.328	593.000, 0.327	593.000, 0.329	593.000, 0.327	593.000, 0.335	593.000, 0.331
594.000, 0.328	594.000, 0.327	594.000, 0.330	594.000, 0.328	594.000, 0.336	594.000, 0.332
595.000, 0.329	595.000, 0.328	595.000, 0.330	595.000, 0.328	595.000, 0.337	595.000, 0.332
596.000, 0.329	596.000, 0.328	596.000, 0.330	596.000, 0.328	596.000, 0.337	596.000, 0.332
597.000, 0.330	597.000, 0.328	597.000, 0.331	597.000, 0.329	597.000, 0.338	597.000, 0.333
598.000, 0.330	598.000, 0.329	598.000, 0.331	598.000, 0.329	598.000, 0.338	598.000, 0.334
599.000, 0.331	599.000, 0.329	599.000, 0.331	599.000, 0.329	599.000, 0.339	599.000, 0.335
600.000, 0.332	600.000, 0.330	600.000, 0.333	600.000, 0.331	600.000, 0.340	600.000, 0.337
601.000, 0.333	601.000, 0.331	601.000, 0.333	601.000, 0.332	601.000, 0.341	601.000, 0.338
602.000, 0.334	602.000, 0.332	602.000, 0.334	602.000, 0.332	602.000, 0.342	602.000, 0.338
603.000, 0.335	603.000, 0.333	603.000, 0.334	603.000, 0.333	603.000, 0.343	603.000, 0.339
604.000, 0.336	604.000, 0.334	604.000, 0.335	604.000, 0.333	604.000, 0.343	604.000, 0.340
605.000, 0.336	605.000, 0.334	605.000, 0.336	605.000, 0.334	605.000, 0.344	605.000, 0.340
606.000, 0.336	606.000, 0.335	606.000, 0.337	606.000, 0.335	606.000, 0.345	606.000, 0.341
607.000, 0.337	607.000, 0.336	607.000, 0.337	607.000, 0.335	607.000, 0.346	607.000, 0.341
608.000, 0.338	608.000, 0.336	608.000, 0.338	608.000, 0.336	608.000, 0.346	608.000, 0.342
609.000, 0.339	609.000, 0.337	609.000, 0.339	609.000, 0.336	609.000, 0.346	609.000, 0.342
610.000, 0.339	610.000, 0.337	610.000, 0.340	610.000, 0.337	610.000, 0.347	610.000, 0.343
611.000, 0.340	611.000, 0.338	611.000, 0.340	611.000, 0.338	611.000, 0.347	611.000, 0.343
612.000, 0.340	612.000, 0.339	612.000, 0.341	612.000, 0.338	612.000, 0.348	612.000, 0.344
613.000, 0.341	613.000, 0.340	613.000, 0.341	613.000, 0.339	613.000, 0.348	613.000, 0.344
614.000, 0.342	614.000, 0.341	614.000, 0.342	614.000, 0.340	614.000, 0.349	614.000, 0.345
615.000, 0.343	615.000, 0.341	615.000, 0.343	615.000, 0.340	615.000, 0.350	615.000, 0.345
616.000, 0.343	616.000, 0.342	616.000, 0.344	616.000, 0.341	616.000, 0.350	616.000, 0.346
617.000, 0.343	617.000, 0.343	617.000, 0.344	617.000, 0.341	617.000, 0.350	617.000, 0.347
618.000, 0.344	618.000, 0.343	618.000, 0.345	618.000, 0.342	618.000, 0.351	618.000, 0.347
619.000, 0.345	619.000, 0.344	619.000, 0.345	619.000, 0.342	619.000, 0.352	619.000, 0.347
620.000, 0.346	620.000, 0.344	620.000, 0.346	620.000, 0.342	620.000, 0.352	620.000, 0.348
621.000, 0.346	621.000, 0.345	621.000, 0.347	621.000, 0.343	621.000, 0.352	621.000, 0.348
622.000, 0.346	622.000, 0.346	622.000, 0.347	622.000, 0.343	622.000, 0.353	622.000, 0.349
623.000, 0.347	623.000, 0.346	623.000, 0.348	623.000, 0.344	623.000, 0.353	623.000, 0.349
624.000, 0.347	624.000, 0.347	624.000, 0.348	624.000, 0.345	624.000, 0.354	624.000, 0.350
625.000, 0.348	625.000, 0.348	625.000, 0.349	625.000, 0.345	625.000, 0.354	625.000, 0.350
626.000, 0.349	626.000, 0.348	626.000, 0.350	626.000, 0.345	626.000, 0.355	626.000, 0.351
627.000, 0.349	627.000, 0.349	627.000, 0.351	627.000, 0.346	627.000, 0.356	627.000, 0.351
628.000, 0.350	628.000, 0.349	628.000, 0.351	628.000, 0.347	628.000, 0.356	628.000, 0.352
629.000, 0.351	629.000, 0.350	629.000, 0.352	629.000, 0.347	629.000, 0.357	629.000, 0.352
630.000, 0.351	630.000, 0.351	630.000, 0.353	630.000, 0.348	630.000, 0.357	630.000, 0.353
631.000, 0.352	631.000, 0.352	631.000, 0.353	631.000, 0.348	631.000, 0.358	631.000, 0.354
632.000, 0.353	632.000, 0.352	632.000, 0.354	632.000, 0.349	632.000, 0.358	632.000, 0.354
633.000, 0.353	633.000, 0.353	633.000, 0.355	633.000, 0.349	633.000, 0.359	633.000, 0.354
634.000, 0.354	634.000, 0.354	634.000, 0.355	634.000, 0.350	634.000, 0.359	634.000, 0.355
635.000, 0.354	635.000, 0.355	635.000, 0.356	635.000, 0.350	635.000, 0.360	635.000, 0.356
636.000, 0.355	636.000, 0.355	636.000, 0.357	636.000, 0.351	636.000, 0.360	636.000, 0.356
637.000, 0.356	637.000, 0.355	637.000, 0.357	637.000, 0.352	637.000, 0.361	637.000, 0.356
638.000, 0.356	638.000, 0.356	638.000, 0.358	638.000, 0.352	638.000, 0.361	638.000, 0.357
639.000, 0.357	639.000, 0.357	639.000, 0.359	639.000, 0.353	639.000, 0.362	639.000, 0.358
640.000, 0.358	640.000, 0.358	640.000, 0.359	640.000, 0.354	640.000, 0.363	640.000, 0.359
641.000, 0.358	641.000, 0.358	641.000, 0.360	641.000, 0.354	641.000, 0.364	641.000, 0.359
642.000, 0.359	642.000, 0.359	642.000, 0.360	642.000, 0.354	642.000, 0.364	642.000, 0.360
643.000, 0.359	643.000, 0.359	643.000, 0.361	643.000, 0.354	643.000, 0.364	643.000, 0.360
644.000, 0.360	644.000, 0.360	644.000, 0.361	644.000, 0.355	644.000, 0.365	644.000, 0.361
645.000, 0.361	645.000, 0.361	645.000, 0.362	645.000, 0.356	645.000, 0.366	645.000, 0.361
646.000, 0.361	646.000, 0.362	646.000, 0.363	646.000, 0.357	646.000, 0.366	646.000, 0.362
647.000, 0.362	647.000, 0.362	647.000, 0.363	647.000, 0.357	647.000, 0.367	647.000, 0.362
648.000, 0.362	648.000, 0.363	648.000, 0.364	648.000, 0.358	648.000, 0.367	648.000, 0.363
649.000, 0.363	649.000, 0.363	649.000, 0.365	649.000, 0.358	649.000, 0.368	649.000, 0.363
650.000, 0.364	650.000, 0.364	650.000, 0.365	650.000, 0.359	650.000, 0.368	650.000, 0.364
651.000, 0.364	651.000, 0.365	651.000, 0.366	651.000, 0.359	651.000, 0.369	651.000, 0.364
652.000, 0.365	652.000, 0.365	652.000, 0.367	652.000, 0.360	652.000, 0.369	652.000, 0.365
653.000, 0.366	653.000, 0.366	653.000, 0.367	653.000, 0.360	653.000, 0.370	653.000, 0.366
654.000, 0.366	654.000, 0.367	654.000, 0.368	654.000, 0.360	654.000, 0.370	654.000, 0.366
655.000, 0.367	655.000, 0.367	655.000, 0.369	655.000, 0.361	655.000, 0.371	655.000, 0.366
656.000, 0.368	656.000, 0.368	656.000, 0.370	656.000, 0.362	656.000, 0.371	656.000, 0.368
657.000, 0.368	657.000, 0.369	657.000, 0.370	657.000, 0.363	657.000, 0.372	657.000, 0.368
658.000, 0.369	658.000, 0.370	658.000, 0.371	658.000, 0.363	658.000, 0.372	658.000, 0.368
659.000, 0.370	659.000, 0.370	659.000, 0.372	659.000, 0.364	659.000, 0.373	659.000, 0.369
660.000, 0.370	660.000, 0.371	660.000, 0.372	660.000, 0.364	660.000, 0.373	660.000, 0.369
661.000, 0.370	661.000, 0.371	661.000, 0.373	661.000, 0.364	661.000, 0.374	661.000, 0.369
662.000, 0.371	662.000, 0.372	662.000, 0.373	662.000, 0.364	662.000, 0.374	662.000, 0.370
663.000, 0.372	663.000, 0.372	663.000, 0.374	663.000, 0.365	663.000, 0.375	663.000, 0.371
664.000, 0.372	664.000, 0.373	664.000, 0.375	664.000, 0.366	664.000, 0.375	664.000, 0.372
665.000, 0.373	665.000, 0.374	665.000, 0.375	665.000, 0.367	665.000, 0.376	665.000, 0.372
666.000, 0.373	666.000, 0.374	666.000, 0.376	666.000, 0.367	666.000, 0.377	666.000, 0.372
667.000, 0.374	667.000, 0.375	667.000, 0.376	667.000, 0.368	667.000, 0.377	667.000, 0.372
668.000, 0.375	668.000, 0.376	668.000, 0.377	668.000, 0.368	668.000, 0.378	668.000, 0.373
669.000, 0.376	669.000, 0.377	669.000, 0.378	669.000, 0.369	669.000, 0.379	669.000, 0.374
670.000, 0.376	670.000, 0.377	670.000, 0.378	670.000, 0.369	670.000, 0.379	670.000, 0.375
671.000, 0.377	671.000, 0.378	671.000, 0.379	671.000, 0.370	671.000, 0.379	671.000, 0.375
672.000, 0.378	672.000, 0.379	672.000, 0.380	672.000, 0.370	672.000, 0.380	672.000, 0.376
673.000, 0.378	673.000, 0.379	673.000, 0.381	673.000, 0.371	673.000, 0.381	673.000, 0.376
674.000, 0.379	674.000, 0.380	674.000, 0.382	674.000, 0.372	674.000, 0.381	674.000, 0.377
675.000, 0.380	675.000, 0.381	675.000, 0.382	675.000, 0.373	675.000, 0.382	675.000, 0.378
676.000, 0.381	676.000, 0.382	676.000, 0.383	676.000, 0.373	676.000, 0.383	676.000, 0.378
677.000, 0.381	677.000, 0.382	677.000, 0.383	677.000, 0.373	677.000, 0.383	677.000, 0.379
678.000, 0.382	678.000, 0.383	678.000, 0.384	678.000, 0.374	678.000, 0.383	678.000, 0.380
679.000, 0.383	679.000, 0.384	679.000, 0.385	679.000, 0.375	679.000, 0.384	679.000, 0.380
680.000, 0.383	680.000, 0.384	680.000, 0.386	680.000, 0.375	680.000, 0.385	680.000, 0.381
681.000, 0.384	681.000, 0.385	681.000, 0.386	681.000, 0.376	681.000, 0.385	681.000, 0.381
682.000, 0.384	682.000, 0.385	682.000, 0.386	682.000, 0.376	682.000, 0.386	682.000, 0.381
683.000, 0.385	683.000, 0.386	683.000, 0.387	683.000, 0.377	683.000, 0.386	683.000, 0.382
684.000, 0.386	684.000, 0.386	684.000, 0.387	684.000, 0.377	684.000, 0.387	684.000, 0.383
685.000, 0.386	685.000, 0.387	685.000, 0.388	685.000, 0.377	685.000, 0.387	685.000, 0.383
686.000, 0.386	686.000, 0.387	686.000, 0.388	686.000, 0.378	686.000, 0.387	686.000, 0.383
687.000, 0.387	687.000, 0.388	687.000, 0.389	687.000, 0.379	687.000, 0.388	687.000, 0.384
688.000, 0.388	688.000, 0.389	688.000, 0.390	688.000, 0.380	688.000, 0.389	688.000, 0.385
689.000, 0.389	689.000, 0.390	689.000, 0.392	689.000, 0.380	689.000, 0.390	689.000, 0.386
690.000, 0.390	690.000, 0.391	690.000, 0.392	690.000, 0.381	690.000, 0.390	690.000, 0.386
691.000, 0.391	691.000, 0.391	691.000, 0.393	691.000, 0.381	691.000, 0.391	691.000, 0.387
692.000, 0.392	692.000, 0.392	692.000, 0.394	692.000, 0.382	692.000, 0.392	692.000, 0.388
693.000, 0.392	693.000, 0.393	693.000, 0.394	693.000, 0.383	693.000, 0.392	693.000, 0.388
694.000, 0.393	694.000, 0.395	694.000, 0.395	694.000, 0.384	694.000, 0.393	694.000, 0.389
695.000, 0.394	695.000, 0.395	695.000, 0.395	695.000, 0.384	695.000, 0.394	695.000, 0.390
696.000, 0.394	696.000, 0.396	696.000, 0.396	696.000, 0.385	696.000, 0.394	696.000, 0.391
697.000, 0.395	697.000, 0.397	697.000, 0.398	697.000, 0.386	697.000, 0.395	697.000, 0.391
698.000, 0.396	698.000, 0.397	698.000, 0.398	698.000, 0.386	698.000, 0.396	698.000, 0.392
699.000, 0.396	699.000, 0.397	699.000, 0.399	699.000, 0.386	699.000, 0.396	699.000, 0.392
700.000, 0.397	700.000, 0.398	700.000, 0.399	700.000, 0.387	700.000, 0.397	700.000, 0.393
701.000, 0.398	701.000, 0.399	701.000, 0.400	701.000, 0.388	701.000, 0.397	701.000, 0.394
702.000, 0.399	702.000, 0.400	702.000, 0.401	702.000, 0.389	702.000, 0.398	702.000, 0.394
703.000, 0.400	703.000, 0.401	703.000, 0.402	703.000, 0.389	703.000, 0.399	703.000, 0.395
704.000, 0.400	704.000, 0.401	704.000, 0.402	704.000, 0.389	704.000, 0.399	704.000, 0.395
705.000, 0.400	705.000, 0.401	705.000, 0.403	705.000, 0.390	705.000, 0.399	705.000, 0.396
706.000, 0.401	706.000, 0.402	706.000, 0.403	706.000, 0.390	706.000, 0.400	706.000, 0.396
707.000, 0.401	707.000, 0.403	707.000, 0.404	707.000, 0.391	707.000, 0.400	707.000, 0.397
708.000, 0.403	708.000, 0.404	708.000, 0.405	708.000, 0.392	708.000, 0.402	708.000, 0.398
709.000, 0.403	709.000, 0.405	709.000, 0.406	709.000, 0.393	709.000, 0.402	709.000, 0.399
710.000, 0.404	710.000, 0.406	710.000, 0.406	710.000, 0.393	710.000, 0.402	710.000, 0.399
711.000, 0.404	711.000, 0.406	711.000, 0.407	711.000, 0.394	711.000, 0.403	711.000, 0.399
712.000, 0.405	712.000, 0.407	712.000, 0.407	712.000, 0.394	712.000, 0.403	712.000, 0.400
713.000, 0.406	713.000, 0.407	713.000, 0.408	713.000, 0.395	713.000, 0.404	713.000, 0.400
714.000, 0.406	714.000, 0.408	714.000, 0.408	714.000, 0.395	714.000, 0.404	714.000, 0.401
715.000, 0.407	715.000, 0.408	715.000, 0.409	715.000, 0.396	715.000, 0.405	715.000, 0.401
716.000, 0.407	716.000, 0.409	716.000, 0.410	716.000, 0.396	716.000, 0.405	716.000, 0.402
717.000, 0.408	717.000, 0.410	717.000, 0.411	717.000, 0.397	717.000, 0.407	717.000, 0.403
718.000, 0.409	718.000, 0.411	718.000, 0.412	718.000, 0.398	718.000, 0.407	718.000, 0.404
719.000, 0.410	719.000, 0.411	719.000, 0.412	719.000, 0.399	719.000, 0.408	719.000, 0.404
720.000, 0.411	720.000, 0.412	720.000, 0.413	720.000, 0.399	720.000, 0.408	720.000, 0.404
721.000, 0.411	721.000, 0.413	721.000, 0.414	721.000, 0.400	721.000, 0.409	721.000, 0.405
722.000, 0.411	722.000, 0.413	722.000, 0.414	722.000, 0.400	722.000, 0.409	722.000, 0.406
723.000, 0.412	723.000, 0.413	723.000, 0.415	723.000, 0.401	723.000, 0.410	723.000, 0.406
724.000, 0.413	724.000, 0.414	724.000, 0.416	724.000, 0.402	724.000, 0.410	724.000, 0.407
725.000, 0.414	725.000, 0.415	725.000, 0.416	725.000, 0.402	725.000, 0.411	725.000, 0.407
726.000, 0.414	726.000, 0.416	726.000, 0.417	726.000, 0.403	726.000, 0.412	726.000, 0.408
727.000, 0.414	727.000, 0.416	727.000, 0.417	727.000, 0.403	727.000, 0.412	727.000, 0.408
728.000, 0.415	728.000, 0.417	728.000, 0.418	728.000, 0.403	728.000, 0.413	728.000, 0.409
729.000, 0.416	729.000, 0.417	729.000, 0.418	729.000, 0.404	729.000, 0.413	729.000, 0.409
730.000, 0.417	730.000, 0.419	730.000, 0.419	730.000, 0.405	730.000, 0.414	730.000, 0.410
731.000, 0.418	731.000, 0.420	731.000, 0.420	731.000, 0.405	731.000, 0.415	731.000, 0.411
732.000, 0.418	732.000, 0.420	732.000, 0.420	732.000, 0.406	732.000, 0.415	732.000, 0.412
733.000, 0.418	733.000, 0.420	733.000, 0.421	733.000, 0.407	733.000, 0.416	733.000, 0.412
734.000, 0.419	734.000, 0.421	734.000, 0.421	734.000, 0.407	734.000, 0.416	734.000, 0.412
735.000, 0.419	735.000, 0.421	735.000, 0.422	735.000, 0.407	735.000, 0.416	735.000, 0.413
736.000, 0.420	736.000, 0.422	736.000, 0.423	736.000, 0.408	736.000, 0.417	736.000, 0.413
737.000, 0.421	737.000, 0.423	737.000, 0.424	737.000, 0.409	737.000, 0.418	737.000, 0.414
738.000, 0.421	738.000, 0.423	738.000, 0.424	738.000, 0.409	738.000, 0.418	738.000, 0.415
739.000, 0.422	739.000, 0.424	739.000, 0.424	739.000, 0.410	739.000, 0.419	739.000, 0.416
740.000, 0.423	740.000, 0.424	740.000, 0.425	740.000, 0.410	740.000, 0.420	740.000, 0.416
741.000, 0.423	741.000, 0.425	741.000, 0.426	741.000, 0.411	741.000, 0.420	741.000, 0.416
742.000, 0.424	742.000, 0.426	742.000, 0.426	742.000, 0.412	742.000, 0.420	742.000, 0.416
743.000, 0.424	743.000, 0.427	743.000, 0.427	743.000, 0.412	743.000, 0.421	743.000, 0.417
744.000, 0.425	744.000, 0.427	744.000, 0.427	744.000, 0.413	744.000, 0.421	744.000, 0.418
745.000, 0.426	745.000, 0.428	745.000, 0.428	745.000, 0.413	745.000, 0.422	745.000, 0.419
746.000, 0.426	746.000, 0.428	746.000, 0.429	746.000, 0.414	746.000, 0.423	746.000, 0.419
747.000, 0.427	747.000, 0.429	747.000, 0.429	747.000, 0.414	747.000, 0.423	747.000, 0.420
748.000, 0.427	748.000, 0.429	748.000, 0.430	748.000, 0.415	748.000, 0.424	748.000, 0.420
749.000, 0.428	749.000, 0.430	749.000, 0.430	749.000, 0.415	749.000, 0.424	749.000, 0.421
750.000, 0.429	750.000, 0.431	750.000, 0.431	750.000, 0.416	750.000, 0.425	750.000, 0.421
751.000, 0.429	751.000, 0.431	751.000, 0.432	751.000, 0.416	751.000, 0.425	751.000, 0.421
752.000, 0.430	752.000, 0.432	752.000, 0.432	752.000, 0.417	752.000, 0.426	752.000, 0.422
753.000, 0.431	753.000, 0.433	753.000, 0.433	753.000, 0.418	753.000, 0.427	753.000, 0.422
754.000, 0.431	754.000, 0.433	754.000, 0.434	754.000, 0.418	754.000, 0.427	754.000, 0.423
755.000, 0.432	755.000, 0.434	755.000, 0.434	755.000, 0.419	755.000, 0.428	755.000, 0.424
756.000, 0.432	756.000, 0.434	756.000, 0.434	756.000, 0.419	756.000, 0.428	756.000, 0.424
757.000, 0.431	757.000, 0.434	757.000, 0.434	757.000, 0.419	757.000, 0.428	757.000, 0.424
758.000, 0.431	758.000, 0.433	758.000, 0.434	758.000, 0.419	758.000, 0.428	758.000, 0.424
759.000, 0.431	759.000, 0.433	759.000, 0.433	759.000, 0.419	759.000, 0.428	759.000, 0.424
760.000, 0.433	760.000, 0.435	760.000, 0.435	760.000, 0.420	760.000, 0.428	760.000, 0.425
761.000, 0.435	761.000, 0.436	761.000, 0.437	761.000, 0.420	761.000, 0.428	761.000, 0.426
762.000, 0.435	762.000, 0.437	762.000, 0.437	762.000, 0.420	762.000, 0.429	762.000, 0.426
763.000, 0.437	763.000, 0.438	763.000, 0.439	763.000, 0.421	763.000, 0.430	763.000, 0.427
764.000, 0.438	764.000, 0.440	764.000, 0.441	764.000, 0.422	764.000, 0.431	764.000, 0.428
765.000, 0.438	765.000, 0.440	765.000, 0.441	765.000, 0.423	765.000, 0.431	765.000, 0.429
766.000, 0.439	766.000, 0.441	766.000, 0.442	766.000, 0.424	766.000, 0.432	766.000, 0.429
767.000, 0.440	767.000, 0.441	767.000, 0.442	767.000, 0.424	767.000, 0.433	767.000, 0.430
768.000, 0.440	768.000, 0.442	768.000, 0.442	768.000, 0.425	768.000, 0.434	768.000, 0.430
769.000, 0.440	769.000, 0.443	769.000, 0.443	769.000, 0.426	769.000, 0.435	769.000, 0.431
770.000, 0.441	770.000, 0.444	770.000, 0.444	770.000, 0.427	770.000, 0.435	770.000, 0.432
771.000, 0.442	771.000, 0.444	771.000, 0.444	771.000, 0.427	771.000, 0.435	771.000, 0.432
772.000, 0.442	772.000, 0.444	772.000, 0.445	772.000, 0.428	772.000, 0.436	772.000, 0.433
773.000, 0.443	773.000, 0.445	773.000, 0.445	773.000, 0.428	773.000, 0.437	773.000, 0.434
774.000, 0.444	774.000, 0.446	774.000, 0.446	774.000, 0.429	774.000, 0.438	774.000, 0.434
775.000, 0.444	775.000, 0.446	775.000, 0.446	775.000, 0.429	775.000, 0.438	775.000, 0.434
776.000, 0.445	776.000, 0.447	776.000, 0.447	776.000, 0.430	776.000, 0.438	776.000, 0.435
777.000, 0.446	777.000, 0.448	777.000, 0.448	777.000, 0.430	777.000, 0.439	777.000, 0.435
778.000, 0.446	778.000, 0.448	778.000, 0.449	778.000, 0.431	778.000, 0.440	778.000, 0.436
779.000, 0.447	779.000, 0.449	779.000, 0.450	779.000, 0.432	779.000, 0.440	779.000, 0.437
780.000, 0.448	780.000, 0.450	780.000, 0.450	780.000, 0.432	780.000, 0.441	780.000, 0.437
781.000, 0.448	781.000, 0.450	781.000, 0.450	781.000, 0.432	781.000, 0.441	781.000, 0.437
782.000, 0.449	782.000, 0.450	782.000, 0.450	782.000, 0.432	782.000, 0.441	782.000, 0.438
783.000, 0.449	783.000, 0.451	783.000, 0.451	783.000, 0.433	783.000, 0.441	783.000, 0.438
784.000, 0.450	784.000, 0.453	784.000, 0.452	784.000, 0.433	784.000, 0.443	784.000, 0.439
785.000, 0.450	785.000, 0.453	785.000, 0.453	785.000, 0.434	785.000, 0.444	785.000, 0.440
786.000, 0.451	786.000, 0.454	786.000, 0.453	786.000, 0.435	786.000, 0.444	786.000, 0.440
787.000, 0.452	787.000, 0.454	787.000, 0.454	787.000, 0.436	787.000, 0.444	787.000, 0.440
788.000, 0.452	788.000, 0.455	788.000, 0.455	788.000, 0.436	788.000, 0.445	788.000, 0.441
789.000, 0.453	789.000, 0.455	789.000, 0.456	789.000, 0.436	789.000, 0.445	789.000, 0.442
790.000, 0.454	790.000, 0.456	790.000, 0.456	790.000, 0.437	790.000, 0.446	790.000, 0.442
791.000, 0.455	791.000, 0.457	791.000, 0.457	791.000, 0.438	791.000, 0.447	791.000, 0.443
792.000, 0.456	792.000, 0.457	792.000, 0.457	792.000, 0.438	792.000, 0.447	792.000, 0.443
793.000, 0.456	793.000, 0.457	793.000, 0.457	793.000, 0.438	793.000, 0.447	793.000, 0.443
794.000, 0.456	794.000, 0.458	794.000, 0.458	794.000, 0.438	794.000, 0.447	794.000, 0.444
795.000, 0.457	795.000, 0.459	795.000, 0.458	795.000, 0.440	795.000, 0.448	795.000, 0.445
796.000, 0.457	796.000, 0.459	796.000, 0.458	796.000, 0.440	796.000, 0.448	796.000, 0.445
797.000, 0.458	797.000, 0.460	797.000, 0.459	797.000, 0.439	797.000, 0.448	797.000, 0.445
798.000, 0.458	798.000, 0.460	798.000, 0.460	798.000, 0.440	798.000, 0.449	798.000, 0.446
799.000, 0.459	799.000, 0.461	799.000, 0.461	799.000, 0.441	799.000, 0.451	799.000, 0.447
800.000, 0.460	800.000, 0.463	800.000, 0.462	800.000, 0.442	800.000, 0.452	800.000, 0.447
801.000, 0.460	801.000, 0.463	801.000, 0.462	801.000, 0.442	801.000, 0.451	801.000, 0.448
802.000, 0.461	802.000, 0.463	802.000, 0.462	802.000, 0.442	802.000, 0.451	802.000, 0.448
803.000, 0.461	803.000, 0.463	803.000, 0.463	803.000, 0.443	803.000, 0.451	803.000, 0.448
804.000, 0.462	804.000, 0.464	804.000, 0.463	804.000, 0.444	804.000, 0.452	804.000, 0.449
805.000, 0.463	805.000, 0.465	805.000, 0.464	805.000, 0.444	805.000, 0.453	805.000, 0.450
806.000, 0.463	806.000, 0.465	806.000, 0.465	806.000, 0.445	806.000, 0.454	806.000, 0.450
807.000, 0.464	807.000, 0.465	807.000, 0.466	807.000, 0.445	807.000, 0.454	807.000, 0.450
808.000, 0.464	808.000, 0.466	808.000, 0.465	808.000, 0.445	808.000, 0.453	808.000, 0.450
809.000, 0.465	809.000, 0.467	809.000, 0.466	809.000, 0.446	809.000, 0.454	809.000, 0.451
810.000, 0.466	810.000, 0.468	810.000, 0.467	810.000, 0.447	810.000, 0.456	810.000, 0.452
811.000, 0.467	811.000, 0.469	811.000, 0.468	811.000, 0.447	811.000, 0.457	811.000, 0.453
812.000, 0.467	812.000, 0.469	812.000, 0.468	812.000, 0.448	812.000, 0.457	812.000, 0.453
813.000, 0.467	813.000, 0.469	813.000, 0.468	813.000, 0.448	813.000, 0.456	813.000, 0.453
814.000, 0.468	814.000, 0.469	814.000, 0.470	814.000, 0.448	814.000, 0.457	814.000, 0.454
815.000, 0.469	815.000, 0.470	815.000, 0.470	815.000, 0.449	815.000, 0.457	815.000, 0.455
816.000, 0.469	816.000, 0.471	816.000, 0.470	816.000, 0.450	816.000, 0.457	816.000, 0.455
817.000, 0.470	817.000, 0.472	817.000, 0.472	817.000, 0.451	817.000, 0.458	817.000, 0.456
818.000, 0.471	818.000, 0.473	818.000, 0.472	818.000, 0.451	818.000, 0.459	818.000, 0.456
819.000, 0.471	819.000, 0.473	819.000, 0.472	819.000, 0.451	819.000, 0.459	819.000, 0.456
820.000, 0.472	820.000, 0.474	820.000, 0.473	820.000, 0.451	820.000, 0.460	820.000, 0.457
821.000, 0.472	821.000, 0.474	821.000, 0.473	821.000, 0.451	821.000, 0.460	821.000, 0.457
822.000, 0.472	822.000, 0.474	822.000, 0.473	822.000, 0.451	822.000, 0.459	822.000, 0.456
823.000, 0.473	823.000, 0.475	823.000, 0.474	823.000, 0.452	823.000, 0.461	823.000, 0.458
824.000, 0.475	824.000, 0.476	824.000, 0.475	824.000, 0.453	824.000, 0.462	824.000, 0.459
825.000, 0.475	825.000, 0.476	825.000, 0.475	825.000, 0.453	825.000, 0.462	825.000, 0.459
826.000, 0.475	826.000, 0.477	826.000, 0.476	826.000, 0.453	826.000, 0.462	826.000, 0.459
827.000, 0.476	827.000, 0.478	827.000, 0.476	827.000, 0.454	827.000, 0.463	827.000, 0.460
828.000, 0.476	828.000, 0.478	828.000, 0.478	828.000, 0.455	828.000, 0.463	828.000, 0.461
829.000, 0.476	829.000, 0.478	829.000, 0.478	829.000, 0.455	829.000, 0.463	829.000, 0.461
830.000, 0.475	830.000, 0.478	830.000, 0.478	830.000, 0.454	830.000, 0.463	830.000, 0.460
831.000, 0.477	831.000, 0.479	831.000, 0.478	831.000, 0.455	831.000, 0.464	831.000, 0.461
832.000, 0.478	832.000, 0.480	832.000, 0.479	832.000, 0.456	832.000, 0.465	832.000, 0.462
833.000, 0.480	833.000, 0.481	833.000, 0.480	833.000, 0.457	833.000, 0.466	833.000, 0.463
834.000, 0.480	834.000, 0.482	834.000, 0.481	834.000, 0.457	834.000, 0.467	834.000, 0.463
835.000, 0.481	835.000, 0.483	835.000, 0.481	835.000, 0.458	835.000, 0.467	835.000, 0.464
836.000, 0.481	836.000, 0.483	836.000, 0.481	836.000, 0.458	836.000, 0.467	836.000, 0.464
837.000, 0.482	837.000, 0.483	837.000, 0.482	837.000, 0.458	837.000, 0.468	837.000, 0.465
838.000, 0.482	838.000, 0.484	838.000, 0.484	838.000, 0.459	838.000, 0.469	838.000, 0.465
839.000, 0.483	839.000, 0.484	839.000, 0.484	839.000, 0.460	839.000, 0.469	839.000, 0.465
840.000, 0.483	840.000, 0.484	840.000, 0.484	840.000, 0.460	840.000, 0.468	840.000, 0.464
