325.000, 0.009	325.000, 0.005	325.000, 0.006	325.000, 0.008	325.000, 0.011
635.000, 0.095	635.000, 0.087	635.000, 0.088	635.000, 0.094	635.000, 0.091
636.000, 0.095	636.000, 0.087	636.000, 0.088	636.000, 0.094	636.000, 0.091
637.000, 0.095	637.000, 0.087	637.000, 0.088	637.000, 0.094	637.000, 0.091
638.000, 0.096	638.000, 0.087	638.000, 0.089	638.000, 0.094	638.000, 0.092
639.000, 0.096	639.000, 0.088	639.000, 0.089	639.000, 0.095	639.000, 0.092
640.000, 0.096	640.000, 0.088	640.000, 0.089	640.000, 0.095	640.000, 0.092
641.000, 0.097	641.000, 0.089	641.000, 0.090	641.000, 0.096	641.000, 0.093
642.000, 0.097	642.000, 0.089	642.000, 0.090	642.000, 0.096	642.000, 0.093
643.000, 0.097	643.000, 0.089	643.000, 0.090	643.000, 0.096	643.000, 0.093
644.000, 0.097	644.000, 0.089	644.000, 0.090	644.000, 0.096	644.000, 0.093
645.000, 0.097	645.000, 0.089	645.000, 0.090	645.000, 0.097	645.000, 0.094
646.000, 0.098	646.000, 0.089	646.000, 0.091	646.000, 0.097	646.000, 0.094
647.000, 0.098	647.000, 0.089	647.000, 0.091	647.000, 0.097	647.000, 0.094
648.000, 0.098	648.000, 0.089	648.000, 0.091	648.000, 0.097	648.000, 0.094
649.000, 0.099	649.000, 0.090	649.000, 0.091	649.000, 0.098	649.000, 0.095
650.000, 0.099	650.000, 0.090	650.000, 0.092	650.000, 0.098	650.000, 0.095
651.000, 0.099	651.000, 0.090	651.000, 0.092	651.000, 0.098	651.000, 0.095
652.000, 0.099	652.000, 0.091	652.000, 0.092	652.000, 0.099	652.000, 0.096
653.000, 0.100	653.000, 0.091	653.000, 0.092	653.000, 0.099	653.000, 0.096
654.000, 0.100	654.000, 0.091	654.000, 0.093	654.000, 0.099	654.000, 0.096
655.000, 0.100	655.000, 0.091	655.000, 0.093	655.000, 0.100	655.000, 0.097
656.000, 0.101	656.000, 0.092	656.000, 0.094	656.000, 0.101	656.000, 0.097
657.000, 0.101	657.000, 0.092	657.000, 0.094	657.000, 0.101	657.000, 0.098
658.000, 0.101	658.000, 0.092	658.000, 0.094	658.000, 0.101	658.000, 0.098
659.000, 0.101	659.000, 0.092	659.000, 0.094	659.000, 0.101	659.000, 0.098
660.000, 0.102	660.000, 0.093	660.000, 0.094	660.000, 0.101	660.000, 0.099
661.000, 0.102	661.000, 0.093	661.000, 0.095	661.000, 0.102	661.000, 0.099
662.000, 0.102	662.000, 0.093	662.000, 0.095	662.000, 0.102	662.000, 0.099
663.000, 0.102	663.000, 0.093	663.000, 0.095	663.000, 0.102	663.000, 0.099
664.000, 0.103	664.000, 0.093	664.000, 0.095	664.000, 0.102	664.000, 0.099
665.000, 0.103	665.000, 0.094	665.000, 0.096	665.000, 0.103	665.000, 0.100
666.000, 0.103	666.000, 0.094	666.000, 0.096	666.000, 0.103	666.000, 0.100
667.000, 0.103	667.000, 0.093	667.000, 0.095	667.000, 0.103	667.000, 0.099
668.000, 0.103	668.000, 0.094	668.000, 0.096	668.000, 0.103	668.000, 0.100
669.000, 0.104	669.000, 0.094	669.000, 0.096	669.000, 0.103	669.000, 0.100
670.000, 0.104	670.000, 0.094	670.000, 0.097	670.000, 0.104	670.000, 0.101
671.000, 0.105	671.000, 0.095	671.000, 0.097	671.000, 0.104	671.000, 0.101
672.000, 0.105	672.000, 0.095	672.000, 0.098	672.000, 0.105	672.000, 0.102
673.000, 0.105	673.000, 0.095	673.000, 0.098	673.000, 0.105	673.000, 0.102
674.000, 0.105	674.000, 0.095	674.000, 0.098	674.000, 0.105	674.000, 0.102
675.000, 0.106	675.000, 0.095	675.000, 0.098	675.000, 0.105	675.000, 0.102
676.000, 0.106	676.000, 0.096	676.000, 0.098	676.000, 0.106	676.000, 0.103
677.000, 0.106	677.000, 0.097	677.000, 0.099	677.000, 0.106	677.000, 0.103
678.000, 0.107	678.000, 0.097	678.000, 0.099	678.000, 0.107	678.000, 0.103
679.000, 0.107	679.000, 0.097	679.000, 0.099	679.000, 0.107	679.000, 0.104
680.000, 0.107	680.000, 0.098	680.000, 0.100	680.000, 0.107	680.000, 0.104
681.000, 0.108	681.000, 0.098	681.000, 0.101	681.000, 0.108	681.000, 0.105
682.000, 0.109	682.000, 0.098	682.000, 0.101	682.000, 0.108	682.000, 0.105
683.000, 0.109	683.000, 0.099	683.000, 0.101	683.000, 0.109	683.000, 0.106
684.000, 0.109	684.000, 0.099	684.000, 0.102	684.000, 0.109	684.000, 0.106
685.000, 0.110	685.000, 0.100	685.000, 0.102	685.000, 0.110	685.000, 0.106
686.000, 0.111	686.000, 0.101	686.000, 0.103	686.000, 0.110	686.000, 0.107
687.000, 0.112	687.000, 0.102	687.000, 0.104	687.000, 0.111	687.000, 0.108
688.000, 0.112	688.000, 0.102	688.000, 0.104	688.000, 0.112	688.000, 0.109
689.000, 0.113	689.000, 0.103	689.000, 0.105	689.000, 0.113	689.000, 0.110
690.000, 0.114	690.000, 0.104	690.000, 0.106	690.000, 0.114	690.000, 0.110
691.000, 0.115	691.000, 0.105	691.000, 0.107	691.000, 0.114	691.000, 0.111
692.000, 0.116	692.000, 0.106	692.000, 0.108	692.000, 0.116	692.000, 0.112
693.000, 0.117	693.000, 0.107	693.000, 0.109	693.000, 0.117	693.000, 0.113
694.000, 0.118	694.000, 0.108	694.000, 0.110	694.000, 0.118	694.000, 0.114
695.000, 0.119	695.000, 0.109	695.000, 0.111	695.000, 0.118	695.000, 0.115
696.000, 0.120	696.000, 0.110	696.000, 0.111	696.000, 0.119	696.000, 0.116
697.000, 0.121	697.000, 0.111	697.000, 0.112	697.000, 0.120	697.000, 0.116
698.000, 0.122	698.000, 0.112	698.000, 0.113	698.000, 0.121	698.000, 0.117
699.000, 0.123	699.000, 0.112	699.000, 0.114	699.000, 0.122	699.000, 0.118
700.000, 0.124	700.000, 0.114	700.000, 0.115	700.000, 0.122	700.000, 0.119
701.000, 0.125	701.000, 0.115	701.000, 0.116	701.000, 0.123	701.000, 0.120
702.000, 0.126	702.000, 0.116	702.000, 0.117	702.000, 0.124	702.000, 0.121
703.000, 0.127	703.000, 0.117	703.000, 0.118	703.000, 0.126	703.000, 0.122
704.000, 0.128	704.000, 0.118	704.000, 0.119	704.000, 0.127	704.000, 0.123
705.000, 0.130	705.000, 0.119	705.000, 0.120	705.000, 0.127	705.000, 0.124
706.000, 0.131	706.000, 0.120	706.000, 0.121	706.000, 0.128	706.000, 0.125
707.000, 0.132	707.000, 0.121	707.000, 0.122	707.000, 0.129	707.000, 0.126
708.000, 0.132	708.000, 0.122	708.000, 0.122	708.000, 0.129	708.000, 0.127
709.000, 0.134	709.000, 0.123	709.000, 0.123	709.000, 0.130	709.000, 0.127
710.000, 0.135	710.000, 0.123	710.000, 0.124	710.000, 0.131	710.000, 0.128
711.000, 0.135	711.000, 0.125	711.000, 0.125	711.000, 0.132	711.000, 0.129
712.000, 0.136	712.000, 0.126	712.000, 0.126	712.000, 0.133	712.000, 0.130
713.000, 0.137	713.000, 0.126	713.000, 0.127	713.000, 0.134	713.000, 0.130
714.000, 0.138	714.000, 0.127	714.000, 0.127	714.000, 0.134	714.000, 0.131
715.000, 0.138	715.000, 0.127	715.000, 0.128	715.000, 0.135	715.000, 0.131
716.000, 0.139	716.000, 0.128	716.000, 0.128	716.000, 0.135	716.000, 0.132
717.000, 0.140	717.000, 0.129	717.000, 0.129	717.000, 0.136	717.000, 0.133
718.000, 0.141	718.000, 0.130	718.000, 0.130	718.000, 0.137	718.000, 0.133
719.000, 0.142	719.000, 0.131	719.000, 0.131	719.000, 0.138	719.000, 0.134
720.000, 0.143	720.000, 0.132	720.000, 0.132	720.000, 0.139	720.000, 0.135
721.000, 0.144	721.000, 0.133	721.000, 0.133	721.000, 0.139	721.000, 0.136
722.000, 0.145	722.000, 0.134	722.000, 0.133	722.000, 0.140	722.000, 0.137
723.000, 0.146	723.000, 0.135	723.000, 0.134	723.000, 0.141	723.000, 0.137
724.000, 0.147	724.000, 0.136	724.000, 0.135	724.000, 0.142	724.000, 0.138
725.000, 0.148	725.000, 0.136	725.000, 0.136	725.000, 0.143	725.000, 0.139
726.000, 0.149	726.000, 0.137	726.000, 0.136	726.000, 0.143	726.000, 0.139
727.000, 0.150	727.000, 0.138	727.000, 0.137	727.000, 0.144	727.000, 0.141
728.000, 0.151	728.000, 0.139	728.000, 0.138	728.000, 0.145	728.000, 0.141
729.000, 0.151	729.000, 0.140	729.000, 0.139	729.000, 0.146	729.000, 0.142
730.000, 0.152	730.000, 0.141	730.000, 0.140	730.000, 0.146	730.000, 0.143
731.000, 0.153	731.000, 0.142	731.000, 0.140	731.000, 0.147	731.000, 0.144
732.000, 0.154	732.000, 0.143	732.000, 0.141	732.000, 0.148	732.000, 0.144
733.000, 0.155	733.000, 0.143	733.000, 0.142	733.000, 0.149	733.000, 0.145
734.000, 0.156	734.000, 0.144	734.000, 0.143	734.000, 0.150	734.000, 0.146
735.000, 0.157	735.000, 0.145	735.000, 0.143	735.000, 0.150	735.000, 0.147
736.000, 0.158	736.000, 0.146	736.000, 0.144	736.000, 0.151	736.000, 0.148
737.000, 0.159	737.000, 0.147	737.000, 0.145	737.000, 0.152	737.000, 0.148
738.000, 0.159	738.000, 0.147	738.000, 0.145	738.000, 0.152	738.000, 0.149
739.000, 0.160	739.000, 0.148	739.000, 0.146	739.000, 0.153	739.000, 0.150
740.000, 0.161	740.000, 0.149	740.000, 0.148	740.000, 0.154	740.000, 0.151
741.000, 0.161	741.000, 0.149	741.000, 0.148	741.000, 0.155	741.000, 0.151
742.000, 0.162	742.000, 0.150	742.000, 0.148	742.000, 0.155	742.000, 0.151
743.000, 0.162	743.000, 0.150	743.000, 0.148	743.000, 0.155	743.000, 0.152
744.000, 0.163	744.000, 0.151	744.000, 0.149	744.000, 0.156	744.000, 0.152
745.000, 0.164	745.000, 0.152	745.000, 0.150	745.000, 0.157	745.000, 0.153
746.000, 0.164	746.000, 0.152	746.000, 0.150	746.000, 0.157	746.000, 0.154
747.000, 0.165	747.000, 0.152	747.000, 0.151	747.000, 0.158	747.000, 0.154
748.000, 0.166	748.000, 0.153	748.000, 0.151	748.000, 0.158	748.000, 0.155
749.000, 0.166	749.000, 0.153	749.000, 0.152	749.000, 0.159	749.000, 0.155
750.000, 0.167	750.000, 0.154	750.000, 0.152	750.000, 0.160	750.000, 0.156
751.000, 0.168	751.000, 0.155	751.000, 0.153	751.000, 0.161	751.000, 0.157
752.000, 0.168	752.000, 0.155	752.000, 0.154	752.000, 0.161	752.000, 0.158
753.000, 0.169	753.000, 0.156	753.000, 0.154	753.000, 0.162	753.000, 0.158
754.000, 0.169	754.000, 0.156	754.000, 0.155	754.000, 0.162	754.000, 0.158
755.000, 0.169	755.000, 0.156	755.000, 0.155	755.000, 0.162	755.000, 0.158
756.000, 0.170	756.000, 0.157	756.000, 0.155	756.000, 0.163	756.000, 0.159
757.000, 0.170	757.000, 0.157	757.000, 0.155	757.000, 0.163	757.000, 0.159
758.000, 0.171	758.000, 0.158	758.000, 0.156	758.000, 0.163	758.000, 0.159
759.000, 0.171	759.000, 0.158	759.000, 0.157	759.000, 0.163	759.000, 0.159
760.000, 0.171	760.000, 0.159	760.000, 0.157	760.000, 0.163	760.000, 0.160
761.000, 0.171	761.000, 0.159	761.000, 0.157	761.000, 0.163	761.000, 0.160
762.000, 0.170	762.000, 0.158	762.000, 0.157	762.000, 0.164	762.000, 0.160
763.000, 0.171	763.000, 0.159	763.000, 0.158	763.000, 0.164	763.000, 0.161
764.000, 0.172	764.000, 0.160	764.000, 0.159	764.000, 0.165	764.000, 0.162
765.000, 0.174	765.000, 0.161	765.000, 0.160	765.000, 0.166	765.000, 0.163
766.000, 0.174	766.000, 0.161	766.000, 0.160	766.000, 0.167	766.000, 0.163
767.000, 0.175	767.000, 0.161	767.000, 0.160	767.000, 0.167	767.000, 0.164
768.000, 0.176	768.000, 0.162	768.000, 0.161	768.000, 0.168	768.000, 0.164
769.000, 0.176	769.000, 0.163	769.000, 0.161	769.000, 0.169	769.000, 0.165
770.000, 0.176	770.000, 0.163	770.000, 0.162	770.000, 0.169	770.000, 0.165
771.000, 0.177	771.000, 0.163	771.000, 0.162	771.000, 0.169	771.000, 0.165
772.000, 0.177	772.000, 0.164	772.000, 0.163	772.000, 0.170	772.000, 0.166
773.000, 0.178	773.000, 0.165	773.000, 0.163	773.000, 0.171	773.000, 0.167
774.000, 0.179	774.000, 0.166	774.000, 0.164	774.000, 0.172	774.000, 0.168
775.000, 0.179	775.000, 0.166	775.000, 0.165	775.000, 0.172	775.000, 0.169
776.000, 0.179	776.000, 0.165	776.000, 0.164	776.000, 0.172	776.000, 0.167
777.000, 0.179	777.000, 0.165	777.000, 0.164	777.000, 0.172	777.000, 0.168
778.000, 0.180	778.000, 0.166	778.000, 0.165	778.000, 0.173	778.000, 0.169
779.000, 0.180	779.000, 0.166	779.000, 0.166	779.000, 0.173	779.000, 0.169
780.000, 0.181	780.000, 0.167	780.000, 0.166	780.000, 0.174	780.000, 0.170
781.000, 0.182	781.000, 0.168	781.000, 0.167	781.000, 0.175	781.000, 0.171
782.000, 0.181	782.000, 0.168	782.000, 0.167	782.000, 0.175	782.000, 0.171
783.000, 0.182	783.000, 0.168	783.000, 0.167	783.000, 0.175	783.000, 0.171
784.000, 0.183	784.000, 0.169	784.000, 0.168	784.000, 0.176	784.000, 0.172
785.000, 0.183	785.000, 0.170	785.000, 0.168	785.000, 0.176	785.000, 0.172
786.000, 0.184	786.000, 0.170	786.000, 0.169	786.000, 0.176	786.000, 0.173
787.000, 0.184	787.000, 0.170	787.000, 0.169	787.000, 0.177	787.000, 0.173
788.000, 0.184	788.000, 0.170	788.000, 0.169	788.000, 0.177	788.000, 0.173
789.000, 0.184	789.000, 0.171	789.000, 0.170	789.000, 0.178	789.000, 0.173
790.000, 0.185	790.000, 0.171	790.000, 0.170	790.000, 0.178	790.000, 0.174
791.000, 0.185	791.000, 0.172	791.000, 0.171	791.000, 0.179	791.000, 0.174
792.000, 0.186	792.000, 0.172	792.000, 0.171	792.000, 0.179	792.000, 0.175
793.000, 0.187	793.000, 0.173	793.000, 0.172	793.000, 0.180	793.000, 0.176
794.000, 0.188	794.000, 0.173	794.000, 0.173	794.000, 0.181	794.000, 0.176
795.000, 0.187	795.000, 0.174	795.000, 0.173	795.000, 0.181	795.000, 0.176
796.000, 0.188	796.000, 0.175	796.000, 0.173	796.000, 0.181	796.000, 0.177
797.000, 0.189	797.000, 0.175	797.000, 0.173	797.000, 0.182	797.000, 0.177
798.000, 0.189	798.000, 0.175	798.000, 0.175	798.000, 0.183	798.000, 0.178
799.000, 0.190	799.000, 0.176	799.000, 0.175	799.000, 0.183	799.000, 0.179
800.000, 0.190	800.000, 0.176	800.000, 0.175	800.000, 0.183	800.000, 0.179
801.000, 0.191	801.000, 0.176	801.000, 0.175	801.000, 0.183	801.000, 0.179
802.000, 0.191	802.000, 0.176	802.000, 0.176	802.000, 0.184	802.000, 0.180
803.000, 0.191	803.000, 0.177	803.000, 0.177	803.000, 0.184	803.000, 0.181
804.000, 0.192	804.000, 0.177	804.000, 0.177	804.000, 0.184	804.000, 0.181
805.000, 0.193	805.000, 0.177	805.000, 0.178	805.000, 0.185	805.000, 0.181
806.000, 0.193	806.000, 0.178	806.000, 0.178	806.000, 0.186	806.000, 0.182
807.000, 0.194	807.000, 0.179	807.000, 0.178	807.000, 0.186	807.000, 0.182
808.000, 0.194	808.000, 0.180	808.000, 0.179	808.000, 0.187	808.000, 0.183
809.000, 0.194	809.000, 0.180	809.000, 0.179	809.000, 0.188	809.000, 0.183
810.000, 0.194	810.000, 0.180	810.000, 0.179	810.000, 0.188	810.000, 0.183
811.000, 0.195	811.000, 0.180	811.000, 0.180	811.000, 0.188	811.000, 0.184
812.000, 0.194	812.000, 0.180	812.000, 0.180	812.000, 0.188	812.000, 0.184
813.000, 0.194	813.000, 0.179	813.000, 0.180	813.000, 0.188	813.000, 0.183
814.000, 0.194	814.000, 0.180	814.000, 0.180	814.000, 0.188	814.000, 0.183
815.000, 0.195	815.000, 0.180	815.000, 0.179	815.000, 0.187	815.000, 0.183
816.000, 0.195	816.000, 0.179	816.000, 0.179	816.000, 0.188	816.000, 0.183
817.000, 0.196	817.000, 0.181	817.000, 0.181	817.000, 0.189	817.000, 0.184
818.000, 0.197	818.000, 0.181	818.000, 0.182	818.000, 0.189	818.000, 0.185
819.000, 0.197	819.000, 0.182	819.000, 0.182	819.000, 0.190	819.000, 0.186
820.000, 0.196	820.000, 0.182	820.000, 0.182	820.000, 0.190	820.000, 0.185
821.000, 0.196	821.000, 0.182	821.000, 0.182	821.000, 0.190	821.000, 0.186
822.000, 0.198	822.000, 0.183	822.000, 0.182	822.000, 0.191	822.000, 0.187
823.000, 0.199	823.000, 0.184	823.000, 0.183	823.000, 0.193	823.000, 0.188
824.000, 0.200	824.000, 0.185	824.000, 0.184	824.000, 0.193	824.000, 0.188
825.000, 0.200	825.000, 0.185	825.000, 0.185	825.000, 0.194	825.000, 0.189
826.000, 0.201	826.000, 0.186	826.000, 0.186	826.000, 0.194	826.000, 0.189
827.000, 0.202	827.000, 0.187	827.000, 0.187	827.000, 0.195	827.000, 0.190
828.000, 0.201	828.000, 0.186	828.000, 0.186	828.000, 0.194	828.000, 0.189
829.000, 0.201	829.000, 0.186	829.000, 0.186	829.000, 0.194	829.000, 0.189
830.000, 0.202	830.000, 0.186	830.000, 0.186	830.000, 0.195	830.000, 0.190
831.000, 0.202	831.000, 0.187	831.000, 0.187	831.000, 0.195	831.000, 0.191
832.000, 0.202	832.000, 0.188	832.000, 0.187	832.000, 0.196	832.000, 0.191
833.000, 0.203	833.000, 0.187	833.000, 0.186	833.000, 0.196	833.000, 0.190
834.000, 0.203	834.000, 0.187	834.000, 0.188	834.000, 0.197	834.000, 0.191
835.000, 0.204	835.000, 0.188	835.000, 0.189	835.000, 0.198	835.000, 0.193
836.000, 0.205	836.000, 0.189	836.000, 0.190	836.000, 0.198	836.000, 0.194
837.000, 0.206	837.000, 0.190	837.000, 0.190	837.000, 0.199	837.000, 0.194
838.000, 0.206	838.000, 0.191	838.000, 0.191	838.000, 0.199	838.000, 0.195
839.000, 0.206	839.000, 0.191	839.000, 0.192	839.000, 0.199	839.000, 0.195
840.000, 0.206	840.000, 0.191	840.000, 0.191	840.000, 0.200	840.000, 0.195
841.000, 0.206	841.000, 0.192	841.000, 0.191	841.000, 0.200	841.000, 0.194
842.000, 0.207	842.000, 0.193	842.000, 0.192	842.000, 0.200	842.000, 0.196
843.000, 0.208	843.000, 0.193	843.000, 0.193	843.000, 0.201	843.000, 0.197
844.000, 0.209	844.000, 0.193	844.000, 0.193	844.000, 0.202	844.000, 0.197
845.000, 0.209	845.000, 0.193	845.000, 0.193	845.000, 0.202	845.000, 0.197
846.000, 0.209	846.000, 0.193	846.000, 0.193	846.000, 0.202	846.000, 0.197
847.000, 0.208	847.000, 0.194	847.000, 0.193	847.000, 0.203	847.000, 0.197
848.000, 0.209	848.000, 0.195	848.000, 0.194	848.000, 0.204	848.000, 0.198
849.000, 0.211	849.000, 0.195	849.000, 0.196	849.000, 0.205	849.000, 0.200
850.000, 0.211	850.000, 0.195	850.000, 0.195	850.000, 0.204	850.000, 0.200
851.000, 0.210	851.000, 0.195	851.000, 0.195	851.000, 0.204	851.000, 0.200
852.000, 0.212	852.000, 0.196	852.000, 0.196	852.000, 0.205	852.000, 0.201
853.000, 0.213	853.000, 0.197	853.000, 0.197	853.000, 0.205	853.000, 0.201
854.000, 0.213	854.000, 0.198	854.000, 0.197	854.000, 0.205	854.000, 0.201
855.000, 0.213	855.000, 0.197	855.000, 0.198	855.000, 0.206	855.000, 0.201
856.000, 0.213	856.000, 0.197	856.000, 0.198	856.000, 0.207	856.000, 0.202
857.000, 0.214	857.000, 0.198	857.000, 0.197	857.000, 0.207	857.000, 0.202
858.000, 0.214	858.000, 0.199	858.000, 0.198	858.000, 0.207	858.000, 0.203
859.000, 0.214	859.000, 0.199	859.000, 0.198	859.000, 0.207	859.000, 0.203
860.000, 0.215	860.000, 0.199	860.000, 0.199	860.000, 0.208	860.000, 0.203
861.000, 0.215	861.000, 0.200	861.000, 0.200	861.000, 0.208	861.000, 0.203
862.000, 0.215	862.000, 0.200	862.000, 0.200	862.000, 0.208	862.000, 0.204
863.000, 0.215	863.000, 0.199	863.000, 0.200	863.000, 0.208	863.000, 0.204
864.000, 0.215	864.000, 0.199	864.000, 0.199	864.000, 0.208	864.000, 0.204
865.000, 0.216	865.000, 0.199	865.000, 0.199	865.000, 0.208	865.000, 0.204
866.000, 0.217	866.000, 0.202	866.000, 0.201	866.000, 0.209	866.000, 0.206
867.000, 0.217	867.000, 0.202	867.000, 0.202	867.000, 0.209	867.000, 0.206
868.000, 0.216	868.000, 0.200	868.000, 0.202	868.000, 0.209	868.000, 0.206
869.000, 0.218	869.000, 0.202	869.000, 0.203	869.000, 0.211	869.000, 0.207
870.000, 0.220	870.000, 0.203	870.000, 0.204	870.000, 0.212	870.000, 0.207
871.000, 0.220	871.000, 0.204	871.000, 0.205	871.000, 0.212	871.000, 0.207
872.000, 0.219	872.000, 0.204	872.000, 0.204	872.000, 0.212	872.000, 0.207
873.000, 0.220	873.000, 0.203	873.000, 0.204	873.000, 0.212	873.000, 0.207
874.000, 0.220	874.000, 0.203	874.000, 0.204	874.000, 0.212	874.000, 0.208
875.000, 0.221	875.000, 0.204	875.000, 0.205	875.000, 0.213	875.000, 0.208
876.000, 0.222	876.000, 0.204	876.000, 0.205	876.000, 0.214	876.000, 0.208
877.000, 0.221	877.000, 0.205	877.000, 0.205	877.000, 0.214	877.000, 0.208
878.000, 0.220	878.000, 0.205	878.000, 0.205	878.000, 0.214	878.000, 0.208
879.000, 0.221	879.000, 0.205	879.000, 0.205	879.000, 0.216	879.000, 0.209
880.000, 0.222	880.000, 0.206	880.000, 0.206	880.000, 0.215	880.000, 0.210
881.000, 0.222	881.000, 0.205	881.000, 0.206	881.000, 0.214	881.000, 0.211
882.000, 0.220	882.000, 0.204	882.000, 0.205	882.000, 0.214	882.000, 0.210
883.000, 0.220	883.000, 0.205	883.000, 0.206	883.000, 0.215	883.000, 0.211
884.000, 0.223	884.000, 0.206	884.000, 0.208	884.000, 0.216	884.000, 0.212
885.000, 0.223	885.000, 0.207	885.000, 0.208	885.000, 0.216	885.000, 0.211
886.000, 0.222	886.000, 0.207	886.000, 0.208	886.000, 0.216	886.000, 0.210
887.000, 0.222	887.000, 0.206	887.000, 0.207	887.000, 0.217	887.000, 0.210
888.000, 0.222	888.000, 0.206	888.000, 0.206	888.000, 0.216	888.000, 0.211
889.000, 0.223	889.000, 0.207	889.000, 0.207	889.000, 0.217	889.000, 0.213
890.000, 0.224	890.000, 0.208	890.000, 0.208	890.000, 0.217	890.000, 0.214
891.000, 0.225	891.000, 0.208	891.000, 0.209	891.000, 0.218	891.000, 0.214
892.000, 0.225	892.000, 0.207	892.000, 0.210	892.000, 0.219	892.000, 0.214
893.000, 0.225	893.000, 0.209	893.000, 0.209	893.000, 0.219	893.000, 0.213
894.000, 0.226	894.000, 0.210	894.000, 0.211	894.000, 0.219	894.000, 0.214
895.000, 0.227	895.000, 0.210	895.000, 0.213	895.000, 0.220	895.000, 0.216
896.000, 0.225	896.000, 0.207	896.000, 0.210	896.000, 0.220	896.000, 0.214
897.000, 0.224	897.000, 0.207	897.000, 0.209	897.000, 0.220	897.000, 0.212
898.000, 0.226	898.000, 0.209	898.000, 0.210	898.000, 0.220	898.000, 0.214
899.000, 0.226	899.000, 0.210	899.000, 0.209	899.000, 0.220	899.000, 0.213
900.000, 0.226	900.000, 0.210	900.000, 0.208	900.000, 0.219	900.000, 0.213
901.000, 0.229	901.000, 0.210	901.000, 0.211	901.000, 0.220	901.000, 0.215
902.000, 0.230	902.000, 0.210	902.000, 0.213	902.000, 0.221	902.000, 0.217
903.000, 0.229	903.000, 0.211	903.000, 0.212	903.000, 0.222	903.000, 0.218
904.000, 0.228	904.000, 0.211	904.000, 0.211	904.000, 0.221	904.000, 0.215
905.000, 0.228	905.000, 0.211	905.000, 0.211	905.000, 0.221	905.000, 0.215
906.000, 0.228	906.000, 0.210	906.000, 0.212	906.000, 0.221	906.000, 0.216
907.000, 0.226	907.000, 0.211	907.000, 0.212	907.000, 0.221	907.000, 0.215
908.000, 0.227	908.000, 0.212	908.000, 0.212	908.000, 0.223	908.000, 0.216
909.000, 0.229	909.000, 0.213	909.000, 0.215	909.000, 0.224	909.000, 0.218
910.000, 0.230	910.000, 0.214	910.000, 0.216	910.000, 0.225	910.000, 0.221
911.000, 0.229	911.000, 0.215	911.000, 0.217	911.000, 0.225	911.000, 0.221
912.000, 0.229	912.000, 0.214	912.000, 0.216	912.000, 0.225	912.000, 0.218
913.000, 0.231	913.000, 0.215	913.000, 0.217	913.000, 0.226	913.000, 0.218
914.000, 0.234	914.000, 0.217	914.000, 0.217	914.000, 0.226	914.000, 0.222
915.000, 0.234	915.000, 0.216	915.000, 0.217	915.000, 0.226	915.000, 0.222
916.000, 0.233	916.000, 0.216	916.000, 0.216	916.000, 0.226	916.000, 0.221
917.000, 0.231	917.000, 0.215	917.000, 0.215	917.000, 0.227	917.000, 0.219
918.000, 0.232	918.000, 0.214	918.000, 0.216	918.000, 0.227	918.000, 0.220
919.000, 0.232	919.000, 0.213	919.000, 0.217	919.000, 0.226	919.000, 0.221
920.000, 0.232	920.000, 0.214	920.000, 0.217	920.000, 0.227	920.000, 0.220
921.000, 0.233	921.000, 0.215	921.000, 0.216	921.000, 0.226	921.000, 0.220
922.000, 0.234	922.000, 0.217	922.000, 0.216	922.000, 0.225	922.000, 0.222
923.000, 0.235	923.000, 0.219	923.000, 0.217	923.000, 0.228	923.000, 0.223
924.000, 0.235	924.000, 0.219	924.000, 0.220	924.000, 0.230	924.000, 0.224
925.000, 0.236	925.000, 0.218	925.000, 0.224	925.000, 0.229	925.000, 0.223
926.000, 0.236	926.000, 0.219	926.000, 0.224	926.000, 0.228	926.000, 0.221
927.000, 0.236	927.000, 0.220	927.000, 0.222	927.000, 0.229	927.000, 0.222
928.000, 0.237	928.000, 0.218	928.000, 0.220	928.000, 0.232	928.000, 0.227
929.000, 0.234	929.000, 0.215	929.000, 0.218	929.000, 0.230	929.000, 0.225
930.000, 0.230	930.000, 0.212	930.000, 0.217	930.000, 0.225	930.000, 0.222
931.000, 0.232	931.000, 0.213	931.000, 0.218	931.000, 0.225	931.000, 0.222
932.000, 0.231	932.000, 0.211	932.000, 0.218	932.000, 0.222	932.000, 0.220
933.000, 0.227	933.000, 0.207	933.000, 0.217	933.000, 0.217	933.000, 0.214
934.000, 0.223	934.000, 0.203	934.000, 0.215	934.000, 0.218	934.000, 0.210
935.000, 0.220	935.000, 0.202	935.000, 0.207	935.000, 0.218	935.000, 0.208
936.000, 0.220	936.000, 0.204	936.000, 0.199	936.000, 0.217	936.000, 0.210
937.000, 0.226	937.000, 0.210	937.000, 0.211	937.000, 0.221	937.000, 0.213
938.000, 0.229	938.000, 0.214	938.000, 0.220	938.000, 0.224	938.000, 0.214
939.000, 0.224	939.000, 0.211	939.000, 0.211	939.000, 0.221	939.000, 0.212
940.000, 0.226	940.000, 0.210	940.000, 0.209	940.000, 0.222	940.000, 0.216
941.000, 0.229	941.000, 0.212	941.000, 0.213	941.000, 0.224	941.000, 0.222
942.000, 0.228	942.000, 0.215	942.000, 0.218	942.000, 0.221	942.000, 0.223
943.000, 0.227	943.000, 0.213	943.000, 0.217	943.000, 0.216	943.000, 0.219
944.000, 0.228	944.000, 0.207	944.000, 0.213	944.000, 0.212	944.000, 0.215
