325.000, 0.126	325.000, 0.116	325.000, 0.134	325.000, 0.176	325.000, 0.104	325.000, 0.124	325.000, 0.568	325.000, 0.156	325.000, 0.151	325.000, 0.155
479.000, 0.152	479.000, 0.233	479.000, 0.358	479.000, 0.292	479.000, 0.141	479.000, 0.270	479.000, 0.286	479.000, 0.098	479.000, 0.191	479.000, 0.234
480.000, 0.152	480.000, 0.233	480.000, 0.358	480.000, 0.293	480.000, 0.141	480.000, 0.270	480.000, 0.285	480.000, 0.097	480.000, 0.191	480.000, 0.234
481.000, 0.152	481.000, 0.234	481.000, 0.359	481.000, 0.293	481.000, 0.141	481.000, 0.271	481.000, 0.284	481.000, 0.097	481.000, 0.192	481.000, 0.234
482.000, 0.152	482.000, 0.234	482.000, 0.359	482.000, 0.293	482.000, 0.141	482.000, 0.272	482.000, 0.284	482.000, 0.097	482.000, 0.192	482.000, 0.234
483.000, 0.152	483.000, 0.234	483.000, 0.360	483.000, 0.294	483.000, 0.140	483.000, 0.272	483.000, 0.284	483.000, 0.097	483.000, 0.192	483.000, 0.234
484.000, 0.152	484.000, 0.235	484.000, 0.360	484.000, 0.294	484.000, 0.140	484.000, 0.272	484.000, 0.283	484.000, 0.097	484.000, 0.192	484.000, 0.235
485.000, 0.153	485.000, 0.235	485.000, 0.361	485.000, 0.295	485.000, 0.140	485.000, 0.273	485.000, 0.283	485.000, 0.097	485.000, 0.192	485.000, 0.235
486.000, 0.153	486.000, 0.236	486.000, 0.362	486.000, 0.295	486.000, 0.140	486.000, 0.273	486.000, 0.282	486.000, 0.097	486.000, 0.193	486.000, 0.235
487.000, 0.153	487.000, 0.236	487.000, 0.362	487.000, 0.296	487.000, 0.140	487.000, 0.274	487.000, 0.280	487.000, 0.097	487.000, 0.193	487.000, 0.235
488.000, 0.153	488.000, 0.236	488.000, 0.363	488.000, 0.296	488.000, 0.140	488.000, 0.274	488.000, 0.280	488.000, 0.097	488.000, 0.193	488.000, 0.236
489.000, 0.153	489.000, 0.237	489.000, 0.364	489.000, 0.297	489.000, 0.140	489.000, 0.275	489.000, 0.278	489.000, 0.096	489.000, 0.193	489.000, 0.236
490.000, 0.153	490.000, 0.238	490.000, 0.365	490.000, 0.298	490.000, 0.140	490.000, 0.276	490.000, 0.277	490.000, 0.096	490.000, 0.194	490.000, 0.236
491.000, 0.154	491.000, 0.238	491.000, 0.365	491.000, 0.298	491.000, 0.140	491.000, 0.276	491.000, 0.276	491.000, 0.096	491.000, 0.194	491.000, 0.237
492.000, 0.154	492.000, 0.238	492.000, 0.366	492.000, 0.299	492.000, 0.140	492.000, 0.277	492.000, 0.275	492.000, 0.096	492.000, 0.194	492.000, 0.237
493.000, 0.154	493.000, 0.239	493.000, 0.366	493.000, 0.299	493.000, 0.139	493.000, 0.277	493.000, 0.274	493.000, 0.096	493.000, 0.194	493.000, 0.238
494.000, 0.154	494.000, 0.239	494.000, 0.367	494.000, 0.300	494.000, 0.139	494.000, 0.278	494.000, 0.272	494.000, 0.095	494.000, 0.195	494.000, 0.238
495.000, 0.154	495.000, 0.239	495.000, 0.367	495.000, 0.301	495.000, 0.139	495.000, 0.278	495.000, 0.271	495.000, 0.095	495.000, 0.195	495.000, 0.238
496.000, 0.155	496.000, 0.240	496.000, 0.368	496.000, 0.301	496.000, 0.139	496.000, 0.279	496.000, 0.270	496.000, 0.094	496.000, 0.195	496.000, 0.238
497.000, 0.154	497.000, 0.240	497.000, 0.368	497.000, 0.301	497.000, 0.138	497.000, 0.279	497.000, 0.268	497.000, 0.094	497.000, 0.195	497.000, 0.238
498.000, 0.154	498.000, 0.240	498.000, 0.369	498.000, 0.302	498.000, 0.139	498.000, 0.280	498.000, 0.267	498.000, 0.094	498.000, 0.195	498.000, 0.238
499.000, 0.155	499.000, 0.241	499.000, 0.369	499.000, 0.303	499.000, 0.139	499.000, 0.280	499.000, 0.266	499.000, 0.094	499.000, 0.195	499.000, 0.239
500.000, 0.155	500.000, 0.242	500.000, 0.370	500.000, 0.303	500.000, 0.138	500.000, 0.281	500.000, 0.265	500.000, 0.094	500.000, 0.196	500.000, 0.239
501.000, 0.155	501.000, 0.242	501.000, 0.371	501.000, 0.304	501.000, 0.138	501.000, 0.281	501.000, 0.263	501.000, 0.093	501.000, 0.196	501.000, 0.239
502.000, 0.156	502.000, 0.242	502.000, 0.371	502.000, 0.305	502.000, 0.138	502.000, 0.282	502.000, 0.262	502.000, 0.093	502.000, 0.197	502.000, 0.240
503.000, 0.156	503.000, 0.243	503.000, 0.372	503.000, 0.305	503.000, 0.138	503.000, 0.282	503.000, 0.260	503.000, 0.093	503.000, 0.197	503.000, 0.240
504.000, 0.156	504.000, 0.244	504.000, 0.373	504.000, 0.306	504.000, 0.138	504.000, 0.283	504.000, 0.258	504.000, 0.093	504.000, 0.197	504.000, 0.240
505.000, 0.156	505.000, 0.244	505.000, 0.373	505.000, 0.306	505.000, 0.138	505.000, 0.284	505.000, 0.257	505.000, 0.093	505.000, 0.197	505.000, 0.241
506.000, 0.157	506.000, 0.245	506.000, 0.374	506.000, 0.307	506.000, 0.138	506.000, 0.284	506.000, 0.256	506.000, 0.093	506.000, 0.198	506.000, 0.241
507.000, 0.157	507.000, 0.245	507.000, 0.375	507.000, 0.308	507.000, 0.138	507.000, 0.285	507.000, 0.255	507.000, 0.093	507.000, 0.198	507.000, 0.242
508.000, 0.157	508.000, 0.245	508.000, 0.375	508.000, 0.309	508.000, 0.138	508.000, 0.285	508.000, 0.254	508.000, 0.093	508.000, 0.199	508.000, 0.242
509.000, 0.157	509.000, 0.246	509.000, 0.376	509.000, 0.310	509.000, 0.138	509.000, 0.286	509.000, 0.253	509.000, 0.093	509.000, 0.199	509.000, 0.242
510.000, 0.157	510.000, 0.247	510.000, 0.376	510.000, 0.310	510.000, 0.137	510.000, 0.286	510.000, 0.252	510.000, 0.093	510.000, 0.199	510.000, 0.242
511.000, 0.158	511.000, 0.247	511.000, 0.377	511.000, 0.310	511.000, 0.137	511.000, 0.287	511.000, 0.252	511.000, 0.093	511.000, 0.200	511.000, 0.243
512.000, 0.158	512.000, 0.247	512.000, 0.377	512.000, 0.311	512.000, 0.137	512.000, 0.288	512.000, 0.251	512.000, 0.094	512.000, 0.200	512.000, 0.243
513.000, 0.158	513.000, 0.248	513.000, 0.378	513.000, 0.312	513.000, 0.137	513.000, 0.288	513.000, 0.251	513.000, 0.093	513.000, 0.201	513.000, 0.243
514.000, 0.158	514.000, 0.248	514.000, 0.378	514.000, 0.312	514.000, 0.137	514.000, 0.289	514.000, 0.250	514.000, 0.093	514.000, 0.201	514.000, 0.243
515.000, 0.158	515.000, 0.248	515.000, 0.379	515.000, 0.313	515.000, 0.137	515.000, 0.289	515.000, 0.248	515.000, 0.094	515.000, 0.201	515.000, 0.244
516.000, 0.158	516.000, 0.249	516.000, 0.380	516.000, 0.313	516.000, 0.137	516.000, 0.289	516.000, 0.247	516.000, 0.094	516.000, 0.202	516.000, 0.244
517.000, 0.159	517.000, 0.250	517.000, 0.380	517.000, 0.314	517.000, 0.137	517.000, 0.290	517.000, 0.247	517.000, 0.094	517.000, 0.202	517.000, 0.244
518.000, 0.159	518.000, 0.250	518.000, 0.381	518.000, 0.315	518.000, 0.137	518.000, 0.291	518.000, 0.246	518.000, 0.095	518.000, 0.203	518.000, 0.245
519.000, 0.160	519.000, 0.251	519.000, 0.382	519.000, 0.316	519.000, 0.137	519.000, 0.292	519.000, 0.245	519.000, 0.095	519.000, 0.204	519.000, 0.246
520.000, 0.160	520.000, 0.252	520.000, 0.383	520.000, 0.317	520.000, 0.137	520.000, 0.292	520.000, 0.244	520.000, 0.095	520.000, 0.204	520.000, 0.246
521.000, 0.160	521.000, 0.252	521.000, 0.383	521.000, 0.318	521.000, 0.137	521.000, 0.293	521.000, 0.242	521.000, 0.095	521.000, 0.205	521.000, 0.247
522.000, 0.161	522.000, 0.253	522.000, 0.384	522.000, 0.318	522.000, 0.137	522.000, 0.293	522.000, 0.241	522.000, 0.096	522.000, 0.205	522.000, 0.247
523.000, 0.161	523.000, 0.253	523.000, 0.384	523.000, 0.319	523.000, 0.136	523.000, 0.294	523.000, 0.240	523.000, 0.096	523.000, 0.206	523.000, 0.247
524.000, 0.161	524.000, 0.253	524.000, 0.385	524.000, 0.320	524.000, 0.136	524.000, 0.294	524.000, 0.239	524.000, 0.096	524.000, 0.206	524.000, 0.247
525.000, 0.161	525.000, 0.254	525.000, 0.385	525.000, 0.320	525.000, 0.136	525.000, 0.295	525.000, 0.237	525.000, 0.096	525.000, 0.207	525.000, 0.247
526.000, 0.161	526.000, 0.254	526.000, 0.386	526.000, 0.321	526.000, 0.136	526.000, 0.295	526.000, 0.236	526.000, 0.097	526.000, 0.207	526.000, 0.248
527.000, 0.161	527.000, 0.255	527.000, 0.387	527.000, 0.322	527.000, 0.136	527.000, 0.296	527.000, 0.235	527.000, 0.097	527.000, 0.208	527.000, 0.248
528.000, 0.162	528.000, 0.256	528.000, 0.387	528.000, 0.322	528.000, 0.136	528.000, 0.296	528.000, 0.234	528.000, 0.098	528.000, 0.209	528.000, 0.249
529.000, 0.162	529.000, 0.256	529.000, 0.388	529.000, 0.323	529.000, 0.136	529.000, 0.297	529.000, 0.233	529.000, 0.098	529.000, 0.209	529.000, 0.249
530.000, 0.163	530.000, 0.256	530.000, 0.388	530.000, 0.324	530.000, 0.136	530.000, 0.298	530.000, 0.232	530.000, 0.099	530.000, 0.210	530.000, 0.250
531.000, 0.163	531.000, 0.257	531.000, 0.389	531.000, 0.324	531.000, 0.136	531.000, 0.298	531.000, 0.230	531.000, 0.099	531.000, 0.210	531.000, 0.250
532.000, 0.163	532.000, 0.257	532.000, 0.389	532.000, 0.325	532.000, 0.136	532.000, 0.299	532.000, 0.230	532.000, 0.099	532.000, 0.211	532.000, 0.251
533.000, 0.163	533.000, 0.258	533.000, 0.390	533.000, 0.326	533.000, 0.136	533.000, 0.299	533.000, 0.229	533.000, 0.099	533.000, 0.211	533.000, 0.251
534.000, 0.164	534.000, 0.258	534.000, 0.390	534.000, 0.327	534.000, 0.136	534.000, 0.300	534.000, 0.228	534.000, 0.100	534.000, 0.212	534.000, 0.251
535.000, 0.164	535.000, 0.259	535.000, 0.391	535.000, 0.327	535.000, 0.136	535.000, 0.300	535.000, 0.227	535.000, 0.100	535.000, 0.212	535.000, 0.252
536.000, 0.164	536.000, 0.260	536.000, 0.391	536.000, 0.328	536.000, 0.136	536.000, 0.301	536.000, 0.226	536.000, 0.100	536.000, 0.213	536.000, 0.252
537.000, 0.165	537.000, 0.260	537.000, 0.392	537.000, 0.329	537.000, 0.136	537.000, 0.301	537.000, 0.225	537.000, 0.100	537.000, 0.213	537.000, 0.252
538.000, 0.165	538.000, 0.260	538.000, 0.392	538.000, 0.329	538.000, 0.135	538.000, 0.302	538.000, 0.224	538.000, 0.100	538.000, 0.213	538.000, 0.253
539.000, 0.165	539.000, 0.260	539.000, 0.392	539.000, 0.330	539.000, 0.135	539.000, 0.302	539.000, 0.223	539.000, 0.100	539.000, 0.214	539.000, 0.253
540.000, 0.165	540.000, 0.261	540.000, 0.393	540.000, 0.330	540.000, 0.135	540.000, 0.302	540.000, 0.222	540.000, 0.100	540.000, 0.214	540.000, 0.253
541.000, 0.166	541.000, 0.262	541.000, 0.393	541.000, 0.331	541.000, 0.135	541.000, 0.303	541.000, 0.220	541.000, 0.100	541.000, 0.215	541.000, 0.254
542.000, 0.166	542.000, 0.262	542.000, 0.394	542.000, 0.332	542.000, 0.135	542.000, 0.303	542.000, 0.219	542.000, 0.101	542.000, 0.215	542.000, 0.254
543.000, 0.166	543.000, 0.263	543.000, 0.394	543.000, 0.333	543.000, 0.135	543.000, 0.304	543.000, 0.218	543.000, 0.101	543.000, 0.216	543.000, 0.255
544.000, 0.166	544.000, 0.263	544.000, 0.395	544.000, 0.333	544.000, 0.135	544.000, 0.305	544.000, 0.217	544.000, 0.101	544.000, 0.216	544.000, 0.255
545.000, 0.167	545.000, 0.264	545.000, 0.395	545.000, 0.334	545.000, 0.135	545.000, 0.305	545.000, 0.217	545.000, 0.101	545.000, 0.217	545.000, 0.255
546.000, 0.167	546.000, 0.264	546.000, 0.396	546.000, 0.335	546.000, 0.135	546.000, 0.306	546.000, 0.216	546.000, 0.101	546.000, 0.217	546.000, 0.256
547.000, 0.167	547.000, 0.264	547.000, 0.396	547.000, 0.335	547.000, 0.135	547.000, 0.306	547.000, 0.215	547.000, 0.101	547.000, 0.217	547.000, 0.256
548.000, 0.168	548.000, 0.265	548.000, 0.397	548.000, 0.336	548.000, 0.135	548.000, 0.307	548.000, 0.214	548.000, 0.101	548.000, 0.218	548.000, 0.257
549.000, 0.168	549.000, 0.265	549.000, 0.397	549.000, 0.336	549.000, 0.135	549.000, 0.307	549.000, 0.214	549.000, 0.101	549.000, 0.218	549.000, 0.257
550.000, 0.168	550.000, 0.266	550.000, 0.397	550.000, 0.337	550.000, 0.135	550.000, 0.308	550.000, 0.213	550.000, 0.101	550.000, 0.218	550.000, 0.257
551.000, 0.168	551.000, 0.266	551.000, 0.398	551.000, 0.338	551.000, 0.134	551.000, 0.308	551.000, 0.212	551.000, 0.101	551.000, 0.219	551.000, 0.258
552.000, 0.169	552.000, 0.267	552.000, 0.398	552.000, 0.339	552.000, 0.134	552.000, 0.309	552.000, 0.212	552.000, 0.101	552.000, 0.219	552.000, 0.258
553.000, 0.169	553.000, 0.267	553.000, 0.398	553.000, 0.339	553.000, 0.134	553.000, 0.309	553.000, 0.211	553.000, 0.101	553.000, 0.220	553.000, 0.258
554.000, 0.169	554.000, 0.267	554.000, 0.399	554.000, 0.340	554.000, 0.134	554.000, 0.310	554.000, 0.210	554.000, 0.101	554.000, 0.220	554.000, 0.259
555.000, 0.169	555.000, 0.268	555.000, 0.399	555.000, 0.340	555.000, 0.134	555.000, 0.310	555.000, 0.209	555.000, 0.101	555.000, 0.220	555.000, 0.259
556.000, 0.170	556.000, 0.268	556.000, 0.399	556.000, 0.341	556.000, 0.134	556.000, 0.311	556.000, 0.209	556.000, 0.101	556.000, 0.221	556.000, 0.259
557.000, 0.170	557.000, 0.269	557.000, 0.400	557.000, 0.342	557.000, 0.134	557.000, 0.311	557.000, 0.207	557.000, 0.101	557.000, 0.221	557.000, 0.260
558.000, 0.170	558.000, 0.269	558.000, 0.400	558.000, 0.342	558.000, 0.134	558.000, 0.311	558.000, 0.206	558.000, 0.100	558.000, 0.221	558.000, 0.260
559.000, 0.170	559.000, 0.269	559.000, 0.400	559.000, 0.343	559.000, 0.134	559.000, 0.312	559.000, 0.205	559.000, 0.100	559.000, 0.221	559.000, 0.260
560.000, 0.170	560.000, 0.269	560.000, 0.401	560.000, 0.343	560.000, 0.134	560.000, 0.312	560.000, 0.204	560.000, 0.100	560.000, 0.221	560.000, 0.260
561.000, 0.171	561.000, 0.270	561.000, 0.401	561.000, 0.344	561.000, 0.134	561.000, 0.313	561.000, 0.204	561.000, 0.100	561.000, 0.222	561.000, 0.261
562.000, 0.171	562.000, 0.270	562.000, 0.401	562.000, 0.344	562.000, 0.133	562.000, 0.313	562.000, 0.202	562.000, 0.099	562.000, 0.222	562.000, 0.261
563.000, 0.171	563.000, 0.271	563.000, 0.402	563.000, 0.345	563.000, 0.133	563.000, 0.313	563.000, 0.201	563.000, 0.099	563.000, 0.222	563.000, 0.261
564.000, 0.171	564.000, 0.271	564.000, 0.402	564.000, 0.346	564.000, 0.133	564.000, 0.314	564.000, 0.200	564.000, 0.098	564.000, 0.222	564.000, 0.262
565.000, 0.171	565.000, 0.271	565.000, 0.402	565.000, 0.346	565.000, 0.133	565.000, 0.314	565.000, 0.198	565.000, 0.098	565.000, 0.222	565.000, 0.262
566.000, 0.172	566.000, 0.271	566.000, 0.402	566.000, 0.346	566.000, 0.133	566.000, 0.314	566.000, 0.197	566.000, 0.097	566.000, 0.222	566.000, 0.262
567.000, 0.172	567.000, 0.272	567.000, 0.402	567.000, 0.347	567.000, 0.133	567.000, 0.315	567.000, 0.195	567.000, 0.096	567.000, 0.222	567.000, 0.262
568.000, 0.172	568.000, 0.272	568.000, 0.403	568.000, 0.348	568.000, 0.133	568.000, 0.315	568.000, 0.193	568.000, 0.095	568.000, 0.222	568.000, 0.263
569.000, 0.172	569.000, 0.272	569.000, 0.403	569.000, 0.348	569.000, 0.132	569.000, 0.315	569.000, 0.192	569.000, 0.095	569.000, 0.222	569.000, 0.263
570.000, 0.173	570.000, 0.272	570.000, 0.403	570.000, 0.349	570.000, 0.132	570.000, 0.315	570.000, 0.190	570.000, 0.094	570.000, 0.222	570.000, 0.263
571.000, 0.173	571.000, 0.273	571.000, 0.403	571.000, 0.349	571.000, 0.132	571.000, 0.316	571.000, 0.188	571.000, 0.093	571.000, 0.222	571.000, 0.263
572.000, 0.173	572.000, 0.273	572.000, 0.403	572.000, 0.350	572.000, 0.132	572.000, 0.316	572.000, 0.187	572.000, 0.093	572.000, 0.222	572.000, 0.264
573.000, 0.173	573.000, 0.273	573.000, 0.404	573.000, 0.350	573.000, 0.131	573.000, 0.316	573.000, 0.185	573.000, 0.092	573.000, 0.222	573.000, 0.264
574.000, 0.173	574.000, 0.273	574.000, 0.404	574.000, 0.351	574.000, 0.131	574.000, 0.316	574.000, 0.184	574.000, 0.091	574.000, 0.222	574.000, 0.264
575.000, 0.173	575.000, 0.274	575.000, 0.404	575.000, 0.351	575.000, 0.131	575.000, 0.317	575.000, 0.183	575.000, 0.091	575.000, 0.222	575.000, 0.264
576.000, 0.174	576.000, 0.274	576.000, 0.404	576.000, 0.352	576.000, 0.131	576.000, 0.317	576.000, 0.182	576.000, 0.090	576.000, 0.222	576.000, 0.265
577.000, 0.174	577.000, 0.274	577.000, 0.405	577.000, 0.353	577.000, 0.131	577.000, 0.317	577.000, 0.181	577.000, 0.090	577.000, 0.222	577.000, 0.265
578.000, 0.174	578.000, 0.275	578.000, 0.405	578.000, 0.354	578.000, 0.131	578.000, 0.318	578.000, 0.181	578.000, 0.090	578.000, 0.223	578.000, 0.265
579.000, 0.174	579.000, 0.275	579.000, 0.405	579.000, 0.354	579.000, 0.131	579.000, 0.318	579.000, 0.182	579.000, 0.089	579.000, 0.223	579.000, 0.265
580.000, 0.174	580.000, 0.275	580.000, 0.405	580.000, 0.355	580.000, 0.130	580.000, 0.318	580.000, 0.182	580.000, 0.089	580.000, 0.223	580.000, 0.265
581.000, 0.174	581.000, 0.275	581.000, 0.405	581.000, 0.355	581.000, 0.130	581.000, 0.319	581.000, 0.182	581.000, 0.089	581.000, 0.223	581.000, 0.265
582.000, 0.174	582.000, 0.275	582.000, 0.405	582.000, 0.355	582.000, 0.130	582.000, 0.319	582.000, 0.183	582.000, 0.089	582.000, 0.223	582.000, 0.265
583.000, 0.174	583.000, 0.275	583.000, 0.405	583.000, 0.356	583.000, 0.130	583.000, 0.320	583.000, 0.183	583.000, 0.089	583.000, 0.223	583.000, 0.266
584.000, 0.174	584.000, 0.275	584.000, 0.405	584.000, 0.356	584.000, 0.130	584.000, 0.320	584.000, 0.183	584.000, 0.088	584.000, 0.223	584.000, 0.266
585.000, 0.175	585.000, 0.275	585.000, 0.405	585.000, 0.356	585.000, 0.130	585.000, 0.321	585.000, 0.182	585.000, 0.088	585.000, 0.223	585.000, 0.266
586.000, 0.174	586.000, 0.275	586.000, 0.405	586.000, 0.356	586.000, 0.130	586.000, 0.321	586.000, 0.181	586.000, 0.087	586.000, 0.223	586.000, 0.266
587.000, 0.175	587.000, 0.275	587.000, 0.405	587.000, 0.356	587.000, 0.131	587.000, 0.321	587.000, 0.180	587.000, 0.087	587.000, 0.223	587.000, 0.266
588.000, 0.175	588.000, 0.276	588.000, 0.405	588.000, 0.357	588.000, 0.131	588.000, 0.322	588.000, 0.179	588.000, 0.087	588.000, 0.223	588.000, 0.266
589.000, 0.175	589.000, 0.276	589.000, 0.405	589.000, 0.357	589.000, 0.131	589.000, 0.322	589.000, 0.178	589.000, 0.086	589.000, 0.223	589.000, 0.266
590.000, 0.175	590.000, 0.276	590.000, 0.405	590.000, 0.357	590.000, 0.131	590.000, 0.322	590.000, 0.177	590.000, 0.086	590.000, 0.223	590.000, 0.266
591.000, 0.175	591.000, 0.276	591.000, 0.406	591.000, 0.357	591.000, 0.132	591.000, 0.323	591.000, 0.177	591.000, 0.086	591.000, 0.223	591.000, 0.266
592.000, 0.175	592.000, 0.276	592.000, 0.406	592.000, 0.358	592.000, 0.132	592.000, 0.323	592.000, 0.177	592.000, 0.086	592.000, 0.223	592.000, 0.266
593.000, 0.176	593.000, 0.276	593.000, 0.406	593.000, 0.358	593.000, 0.132	593.000, 0.324	593.000, 0.177	593.000, 0.086	593.000, 0.223	593.000, 0.266
594.000, 0.176	594.000, 0.276	594.000, 0.406	594.000, 0.358	594.000, 0.131	594.000, 0.324	594.000, 0.177	594.000, 0.085	594.000, 0.224	594.000, 0.266
595.000, 0.176	595.000, 0.277	595.000, 0.407	595.000, 0.359	595.000, 0.132	595.000, 0.325	595.000, 0.178	595.000, 0.086	595.000, 0.224	595.000, 0.266
596.000, 0.176	596.000, 0.277	596.000, 0.407	596.000, 0.359	596.000, 0.131	596.000, 0.325	596.000, 0.179	596.000, 0.086	596.000, 0.224	596.000, 0.267
597.000, 0.176	597.000, 0.277	597.000, 0.407	597.000, 0.359	597.000, 0.131	597.000, 0.326	597.000, 0.179	597.000, 0.085	597.000, 0.224	597.000, 0.266
598.000, 0.176	598.000, 0.277	598.000, 0.407	598.000, 0.359	598.000, 0.130	598.000, 0.327	598.000, 0.180	598.000, 0.085	598.000, 0.224	598.000, 0.266
599.000, 0.176	599.000, 0.277	599.000, 0.407	599.000, 0.360	599.000, 0.130	599.000, 0.328	599.000, 0.181	599.000, 0.086	599.000, 0.224	599.000, 0.267
600.000, 0.176	600.000, 0.277	600.000, 0.407	600.000, 0.360	600.000, 0.129	600.000, 0.328	600.000, 0.182	600.000, 0.086	600.000, 0.224	600.000, 0.267
601.000, 0.176	601.000, 0.277	601.000, 0.407	601.000, 0.361	601.000, 0.129	601.000, 0.329	601.000, 0.182	601.000, 0.085	601.000, 0.224	601.000, 0.267
602.000, 0.176	602.000, 0.278	602.000, 0.407	602.000, 0.361	602.000, 0.128	602.000, 0.330	602.000, 0.183	602.000, 0.085	602.000, 0.224	602.000, 0.267
603.000, 0.176	603.000, 0.278	603.000, 0.407	603.000, 0.362	603.000, 0.128	603.000, 0.331	603.000, 0.184	603.000, 0.085	603.000, 0.224	603.000, 0.267
604.000, 0.176	604.000, 0.278	604.000, 0.408	604.000, 0.362	604.000, 0.128	604.000, 0.331	604.000, 0.184	604.000, 0.085	604.000, 0.225	604.000, 0.268
605.000, 0.176	605.000, 0.278	605.000, 0.407	605.000, 0.362	605.000, 0.128	605.000, 0.332	605.000, 0.184	605.000, 0.085	605.000, 0.224	605.000, 0.268
606.000, 0.176	606.000, 0.278	606.000, 0.408	606.000, 0.363	606.000, 0.128	606.000, 0.332	606.000, 0.184	606.000, 0.084	606.000, 0.224	606.000, 0.268
607.000, 0.177	607.000, 0.278	607.000, 0.408	607.000, 0.363	607.000, 0.128	607.000, 0.332	607.000, 0.184	607.000, 0.084	607.000, 0.225	607.000, 0.268
608.000, 0.177	608.000, 0.278	608.000, 0.408	608.000, 0.363	608.000, 0.128	608.000, 0.332	608.000, 0.184	608.000, 0.084	608.000, 0.225	608.000, 0.268
609.000, 0.177	609.000, 0.278	609.000, 0.408	609.000, 0.364	609.000, 0.128	609.000, 0.332	609.000, 0.184	609.000, 0.084	609.000, 0.225	609.000, 0.268
610.000, 0.177	610.000, 0.279	610.000, 0.408	610.000, 0.365	610.000, 0.128	610.000, 0.333	610.000, 0.183	610.000, 0.084	610.000, 0.225	610.000, 0.268
611.000, 0.177	611.000, 0.279	611.000, 0.408	611.000, 0.365	611.000, 0.128	611.000, 0.333	611.000, 0.183	611.000, 0.083	611.000, 0.225	611.000, 0.268
612.000, 0.177	612.000, 0.279	612.000, 0.408	612.000, 0.365	612.000, 0.128	612.000, 0.333	612.000, 0.182	612.000, 0.083	612.000, 0.225	612.000, 0.268
613.000, 0.177	613.000, 0.279	613.000, 0.408	613.000, 0.365	613.000, 0.128	613.000, 0.333	613.000, 0.182	613.000, 0.083	613.000, 0.225	613.000, 0.268
614.000, 0.177	614.000, 0.279	614.000, 0.408	614.000, 0.366	614.000, 0.127	614.000, 0.333	614.000, 0.181	614.000, 0.082	614.000, 0.225	614.000, 0.268
615.000, 0.177	615.000, 0.279	615.000, 0.408	615.000, 0.366	615.000, 0.127	615.000, 0.333	615.000, 0.181	615.000, 0.082	615.000, 0.225	615.000, 0.269
616.000, 0.177	616.000, 0.279	616.000, 0.408	616.000, 0.367	616.000, 0.127	616.000, 0.334	616.000, 0.181	616.000, 0.082	616.000, 0.225	616.000, 0.269
617.000, 0.178	617.000, 0.279	617.000, 0.408	617.000, 0.367	617.000, 0.128	617.000, 0.334	617.000, 0.181	617.000, 0.082	617.000, 0.225	617.000, 0.269
618.000, 0.177	618.000, 0.279	618.000, 0.408	618.000, 0.367	618.000, 0.127	618.000, 0.334	618.000, 0.180	618.000, 0.081	618.000, 0.225	618.000, 0.269
619.000, 0.177	619.000, 0.279	619.000, 0.408	619.000, 0.368	619.000, 0.127	619.000, 0.334	619.000, 0.179	619.000, 0.081	619.000, 0.225	619.000, 0.269
620.000, 0.178	620.000, 0.279	620.000, 0.408	620.000, 0.368	620.000, 0.127	620.000, 0.334	620.000, 0.179	620.000, 0.080	620.000, 0.225	620.000, 0.269
621.000, 0.178	621.000, 0.279	621.000, 0.408	621.000, 0.368	621.000, 0.127	621.000, 0.335	621.000, 0.178	621.000, 0.081	621.000, 0.225	621.000, 0.269
622.000, 0.178	622.000, 0.279	622.000, 0.408	622.000, 0.369	622.000, 0.127	622.000, 0.335	622.000, 0.178	622.000, 0.080	622.000, 0.225	622.000, 0.269
623.000, 0.178	623.000, 0.279	623.000, 0.408	623.000, 0.369	623.000, 0.126	623.000, 0.335	623.000, 0.177	623.000, 0.080	623.000, 0.225	623.000, 0.269
624.000, 0.178	624.000, 0.279	624.000, 0.408	624.000, 0.369	624.000, 0.126	624.000, 0.335	624.000, 0.176	624.000, 0.080	624.000, 0.225	624.000, 0.269
625.000, 0.178	625.000, 0.279	625.000, 0.408	625.000, 0.369	625.000, 0.126	625.000, 0.335	625.000, 0.175	625.000, 0.079	625.000, 0.225	625.000, 0.269
626.000, 0.178	626.000, 0.279	626.000, 0.408	626.000, 0.369	626.000, 0.126	626.000, 0.335	626.000, 0.173	626.000, 0.079	626.000, 0.225	626.000, 0.269
627.000, 0.178	627.000, 0.279	627.000, 0.408	627.000, 0.369	627.000, 0.126	627.000, 0.335	627.000, 0.172	627.000, 0.078	627.000, 0.224	627.000, 0.269
628.000, 0.178	628.000, 0.279	628.000, 0.408	628.000, 0.370	628.000, 0.125	628.000, 0.335	628.000, 0.171	628.000, 0.078	628.000, 0.224	628.000, 0.269
629.000, 0.178	629.000, 0.279	629.000, 0.408	629.000, 0.370	629.000, 0.126	629.000, 0.335	629.000, 0.170	629.000, 0.078	629.000, 0.225	629.000, 0.269
630.000, 0.178	630.000, 0.280	630.000, 0.408	630.000, 0.371	630.000, 0.126	630.000, 0.335	630.000, 0.170	630.000, 0.078	630.000, 0.225	630.000, 0.269
631.000, 0.178	631.000, 0.280	631.000, 0.408	631.000, 0.371	631.000, 0.126	631.000, 0.336	631.000, 0.171	631.000, 0.078	631.000, 0.225	631.000, 0.270
632.000, 0.179	632.000, 0.280	632.000, 0.408	632.000, 0.371	632.000, 0.125	632.000, 0.336	632.000, 0.171	632.000, 0.078	632.000, 0.225	632.000, 0.270
