325.000, 0.090	325.000, 0.088	325.000, 0.089	325.000, 0.084	325.000, 0.078	325.000, 0.081	325.000, 0.106	325.000, 0.107	325.000, 0.117	325.000, 0.120
479.000, 0.308	479.000, 0.310	479.000, 0.305	479.000, 0.310	479.000, 0.303	479.000, 0.318	479.000, 0.337	479.000, 0.297	479.000, 0.328	479.000, 0.350
480.000, 0.304	480.000, 0.305	480.000, 0.301	480.000, 0.305	480.000, 0.299	480.000, 0.314	480.000, 0.333	480.000, 0.294	480.000, 0.324	480.000, 0.345
481.000, 0.300	481.000, 0.301	481.000, 0.296	481.000, 0.301	481.000, 0.294	481.000, 0.310	481.000, 0.328	481.000, 0.291	481.000, 0.321	481.000, 0.341
482.000, 0.295	482.000, 0.296	482.000, 0.292	482.000, 0.296	482.000, 0.290	482.000, 0.306	482.000, 0.324	482.000, 0.288	482.000, 0.317	482.000, 0.337
483.000, 0.291	483.000, 0.291	483.000, 0.287	483.000, 0.292	483.000, 0.285	483.000, 0.300	483.000, 0.319	483.000, 0.284	483.000, 0.313	483.000, 0.333
484.000, 0.286	484.000, 0.286	484.000, 0.282	484.000, 0.287	484.000, 0.281	484.000, 0.295	484.000, 0.315	484.000, 0.280	484.000, 0.309	484.000, 0.328
485.000, 0.282	485.000, 0.282	485.000, 0.278	485.000, 0.282	485.000, 0.276	485.000, 0.291	485.000, 0.310	485.000, 0.277	485.000, 0.305	485.000, 0.323
486.000, 0.277	486.000, 0.277	486.000, 0.273	486.000, 0.277	486.000, 0.271	486.000, 0.286	486.000, 0.306	486.000, 0.274	486.000, 0.301	486.000, 0.319
487.000, 0.273	487.000, 0.273	487.000, 0.268	487.000, 0.273	487.000, 0.267	487.000, 0.281	487.000, 0.301	487.000, 0.270	487.000, 0.297	487.000, 0.314
488.000, 0.268	488.000, 0.268	488.000, 0.264	488.000, 0.268	488.000, 0.262	488.000, 0.277	488.000, 0.297	488.000, 0.267	488.000, 0.293	488.000, 0.310
489.000, 0.264	489.000, 0.264	489.000, 0.260	489.000, 0.264	489.000, 0.258	489.000, 0.272	489.000, 0.293	489.000, 0.264	489.000, 0.290	489.000, 0.305
490.000, 0.260	490.000, 0.259	490.000, 0.255	490.000, 0.260	490.000, 0.254	490.000, 0.268	490.000, 0.289	490.000, 0.261	490.000, 0.286	490.000, 0.301
491.000, 0.256	491.000, 0.255	491.000, 0.251	491.000, 0.256	491.000, 0.249	491.000, 0.264	491.000, 0.284	491.000, 0.258	491.000, 0.282	491.000, 0.297
492.000, 0.252	492.000, 0.251	492.000, 0.247	492.000, 0.252	492.000, 0.245	492.000, 0.260	492.000, 0.280	492.000, 0.255	492.000, 0.278	492.000, 0.294
493.000, 0.248	493.000, 0.247	493.000, 0.243	493.000, 0.248	493.000, 0.241	493.000, 0.255	493.000, 0.276	493.000, 0.252	493.000, 0.275	493.000, 0.289
494.000, 0.244	494.000, 0.242	494.000, 0.239	494.000, 0.243	494.000, 0.237	494.000, 0.251	494.000, 0.272	494.000, 0.249	494.000, 0.272	494.000, 0.285
495.000, 0.240	495.000, 0.239	495.000, 0.235	495.000, 0.240	495.000, 0.233	495.000, 0.247	495.000, 0.268	495.000, 0.246	495.000, 0.269	495.000, 0.281
496.000, 0.237	496.000, 0.235	496.000, 0.231	496.000, 0.236	496.000, 0.230	496.000, 0.243	496.000, 0.265	496.000, 0.244	496.000, 0.266	496.000, 0.278
497.000, 0.233	497.000, 0.231	497.000, 0.227	497.000, 0.232	497.000, 0.226	497.000, 0.239	497.000, 0.261	497.000, 0.241	497.000, 0.262	497.000, 0.274
498.000, 0.229	498.000, 0.227	498.000, 0.223	498.000, 0.228	498.000, 0.222	498.000, 0.235	498.000, 0.257	498.000, 0.238	498.000, 0.259	498.000, 0.270
499.000, 0.225	499.000, 0.223	499.000, 0.220	499.000, 0.225	499.000, 0.218	499.000, 0.231	499.000, 0.253	499.000, 0.235	499.000, 0.256	499.000, 0.267
500.000, 0.222	500.000, 0.220	500.000, 0.216	500.000, 0.221	500.000, 0.214	500.000, 0.227	500.000, 0.250	500.000, 0.232	500.000, 0.253	500.000, 0.263
501.000, 0.218	501.000, 0.216	501.000, 0.212	501.000, 0.217	501.000, 0.211	501.000, 0.223	501.000, 0.246	501.000, 0.230	501.000, 0.249	501.000, 0.259
502.000, 0.214	502.000, 0.212	502.000, 0.209	502.000, 0.213	502.000, 0.207	502.000, 0.220	502.000, 0.243	502.000, 0.228	502.000, 0.247	502.000, 0.256
503.000, 0.211	503.000, 0.209	503.000, 0.205	503.000, 0.210	503.000, 0.203	503.000, 0.217	503.000, 0.239	503.000, 0.225	503.000, 0.244	503.000, 0.252
504.000, 0.208	504.000, 0.205	504.000, 0.201	504.000, 0.206	504.000, 0.200	504.000, 0.213	504.000, 0.236	504.000, 0.223	504.000, 0.241	504.000, 0.249
505.000, 0.204	505.000, 0.202	505.000, 0.198	505.000, 0.203	505.000, 0.197	505.000, 0.209	505.000, 0.233	505.000, 0.220	505.000, 0.238	505.000, 0.246
506.000, 0.201	506.000, 0.198	506.000, 0.195	506.000, 0.199	506.000, 0.193	506.000, 0.206	506.000, 0.229	506.000, 0.218	506.000, 0.235	506.000, 0.242
507.000, 0.198	507.000, 0.195	507.000, 0.192	507.000, 0.196	507.000, 0.190	507.000, 0.203	507.000, 0.226	507.000, 0.216	507.000, 0.232	507.000, 0.239
508.000, 0.195	508.000, 0.192	508.000, 0.189	508.000, 0.193	508.000, 0.187	508.000, 0.200	508.000, 0.223	508.000, 0.214	508.000, 0.230	508.000, 0.236
509.000, 0.192	509.000, 0.189	509.000, 0.186	509.000, 0.190	509.000, 0.184	509.000, 0.196	509.000, 0.220	509.000, 0.212	509.000, 0.228	509.000, 0.233
510.000, 0.189	510.000, 0.186	510.000, 0.183	510.000, 0.187	510.000, 0.181	510.000, 0.193	510.000, 0.218	510.000, 0.211	510.000, 0.225	510.000, 0.230
511.000, 0.186	511.000, 0.183	511.000, 0.180	511.000, 0.184	511.000, 0.179	511.000, 0.190	511.000, 0.215	511.000, 0.209	511.000, 0.223	511.000, 0.228
512.000, 0.183	512.000, 0.180	512.000, 0.177	512.000, 0.181	512.000, 0.176	512.000, 0.187	512.000, 0.212	512.000, 0.207	512.000, 0.221	512.000, 0.225
513.000, 0.180	513.000, 0.177	513.000, 0.174	513.000, 0.178	513.000, 0.173	513.000, 0.184	513.000, 0.209	513.000, 0.205	513.000, 0.218	513.000, 0.222
514.000, 0.177	514.000, 0.174	514.000, 0.171	514.000, 0.176	514.000, 0.170	514.000, 0.181	514.000, 0.207	514.000, 0.203	514.000, 0.216	514.000, 0.219
515.000, 0.175	515.000, 0.172	515.000, 0.169	515.000, 0.173	515.000, 0.167	515.000, 0.178	515.000, 0.204	515.000, 0.202	515.000, 0.214	515.000, 0.217
516.000, 0.173	516.000, 0.169	516.000, 0.167	516.000, 0.171	516.000, 0.165	516.000, 0.176	516.000, 0.202	516.000, 0.201	516.000, 0.212	516.000, 0.215
517.000, 0.170	517.000, 0.167	517.000, 0.164	517.000, 0.168	517.000, 0.162	517.000, 0.174	517.000, 0.200	517.000, 0.200	517.000, 0.211	517.000, 0.212
518.000, 0.167	518.000, 0.164	518.000, 0.161	518.000, 0.165	518.000, 0.160	518.000, 0.171	518.000, 0.197	518.000, 0.198	518.000, 0.208	518.000, 0.210
519.000, 0.165	519.000, 0.161	519.000, 0.158	519.000, 0.162	519.000, 0.157	519.000, 0.168	519.000, 0.194	519.000, 0.197	519.000, 0.206	519.000, 0.207
520.000, 0.162	520.000, 0.159	520.000, 0.156	520.000, 0.160	520.000, 0.155	520.000, 0.165	520.000, 0.192	520.000, 0.195	520.000, 0.205	520.000, 0.205
521.000, 0.160	521.000, 0.157	521.000, 0.153	521.000, 0.157	521.000, 0.152	521.000, 0.163	521.000, 0.190	521.000, 0.194	521.000, 0.203	521.000, 0.202
522.000, 0.157	522.000, 0.154	522.000, 0.151	522.000, 0.155	522.000, 0.149	522.000, 0.160	522.000, 0.188	522.000, 0.193	522.000, 0.201	522.000, 0.200
523.000, 0.155	523.000, 0.151	523.000, 0.149	523.000, 0.152	523.000, 0.147	523.000, 0.157	523.000, 0.185	523.000, 0.191	523.000, 0.199	523.000, 0.198
524.000, 0.153	524.000, 0.149	524.000, 0.147	524.000, 0.150	524.000, 0.145	524.000, 0.156	524.000, 0.183	524.000, 0.190	524.000, 0.198	524.000, 0.196
525.000, 0.151	525.000, 0.147	525.000, 0.144	525.000, 0.148	525.000, 0.143	525.000, 0.154	525.000, 0.181	525.000, 0.189	525.000, 0.196	525.000, 0.194
526.000, 0.149	526.000, 0.145	526.000, 0.142	526.000, 0.146	526.000, 0.141	526.000, 0.151	526.000, 0.179	526.000, 0.188	526.000, 0.195	526.000, 0.192
527.000, 0.147	527.000, 0.143	527.000, 0.140	527.000, 0.144	527.000, 0.139	527.000, 0.149	527.000, 0.177	527.000, 0.187	527.000, 0.193	527.000, 0.190
528.000, 0.144	528.000, 0.141	528.000, 0.138	528.000, 0.142	528.000, 0.137	528.000, 0.146	528.000, 0.175	528.000, 0.186	528.000, 0.191	528.000, 0.188
529.000, 0.142	529.000, 0.139	529.000, 0.136	529.000, 0.140	529.000, 0.135	529.000, 0.144	529.000, 0.173	529.000, 0.185	529.000, 0.190	529.000, 0.186
530.000, 0.140	530.000, 0.137	530.000, 0.134	530.000, 0.137	530.000, 0.133	530.000, 0.142	530.000, 0.171	530.000, 0.184	530.000, 0.188	530.000, 0.184
531.000, 0.138	531.000, 0.134	531.000, 0.131	531.000, 0.135	531.000, 0.130	531.000, 0.140	531.000, 0.169	531.000, 0.183	531.000, 0.186	531.000, 0.182
532.000, 0.136	532.000, 0.133	532.000, 0.130	532.000, 0.133	532.000, 0.129	532.000, 0.138	532.000, 0.167	532.000, 0.182	532.000, 0.185	532.000, 0.180
533.000, 0.134	533.000, 0.131	533.000, 0.128	533.000, 0.131	533.000, 0.127	533.000, 0.136	533.000, 0.166	533.000, 0.181	533.000, 0.184	533.000, 0.178
534.000, 0.133	534.000, 0.129	534.000, 0.126	534.000, 0.129	534.000, 0.125	534.000, 0.134	534.000, 0.164	534.000, 0.180	534.000, 0.182	534.000, 0.176
535.000, 0.131	535.000, 0.127	535.000, 0.124	535.000, 0.128	535.000, 0.123	535.000, 0.132	535.000, 0.162	535.000, 0.178	535.000, 0.181	535.000, 0.175
536.000, 0.129	536.000, 0.125	536.000, 0.122	536.000, 0.126	536.000, 0.121	536.000, 0.131	536.000, 0.160	536.000, 0.178	536.000, 0.179	536.000, 0.173
537.000, 0.127	537.000, 0.123	537.000, 0.121	537.000, 0.124	537.000, 0.120	537.000, 0.129	537.000, 0.159	537.000, 0.177	537.000, 0.178	537.000, 0.171
538.000, 0.126	538.000, 0.122	538.000, 0.119	538.000, 0.123	538.000, 0.118	538.000, 0.127	538.000, 0.157	538.000, 0.176	538.000, 0.177	538.000, 0.170
539.000, 0.124	539.000, 0.120	539.000, 0.118	539.000, 0.121	539.000, 0.117	539.000, 0.125	539.000, 0.156	539.000, 0.175	539.000, 0.176	539.000, 0.168
540.000, 0.123	540.000, 0.119	540.000, 0.116	540.000, 0.119	540.000, 0.115	540.000, 0.124	540.000, 0.154	540.000, 0.174	540.000, 0.174	540.000, 0.167
541.000, 0.121	541.000, 0.117	541.000, 0.115	541.000, 0.118	541.000, 0.113	541.000, 0.122	541.000, 0.152	541.000, 0.173	541.000, 0.173	541.000, 0.165
542.000, 0.120	542.000, 0.116	542.000, 0.113	542.000, 0.117	542.000, 0.112	542.000, 0.121	542.000, 0.151	542.000, 0.172	542.000, 0.172	542.000, 0.163
543.000, 0.118	543.000, 0.115	543.000, 0.112	543.000, 0.115	543.000, 0.111	543.000, 0.119	543.000, 0.150	543.000, 0.171	543.000, 0.170	543.000, 0.162
544.000, 0.117	544.000, 0.113	544.000, 0.111	544.000, 0.114	544.000, 0.110	544.000, 0.118	544.000, 0.148	544.000, 0.170	544.000, 0.169	544.000, 0.161
545.000, 0.115	545.000, 0.112	545.000, 0.109	545.000, 0.113	545.000, 0.108	545.000, 0.116	545.000, 0.147	545.000, 0.169	545.000, 0.168	545.000, 0.160
546.000, 0.114	546.000, 0.110	546.000, 0.108	546.000, 0.111	546.000, 0.107	546.000, 0.115	546.000, 0.146	546.000, 0.168	546.000, 0.167	546.000, 0.158
547.000, 0.112	547.000, 0.109	547.000, 0.106	547.000, 0.110	547.000, 0.106	547.000, 0.114	547.000, 0.144	547.000, 0.168	547.000, 0.166	547.000, 0.157
548.000, 0.111	548.000, 0.108	548.000, 0.106	548.000, 0.109	548.000, 0.105	548.000, 0.112	548.000, 0.143	548.000, 0.167	548.000, 0.165	548.000, 0.156
549.000, 0.110	549.000, 0.107	549.000, 0.104	549.000, 0.108	549.000, 0.104	549.000, 0.111	549.000, 0.142	549.000, 0.167	549.000, 0.164	549.000, 0.155
550.000, 0.110	550.000, 0.106	550.000, 0.103	550.000, 0.107	550.000, 0.102	550.000, 0.110	550.000, 0.141	550.000, 0.166	550.000, 0.163	550.000, 0.154
551.000, 0.109	551.000, 0.105	551.000, 0.102	551.000, 0.106	551.000, 0.101	551.000, 0.109	551.000, 0.140	551.000, 0.165	551.000, 0.163	551.000, 0.153
552.000, 0.108	552.000, 0.104	552.000, 0.101	552.000, 0.105	552.000, 0.100	552.000, 0.108	552.000, 0.139	552.000, 0.165	552.000, 0.162	552.000, 0.152
553.000, 0.107	553.000, 0.103	553.000, 0.100	553.000, 0.104	553.000, 0.100	553.000, 0.108	553.000, 0.138	553.000, 0.164	553.000, 0.161	553.000, 0.151
554.000, 0.106	554.000, 0.102	554.000, 0.100	554.000, 0.103	554.000, 0.099	554.000, 0.107	554.000, 0.138	554.000, 0.164	554.000, 0.161	554.000, 0.150
555.000, 0.105	555.000, 0.102	555.000, 0.099	555.000, 0.102	555.000, 0.098	555.000, 0.106	555.000, 0.137	555.000, 0.163	555.000, 0.160	555.000, 0.149
556.000, 0.104	556.000, 0.101	556.000, 0.098	556.000, 0.101	556.000, 0.097	556.000, 0.105	556.000, 0.136	556.000, 0.162	556.000, 0.159	556.000, 0.148
557.000, 0.103	557.000, 0.100	557.000, 0.098	557.000, 0.100	557.000, 0.096	557.000, 0.104	557.000, 0.135	557.000, 0.162	557.000, 0.158	557.000, 0.148
558.000, 0.103	558.000, 0.099	558.000, 0.097	558.000, 0.100	558.000, 0.096	558.000, 0.103	558.000, 0.134	558.000, 0.161	558.000, 0.158	558.000, 0.147
559.000, 0.102	559.000, 0.098	559.000, 0.096	559.000, 0.099	559.000, 0.095	559.000, 0.102	559.000, 0.133	559.000, 0.161	559.000, 0.157	559.000, 0.146
560.000, 0.101	560.000, 0.097	560.000, 0.095	560.000, 0.098	560.000, 0.094	560.000, 0.102	560.000, 0.133	560.000, 0.160	560.000, 0.156	560.000, 0.145
561.000, 0.101	561.000, 0.097	561.000, 0.094	561.000, 0.097	561.000, 0.094	561.000, 0.101	561.000, 0.132	561.000, 0.159	561.000, 0.156	561.000, 0.145
562.000, 0.100	562.000, 0.096	562.000, 0.094	562.000, 0.097	562.000, 0.093	562.000, 0.100	562.000, 0.131	562.000, 0.159	562.000, 0.155	562.000, 0.144
563.000, 0.099	563.000, 0.095	563.000, 0.093	563.000, 0.096	563.000, 0.092	563.000, 0.099	563.000, 0.131	563.000, 0.158	563.000, 0.154	563.000, 0.143
564.000, 0.099	564.000, 0.095	564.000, 0.093	564.000, 0.095	564.000, 0.092	564.000, 0.099	564.000, 0.130	564.000, 0.158	564.000, 0.153	564.000, 0.142
565.000, 0.098	565.000, 0.094	565.000, 0.092	565.000, 0.094	565.000, 0.091	565.000, 0.098	565.000, 0.129	565.000, 0.157	565.000, 0.153	565.000, 0.141
566.000, 0.097	566.000, 0.093	566.000, 0.091	566.000, 0.094	566.000, 0.090	566.000, 0.097	566.000, 0.128	566.000, 0.156	566.000, 0.152	566.000, 0.140
567.000, 0.096	567.000, 0.093	567.000, 0.090	567.000, 0.093	567.000, 0.089	567.000, 0.097	567.000, 0.127	567.000, 0.155	567.000, 0.151	567.000, 0.139
568.000, 0.095	568.000, 0.092	568.000, 0.090	568.000, 0.092	568.000, 0.089	568.000, 0.096	568.000, 0.126	568.000, 0.154	568.000, 0.150	568.000, 0.139
569.000, 0.094	569.000, 0.091	569.000, 0.089	569.000, 0.091	569.000, 0.088	569.000, 0.095	569.000, 0.126	569.000, 0.154	569.000, 0.149	569.000, 0.138
570.000, 0.094	570.000, 0.090	570.000, 0.088	570.000, 0.091	570.000, 0.087	570.000, 0.094	570.000, 0.125	570.000, 0.153	570.000, 0.148	570.000, 0.137
571.000, 0.094	571.000, 0.090	571.000, 0.088	571.000, 0.090	571.000, 0.087	571.000, 0.094	571.000, 0.125	571.000, 0.153	571.000, 0.148	571.000, 0.137
572.000, 0.093	572.000, 0.089	572.000, 0.087	572.000, 0.090	572.000, 0.086	572.000, 0.093	572.000, 0.124	572.000, 0.152	572.000, 0.147	572.000, 0.136
573.000, 0.092	573.000, 0.088	573.000, 0.086	573.000, 0.089	573.000, 0.085	573.000, 0.092	573.000, 0.123	573.000, 0.151	573.000, 0.146	573.000, 0.135
574.000, 0.091	574.000, 0.088	574.000, 0.085	574.000, 0.088	574.000, 0.084	574.000, 0.091	574.000, 0.122	574.000, 0.150	574.000, 0.145	574.000, 0.134
575.000, 0.090	575.000, 0.087	575.000, 0.085	575.000, 0.087	575.000, 0.083	575.000, 0.090	575.000, 0.121	575.000, 0.149	575.000, 0.144	575.000, 0.133
576.000, 0.089	576.000, 0.086	576.000, 0.084	576.000, 0.086	576.000, 0.083	576.000, 0.090	576.000, 0.121	576.000, 0.149	576.000, 0.144	576.000, 0.132
577.000, 0.089	577.000, 0.086	577.000, 0.083	577.000, 0.086	577.000, 0.082	577.000, 0.089	577.000, 0.120	577.000, 0.148	577.000, 0.143	577.000, 0.132
578.000, 0.088	578.000, 0.085	578.000, 0.082	578.000, 0.085	578.000, 0.082	578.000, 0.089	578.000, 0.119	578.000, 0.147	578.000, 0.142	578.000, 0.131
579.000, 0.088	579.000, 0.084	579.000, 0.082	579.000, 0.084	579.000, 0.081	579.000, 0.088	579.000, 0.118	579.000, 0.147	579.000, 0.142	579.000, 0.130
580.000, 0.087	580.000, 0.084	580.000, 0.082	580.000, 0.084	580.000, 0.081	580.000, 0.087	580.000, 0.118	580.000, 0.146	580.000, 0.141	580.000, 0.129
581.000, 0.086	581.000, 0.083	581.000, 0.081	581.000, 0.083	581.000, 0.080	581.000, 0.087	581.000, 0.117	581.000, 0.145	581.000, 0.140	581.000, 0.128
582.000, 0.086	582.000, 0.082	582.000, 0.080	582.000, 0.083	582.000, 0.080	582.000, 0.086	582.000, 0.116	582.000, 0.145	582.000, 0.139	582.000, 0.128
583.000, 0.085	583.000, 0.082	583.000, 0.079	583.000, 0.082	583.000, 0.079	583.000, 0.086	583.000, 0.116	583.000, 0.144	583.000, 0.138	583.000, 0.127
584.000, 0.085	584.000, 0.081	584.000, 0.079	584.000, 0.082	584.000, 0.078	584.000, 0.085	584.000, 0.115	584.000, 0.144	584.000, 0.138	584.000, 0.127
585.000, 0.085	585.000, 0.081	585.000, 0.079	585.000, 0.081	585.000, 0.078	585.000, 0.085	585.000, 0.115	585.000, 0.144	585.000, 0.138	585.000, 0.126
586.000, 0.084	586.000, 0.081	586.000, 0.079	586.000, 0.081	586.000, 0.078	586.000, 0.084	586.000, 0.114	586.000, 0.143	586.000, 0.138	586.000, 0.126
587.000, 0.083	587.000, 0.080	587.000, 0.078	587.000, 0.080	587.000, 0.077	587.000, 0.084	587.000, 0.114	587.000, 0.143	587.000, 0.137	587.000, 0.126
588.000, 0.083	588.000, 0.080	588.000, 0.078	588.000, 0.080	588.000, 0.077	588.000, 0.083	588.000, 0.114	588.000, 0.143	588.000, 0.137	588.000, 0.125
589.000, 0.083	589.000, 0.079	589.000, 0.077	589.000, 0.080	589.000, 0.076	589.000, 0.083	589.000, 0.113	589.000, 0.142	589.000, 0.136	589.000, 0.124
590.000, 0.083	590.000, 0.079	590.000, 0.077	590.000, 0.079	590.000, 0.076	590.000, 0.083	590.000, 0.113	590.000, 0.142	590.000, 0.136	590.000, 0.124
591.000, 0.083	591.000, 0.079	591.000, 0.077	591.000, 0.079	591.000, 0.076	591.000, 0.083	591.000, 0.113	591.000, 0.142	591.000, 0.137	591.000, 0.124
592.000, 0.083	592.000, 0.079	592.000, 0.077	592.000, 0.079	592.000, 0.076	592.000, 0.083	592.000, 0.113	592.000, 0.142	592.000, 0.137	592.000, 0.124
593.000, 0.082	593.000, 0.079	593.000, 0.077	593.000, 0.079	593.000, 0.075	593.000, 0.082	593.000, 0.112	593.000, 0.141	593.000, 0.136	593.000, 0.124
594.000, 0.081	594.000, 0.078	594.000, 0.076	594.000, 0.078	594.000, 0.074	594.000, 0.081	594.000, 0.112	594.000, 0.141	594.000, 0.135	594.000, 0.123
595.000, 0.081	595.000, 0.078	595.000, 0.076	595.000, 0.078	595.000, 0.075	595.000, 0.081	595.000, 0.112	595.000, 0.141	595.000, 0.135	595.000, 0.123
596.000, 0.081	596.000, 0.078	596.000, 0.076	596.000, 0.079	596.000, 0.075	596.000, 0.081	596.000, 0.112	596.000, 0.142	596.000, 0.136	596.000, 0.123
597.000, 0.081	597.000, 0.078	597.000, 0.075	597.000, 0.078	597.000, 0.075	597.000, 0.081	597.000, 0.112	597.000, 0.141	597.000, 0.135	597.000, 0.123
598.000, 0.081	598.000, 0.077	598.000, 0.075	598.000, 0.078	598.000, 0.075	598.000, 0.081	598.000, 0.112	598.000, 0.141	598.000, 0.135	598.000, 0.123
599.000, 0.081	599.000, 0.077	599.000, 0.075	599.000, 0.077	599.000, 0.075	599.000, 0.081	599.000, 0.112	599.000, 0.141	599.000, 0.135	599.000, 0.123
600.000, 0.081	600.000, 0.078	600.000, 0.076	600.000, 0.078	600.000, 0.075	600.000, 0.082	600.000, 0.112	600.000, 0.141	600.000, 0.135	600.000, 0.123
601.000, 0.082	601.000, 0.078	601.000, 0.076	601.000, 0.078	601.000, 0.075	601.000, 0.082	601.000, 0.112	601.000, 0.142	601.000, 0.135	601.000, 0.124
602.000, 0.082	602.000, 0.078	602.000, 0.076	602.000, 0.078	602.000, 0.075	602.000, 0.082	602.000, 0.112	602.000, 0.142	602.000, 0.135	602.000, 0.124
603.000, 0.081	603.000, 0.078	603.000, 0.076	603.000, 0.078	603.000, 0.075	603.000, 0.082	603.000, 0.112	603.000, 0.142	603.000, 0.135	603.000, 0.124
604.000, 0.082	604.000, 0.079	604.000, 0.076	604.000, 0.078	604.000, 0.076	604.000, 0.082	604.000, 0.113	604.000, 0.142	604.000, 0.136	604.000, 0.124
605.000, 0.082	605.000, 0.079	605.000, 0.077	605.000, 0.079	605.000, 0.076	605.000, 0.082	605.000, 0.113	605.000, 0.143	605.000, 0.137	605.000, 0.125
606.000, 0.083	606.000, 0.079	606.000, 0.077	606.000, 0.080	606.000, 0.077	606.000, 0.083	606.000, 0.113	606.000, 0.144	606.000, 0.137	606.000, 0.125
607.000, 0.083	607.000, 0.079	607.000, 0.077	607.000, 0.080	607.000, 0.076	607.000, 0.083	607.000, 0.114	607.000, 0.144	607.000, 0.137	607.000, 0.125
608.000, 0.082	608.000, 0.079	608.000, 0.077	608.000, 0.079	608.000, 0.076	608.000, 0.083	608.000, 0.113	608.000, 0.143	608.000, 0.137	608.000, 0.125
609.000, 0.083	609.000, 0.079	609.000, 0.077	609.000, 0.080	609.000, 0.076	609.000, 0.083	609.000, 0.113	609.000, 0.143	609.000, 0.137	609.000, 0.125
610.000, 0.083	610.000, 0.080	610.000, 0.078	610.000, 0.080	610.000, 0.077	610.000, 0.083	610.000, 0.114	610.000, 0.144	610.000, 0.137	610.000, 0.125
611.000, 0.084	611.000, 0.080	611.000, 0.078	611.000, 0.080	611.000, 0.077	611.000, 0.084	611.000, 0.114	611.000, 0.144	611.000, 0.138	611.000, 0.126
612.000, 0.083	612.000, 0.080	612.000, 0.077	612.000, 0.080	612.000, 0.077	612.000, 0.083	612.000, 0.114	612.000, 0.144	612.000, 0.138	612.000, 0.126
613.000, 0.083	613.000, 0.080	613.000, 0.078	613.000, 0.080	613.000, 0.077	613.000, 0.083	613.000, 0.114	613.000, 0.144	613.000, 0.137	613.000, 0.126
614.000, 0.084	614.000, 0.080	614.000, 0.078	614.000, 0.080	614.000, 0.077	614.000, 0.084	614.000, 0.114	614.000, 0.144	614.000, 0.138	614.000, 0.126
615.000, 0.084	615.000, 0.081	615.000, 0.079	615.000, 0.081	615.000, 0.078	615.000, 0.085	615.000, 0.115	615.000, 0.144	615.000, 0.139	615.000, 0.126
616.000, 0.084	616.000, 0.081	616.000, 0.079	616.000, 0.081	616.000, 0.078	616.000, 0.084	616.000, 0.114	616.000, 0.144	616.000, 0.138	616.000, 0.126
617.000, 0.084	617.000, 0.081	617.000, 0.079	617.000, 0.081	617.000, 0.078	617.000, 0.085	617.000, 0.115	617.000, 0.145	617.000, 0.138	617.000, 0.127
618.000, 0.085	618.000, 0.082	618.000, 0.079	618.000, 0.082	618.000, 0.079	618.000, 0.085	618.000, 0.115	618.000, 0.145	618.000, 0.139	618.000, 0.127
619.000, 0.085	619.000, 0.081	619.000, 0.079	619.000, 0.082	619.000, 0.078	619.000, 0.085	619.000, 0.115	619.000, 0.144	619.000, 0.139	619.000, 0.127
620.000, 0.085	620.000, 0.081	620.000, 0.079	620.000, 0.081	620.000, 0.078	620.000, 0.085	620.000, 0.115	620.000, 0.144	620.000, 0.139	620.000, 0.127
621.000, 0.085	621.000, 0.081	621.000, 0.079	621.000, 0.081	621.000, 0.078	621.000, 0.085	621.000, 0.115	621.000, 0.145	621.000, 0.139	621.000, 0.127
622.000, 0.085	622.000, 0.082	622.000, 0.079	622.000, 0.082	622.000, 0.078	622.000, 0.085	622.000, 0.116	622.000, 0.145	622.000, 0.139	622.000, 0.127
623.000, 0.085	623.000, 0.082	623.000, 0.080	623.000, 0.082	623.000, 0.079	623.000, 0.086	623.000, 0.116	623.000, 0.146	623.000, 0.140	623.000, 0.128
624.000, 0.086	624.000, 0.082	624.000, 0.080	624.000, 0.082	624.000, 0.079	624.000, 0.086	624.000, 0.116	624.000, 0.146	624.000, 0.140	624.000, 0.128
625.000, 0.085	625.000, 0.082	625.000, 0.080	625.000, 0.082	625.000, 0.079	625.000, 0.086	625.000, 0.116	625.000, 0.146	625.000, 0.140	625.000, 0.127
626.000, 0.085	626.000, 0.082	626.000, 0.079	626.000, 0.082	626.000, 0.078	626.000, 0.085	626.000, 0.116	626.000, 0.145	626.000, 0.139	626.000, 0.127
627.000, 0.086	627.000, 0.082	627.000, 0.080	627.000, 0.082	627.000, 0.079	627.000, 0.086	627.000, 0.116	627.000, 0.146	627.000, 0.140	627.000, 0.128
628.000, 0.086	628.000, 0.082	628.000, 0.080	628.000, 0.083	628.000, 0.080	628.000, 0.086	628.000, 0.116	628.000, 0.146	628.000, 0.141	628.000, 0.128
629.000, 0.085	629.000, 0.082	629.000, 0.080	629.000, 0.082	629.000, 0.079	629.000, 0.085	629.000, 0.116	629.000, 0.146	629.000, 0.140	629.000, 0.128
630.000, 0.085	630.000, 0.082	630.000, 0.080	630.000, 0.082	630.000, 0.079	630.000, 0.085	630.000, 0.116	630.000, 0.146	630.000, 0.140	630.000, 0.127
631.000, 0.086	631.000, 0.082	631.000, 0.080	631.000, 0.083	631.000, 0.079	631.000, 0.085	631.000, 0.117	631.000, 0.147	631.000, 0.141	631.000, 0.128
632.000, 0.086	632.000, 0.082	632.000, 0.080	632.000, 0.083	632.000, 0.079	632.000, 0.086	632.000, 0.117	632.000, 0.147	632.000, 0.141	632.000, 0.129
