325.000, 0.250	325.000, 0.255	325.000, 0.254	325.000, 0.247	325.000, 0.267
635.000, 0.621	635.000, 0.621	635.000, 0.622	635.000, 0.617	635.000, 0.601
636.000, 0.622	636.000, 0.622	636.000, 0.623	636.000, 0.618	636.000, 0.602
637.000, 0.623	637.000, 0.623	637.000, 0.623	637.000, 0.618	637.000, 0.602
638.000, 0.622	638.000, 0.623	638.000, 0.623	638.000, 0.618	638.000, 0.603
639.000, 0.623	639.000, 0.623	639.000, 0.623	639.000, 0.618	639.000, 0.603
640.000, 0.623	640.000, 0.624	640.000, 0.624	640.000, 0.619	640.000, 0.603
641.000, 0.623	641.000, 0.624	641.000, 0.625	641.000, 0.619	641.000, 0.604
642.000, 0.624	642.000, 0.625	642.000, 0.625	642.000, 0.620	642.000, 0.604
643.000, 0.624	643.000, 0.625	643.000, 0.625	643.000, 0.620	643.000, 0.604
644.000, 0.625	644.000, 0.625	644.000, 0.626	644.000, 0.620	644.000, 0.604
645.000, 0.625	645.000, 0.625	645.000, 0.626	645.000, 0.621	645.000, 0.604
646.000, 0.625	646.000, 0.626	646.000, 0.626	646.000, 0.621	646.000, 0.605
647.000, 0.626	647.000, 0.626	647.000, 0.627	647.000, 0.621	647.000, 0.606
648.000, 0.626	648.000, 0.627	648.000, 0.627	648.000, 0.622	648.000, 0.606
649.000, 0.627	649.000, 0.627	649.000, 0.628	649.000, 0.622	649.000, 0.606
650.000, 0.627	650.000, 0.627	650.000, 0.628	650.000, 0.623	650.000, 0.606
651.000, 0.627	651.000, 0.628	651.000, 0.628	651.000, 0.623	651.000, 0.606
652.000, 0.627	652.000, 0.628	652.000, 0.628	652.000, 0.623	652.000, 0.607
653.000, 0.628	653.000, 0.628	653.000, 0.628	653.000, 0.624	653.000, 0.607
654.000, 0.629	654.000, 0.629	654.000, 0.629	654.000, 0.624	654.000, 0.608
655.000, 0.629	655.000, 0.629	655.000, 0.630	655.000, 0.624	655.000, 0.608
656.000, 0.630	656.000, 0.630	656.000, 0.630	656.000, 0.625	656.000, 0.608
657.000, 0.630	657.000, 0.630	657.000, 0.630	657.000, 0.625	657.000, 0.608
658.000, 0.630	658.000, 0.630	658.000, 0.631	658.000, 0.625	658.000, 0.609
659.000, 0.631	659.000, 0.631	659.000, 0.631	659.000, 0.626	659.000, 0.610
660.000, 0.631	660.000, 0.631	660.000, 0.632	660.000, 0.627	660.000, 0.610
661.000, 0.632	661.000, 0.632	661.000, 0.632	661.000, 0.627	661.000, 0.610
662.000, 0.632	662.000, 0.632	662.000, 0.633	662.000, 0.628	662.000, 0.611
663.000, 0.632	663.000, 0.633	663.000, 0.633	663.000, 0.628	663.000, 0.611
664.000, 0.633	664.000, 0.633	664.000, 0.633	664.000, 0.628	664.000, 0.611
665.000, 0.633	665.000, 0.634	665.000, 0.634	665.000, 0.629	665.000, 0.612
666.000, 0.634	666.000, 0.634	666.000, 0.634	666.000, 0.629	666.000, 0.612
667.000, 0.634	667.000, 0.634	667.000, 0.634	667.000, 0.629	667.000, 0.612
668.000, 0.635	668.000, 0.635	668.000, 0.635	668.000, 0.630	668.000, 0.613
669.000, 0.635	669.000, 0.635	669.000, 0.636	669.000, 0.631	669.000, 0.613
670.000, 0.635	670.000, 0.635	670.000, 0.636	670.000, 0.631	670.000, 0.614
671.000, 0.636	671.000, 0.636	671.000, 0.636	671.000, 0.631	671.000, 0.614
672.000, 0.636	672.000, 0.636	672.000, 0.637	672.000, 0.631	672.000, 0.614
673.000, 0.636	673.000, 0.636	673.000, 0.637	673.000, 0.631	673.000, 0.614
674.000, 0.637	674.000, 0.637	674.000, 0.637	674.000, 0.632	674.000, 0.615
675.000, 0.638	675.000, 0.638	675.000, 0.638	675.000, 0.632	675.000, 0.615
676.000, 0.638	676.000, 0.638	676.000, 0.638	676.000, 0.633	676.000, 0.615
677.000, 0.638	677.000, 0.638	677.000, 0.638	677.000, 0.633	677.000, 0.615
678.000, 0.638	678.000, 0.638	678.000, 0.638	678.000, 0.633	678.000, 0.616
679.000, 0.638	679.000, 0.639	679.000, 0.639	679.000, 0.633	679.000, 0.616
680.000, 0.639	680.000, 0.639	680.000, 0.639	680.000, 0.634	680.000, 0.617
681.000, 0.639	681.000, 0.639	681.000, 0.639	681.000, 0.634	681.000, 0.617
682.000, 0.639	682.000, 0.639	682.000, 0.640	682.000, 0.635	682.000, 0.617
683.000, 0.639	683.000, 0.640	683.000, 0.640	683.000, 0.635	683.000, 0.617
684.000, 0.640	684.000, 0.640	684.000, 0.641	684.000, 0.635	684.000, 0.618
685.000, 0.640	685.000, 0.640	685.000, 0.641	685.000, 0.635	685.000, 0.618
686.000, 0.640	686.000, 0.640	686.000, 0.640	686.000, 0.635	686.000, 0.617
687.000, 0.640	687.000, 0.641	687.000, 0.641	687.000, 0.636	687.000, 0.618
688.000, 0.641	688.000, 0.641	688.000, 0.641	688.000, 0.636	688.000, 0.618
689.000, 0.641	689.000, 0.641	689.000, 0.642	689.000, 0.636	689.000, 0.619
690.000, 0.642	690.000, 0.642	690.000, 0.642	690.000, 0.637	690.000, 0.619
691.000, 0.642	691.000, 0.642	691.000, 0.643	691.000, 0.638	691.000, 0.619
692.000, 0.643	692.000, 0.643	692.000, 0.643	692.000, 0.638	692.000, 0.619
693.000, 0.643	693.000, 0.643	693.000, 0.643	693.000, 0.638	693.000, 0.619
694.000, 0.643	694.000, 0.643	694.000, 0.643	694.000, 0.638	694.000, 0.620
695.000, 0.644	695.000, 0.643	695.000, 0.644	695.000, 0.639	695.000, 0.620
696.000, 0.644	696.000, 0.644	696.000, 0.645	696.000, 0.639	696.000, 0.621
697.000, 0.645	697.000, 0.645	697.000, 0.645	697.000, 0.640	697.000, 0.622
698.000, 0.645	698.000, 0.645	698.000, 0.646	698.000, 0.640	698.000, 0.622
699.000, 0.645	699.000, 0.645	699.000, 0.646	699.000, 0.640	699.000, 0.622
700.000, 0.645	700.000, 0.645	700.000, 0.646	700.000, 0.640	700.000, 0.622
701.000, 0.645	701.000, 0.646	701.000, 0.646	701.000, 0.640	701.000, 0.622
702.000, 0.646	702.000, 0.646	702.000, 0.646	702.000, 0.641	702.000, 0.622
703.000, 0.646	703.000, 0.647	703.000, 0.647	703.000, 0.641	703.000, 0.622
704.000, 0.647	704.000, 0.647	704.000, 0.647	704.000, 0.642	704.000, 0.623
705.000, 0.647	705.000, 0.647	705.000, 0.647	705.000, 0.642	705.000, 0.623
706.000, 0.647	706.000, 0.647	706.000, 0.648	706.000, 0.642	706.000, 0.624
707.000, 0.648	707.000, 0.648	707.000, 0.648	707.000, 0.642	707.000, 0.624
708.000, 0.648	708.000, 0.648	708.000, 0.649	708.000, 0.643	708.000, 0.624
709.000, 0.648	709.000, 0.648	709.000, 0.649	709.000, 0.643	709.000, 0.624
710.000, 0.648	710.000, 0.649	710.000, 0.649	710.000, 0.643	710.000, 0.624
711.000, 0.649	711.000, 0.649	711.000, 0.649	711.000, 0.644	711.000, 0.625
712.000, 0.649	712.000, 0.649	712.000, 0.650	712.000, 0.644	712.000, 0.625
713.000, 0.649	713.000, 0.649	713.000, 0.650	713.000, 0.644	713.000, 0.625
714.000, 0.649	714.000, 0.650	714.000, 0.650	714.000, 0.644	714.000, 0.625
715.000, 0.649	715.000, 0.650	715.000, 0.650	715.000, 0.644	715.000, 0.625
716.000, 0.649	716.000, 0.649	716.000, 0.650	716.000, 0.645	716.000, 0.625
717.000, 0.650	717.000, 0.650	717.000, 0.650	717.000, 0.645	717.000, 0.625
718.000, 0.650	718.000, 0.650	718.000, 0.651	718.000, 0.645	718.000, 0.626
719.000, 0.651	719.000, 0.651	719.000, 0.651	719.000, 0.645	719.000, 0.626
720.000, 0.651	720.000, 0.651	720.000, 0.651	720.000, 0.646	720.000, 0.626
721.000, 0.651	721.000, 0.652	721.000, 0.652	721.000, 0.647	721.000, 0.627
722.000, 0.651	722.000, 0.651	722.000, 0.652	722.000, 0.646	722.000, 0.627
723.000, 0.651	723.000, 0.651	723.000, 0.652	723.000, 0.646	723.000, 0.626
724.000, 0.651	724.000, 0.652	724.000, 0.652	724.000, 0.646	724.000, 0.626
725.000, 0.652	725.000, 0.652	725.000, 0.652	725.000, 0.647	725.000, 0.626
726.000, 0.652	726.000, 0.653	726.000, 0.653	726.000, 0.647	726.000, 0.627
727.000, 0.653	727.000, 0.653	727.000, 0.653	727.000, 0.648	727.000, 0.628
728.000, 0.653	728.000, 0.653	728.000, 0.653	728.000, 0.648	728.000, 0.627
729.000, 0.653	729.000, 0.653	729.000, 0.654	729.000, 0.648	729.000, 0.627
730.000, 0.654	730.000, 0.654	730.000, 0.655	730.000, 0.649	730.000, 0.628
731.000, 0.654	731.000, 0.654	731.000, 0.655	731.000, 0.649	731.000, 0.628
732.000, 0.654	732.000, 0.655	732.000, 0.655	732.000, 0.650	732.000, 0.628
733.000, 0.655	733.000, 0.655	733.000, 0.656	733.000, 0.650	733.000, 0.629
734.000, 0.655	734.000, 0.655	734.000, 0.656	734.000, 0.650	734.000, 0.629
735.000, 0.655	735.000, 0.656	735.000, 0.656	735.000, 0.650	735.000, 0.629
736.000, 0.656	736.000, 0.656	736.000, 0.656	736.000, 0.651	736.000, 0.629
737.000, 0.656	737.000, 0.656	737.000, 0.656	737.000, 0.651	737.000, 0.630
738.000, 0.656	738.000, 0.657	738.000, 0.657	738.000, 0.652	738.000, 0.630
739.000, 0.657	739.000, 0.657	739.000, 0.658	739.000, 0.652	739.000, 0.630
740.000, 0.658	740.000, 0.657	740.000, 0.658	740.000, 0.652	740.000, 0.631
741.000, 0.658	741.000, 0.657	741.000, 0.658	741.000, 0.652	741.000, 0.631
742.000, 0.658	742.000, 0.658	742.000, 0.658	742.000, 0.653	742.000, 0.631
743.000, 0.658	743.000, 0.658	743.000, 0.658	743.000, 0.654	743.000, 0.631
744.000, 0.659	744.000, 0.658	744.000, 0.659	744.000, 0.654	744.000, 0.631
745.000, 0.659	745.000, 0.659	745.000, 0.659	745.000, 0.653	745.000, 0.631
746.000, 0.659	746.000, 0.659	746.000, 0.659	746.000, 0.653	746.000, 0.632
747.000, 0.659	747.000, 0.659	747.000, 0.659	747.000, 0.654	747.000, 0.632
748.000, 0.659	748.000, 0.660	748.000, 0.660	748.000, 0.654	748.000, 0.632
749.000, 0.659	749.000, 0.660	749.000, 0.660	749.000, 0.655	749.000, 0.632
750.000, 0.660	750.000, 0.660	750.000, 0.661	750.000, 0.655	750.000, 0.633
751.000, 0.660	751.000, 0.661	751.000, 0.661	751.000, 0.655	751.000, 0.633
752.000, 0.661	752.000, 0.661	752.000, 0.662	752.000, 0.656	752.000, 0.634
753.000, 0.661	753.000, 0.662	753.000, 0.662	753.000, 0.656	753.000, 0.633
754.000, 0.661	754.000, 0.661	754.000, 0.661	754.000, 0.656	754.000, 0.633
755.000, 0.661	755.000, 0.661	755.000, 0.662	755.000, 0.656	755.000, 0.633
756.000, 0.661	756.000, 0.661	756.000, 0.662	756.000, 0.656	756.000, 0.633
757.000, 0.661	757.000, 0.661	757.000, 0.661	757.000, 0.656	757.000, 0.632
758.000, 0.660	758.000, 0.660	758.000, 0.661	758.000, 0.655	758.000, 0.631
759.000, 0.659	759.000, 0.660	759.000, 0.660	759.000, 0.654	759.000, 0.631
760.000, 0.659	760.000, 0.660	760.000, 0.660	760.000, 0.654	760.000, 0.631
761.000, 0.660	761.000, 0.661	761.000, 0.661	761.000, 0.655	761.000, 0.632
762.000, 0.660	762.000, 0.661	762.000, 0.661	762.000, 0.656	762.000, 0.632
763.000, 0.662	763.000, 0.662	763.000, 0.662	763.000, 0.657	763.000, 0.634
764.000, 0.663	764.000, 0.663	764.000, 0.663	764.000, 0.658	764.000, 0.634
765.000, 0.663	765.000, 0.663	765.000, 0.664	765.000, 0.658	765.000, 0.634
766.000, 0.664	766.000, 0.664	766.000, 0.664	766.000, 0.658	766.000, 0.635
767.000, 0.664	767.000, 0.664	767.000, 0.665	767.000, 0.659	767.000, 0.635
768.000, 0.665	768.000, 0.665	768.000, 0.665	768.000, 0.660	768.000, 0.635
769.000, 0.665	769.000, 0.665	769.000, 0.665	769.000, 0.660	769.000, 0.636
770.000, 0.665	770.000, 0.665	770.000, 0.665	770.000, 0.659	770.000, 0.636
771.000, 0.665	771.000, 0.666	771.000, 0.666	771.000, 0.660	771.000, 0.636
772.000, 0.666	772.000, 0.666	772.000, 0.666	772.000, 0.661	772.000, 0.636
773.000, 0.666	773.000, 0.667	773.000, 0.666	773.000, 0.661	773.000, 0.636
774.000, 0.667	774.000, 0.667	774.000, 0.667	774.000, 0.662	774.000, 0.637
775.000, 0.667	775.000, 0.667	775.000, 0.667	775.000, 0.662	775.000, 0.638
776.000, 0.667	776.000, 0.667	776.000, 0.667	776.000, 0.662	776.000, 0.638
777.000, 0.667	777.000, 0.667	777.000, 0.667	777.000, 0.662	777.000, 0.638
778.000, 0.668	778.000, 0.667	778.000, 0.667	778.000, 0.662	778.000, 0.637
779.000, 0.668	779.000, 0.668	779.000, 0.668	779.000, 0.662	779.000, 0.638
780.000, 0.668	780.000, 0.668	780.000, 0.669	780.000, 0.663	780.000, 0.638
781.000, 0.669	781.000, 0.669	781.000, 0.669	781.000, 0.663	781.000, 0.638
782.000, 0.669	782.000, 0.668	782.000, 0.668	782.000, 0.663	782.000, 0.638
783.000, 0.669	783.000, 0.668	783.000, 0.669	783.000, 0.663	783.000, 0.638
784.000, 0.669	784.000, 0.669	784.000, 0.669	784.000, 0.664	784.000, 0.639
785.000, 0.670	785.000, 0.670	785.000, 0.669	785.000, 0.664	785.000, 0.639
786.000, 0.670	786.000, 0.670	786.000, 0.669	786.000, 0.664	786.000, 0.640
787.000, 0.670	787.000, 0.670	787.000, 0.670	787.000, 0.665	787.000, 0.640
788.000, 0.670	788.000, 0.670	788.000, 0.671	788.000, 0.665	788.000, 0.640
789.000, 0.671	789.000, 0.671	789.000, 0.671	789.000, 0.665	789.000, 0.640
790.000, 0.671	790.000, 0.671	790.000, 0.671	790.000, 0.665	790.000, 0.640
791.000, 0.671	791.000, 0.671	791.000, 0.672	791.000, 0.666	791.000, 0.640
792.000, 0.671	792.000, 0.671	792.000, 0.672	792.000, 0.667	792.000, 0.641
793.000, 0.672	793.000, 0.672	793.000, 0.672	793.000, 0.666	793.000, 0.641
794.000, 0.672	794.000, 0.672	794.000, 0.672	794.000, 0.666	794.000, 0.641
795.000, 0.672	795.000, 0.672	795.000, 0.672	795.000, 0.666	795.000, 0.642
796.000, 0.672	796.000, 0.672	796.000, 0.672	796.000, 0.667	796.000, 0.642
797.000, 0.672	797.000, 0.672	797.000, 0.672	797.000, 0.667	797.000, 0.641
798.000, 0.672	798.000, 0.672	798.000, 0.673	798.000, 0.667	798.000, 0.641
799.000, 0.672	799.000, 0.673	799.000, 0.673	799.000, 0.667	799.000, 0.641
800.000, 0.673	800.000, 0.673	800.000, 0.673	800.000, 0.667	800.000, 0.642
801.000, 0.673	801.000, 0.673	801.000, 0.673	801.000, 0.668	801.000, 0.642
802.000, 0.673	802.000, 0.673	802.000, 0.674	802.000, 0.668	802.000, 0.642
803.000, 0.674	803.000, 0.674	803.000, 0.675	803.000, 0.668	803.000, 0.643
804.000, 0.674	804.000, 0.674	804.000, 0.675	804.000, 0.668	804.000, 0.643
805.000, 0.674	805.000, 0.675	805.000, 0.675	805.000, 0.668	805.000, 0.642
806.000, 0.673	806.000, 0.674	806.000, 0.674	806.000, 0.668	806.000, 0.642
807.000, 0.674	807.000, 0.674	807.000, 0.674	807.000, 0.668	807.000, 0.642
808.000, 0.674	808.000, 0.674	808.000, 0.674	808.000, 0.669	808.000, 0.643
809.000, 0.675	809.000, 0.675	809.000, 0.675	809.000, 0.670	809.000, 0.644
810.000, 0.675	810.000, 0.675	810.000, 0.676	810.000, 0.670	810.000, 0.644
811.000, 0.675	811.000, 0.674	811.000, 0.675	811.000, 0.670	811.000, 0.643
812.000, 0.675	812.000, 0.675	812.000, 0.675	812.000, 0.670	812.000, 0.643
813.000, 0.675	813.000, 0.675	813.000, 0.676	813.000, 0.670	813.000, 0.643
814.000, 0.676	814.000, 0.675	814.000, 0.676	814.000, 0.671	814.000, 0.644
815.000, 0.676	815.000, 0.676	815.000, 0.676	815.000, 0.671	815.000, 0.645
816.000, 0.676	816.000, 0.677	816.000, 0.677	816.000, 0.671	816.000, 0.645
817.000, 0.677	817.000, 0.677	817.000, 0.677	817.000, 0.672	817.000, 0.645
818.000, 0.677	818.000, 0.677	818.000, 0.677	818.000, 0.672	818.000, 0.645
819.000, 0.677	819.000, 0.677	819.000, 0.677	819.000, 0.672	819.000, 0.645
820.000, 0.677	820.000, 0.677	820.000, 0.678	820.000, 0.672	820.000, 0.646
821.000, 0.677	821.000, 0.677	821.000, 0.678	821.000, 0.672	821.000, 0.646
822.000, 0.677	822.000, 0.676	822.000, 0.678	822.000, 0.672	822.000, 0.645
823.000, 0.678	823.000, 0.678	823.000, 0.679	823.000, 0.673	823.000, 0.646
824.000, 0.679	824.000, 0.679	824.000, 0.679	824.000, 0.674	824.000, 0.647
825.000, 0.678	825.000, 0.679	825.000, 0.679	825.000, 0.673	825.000, 0.647
826.000, 0.679	826.000, 0.678	826.000, 0.679	826.000, 0.673	826.000, 0.646
827.000, 0.679	827.000, 0.679	827.000, 0.679	827.000, 0.673	827.000, 0.646
828.000, 0.679	828.000, 0.679	828.000, 0.679	828.000, 0.674	828.000, 0.647
829.000, 0.680	829.000, 0.679	829.000, 0.680	829.000, 0.674	829.000, 0.647
830.000, 0.681	830.000, 0.679	830.000, 0.680	830.000, 0.674	830.000, 0.647
831.000, 0.680	831.000, 0.680	831.000, 0.680	831.000, 0.674	831.000, 0.647
832.000, 0.680	832.000, 0.680	832.000, 0.680	832.000, 0.675	832.000, 0.648
833.000, 0.681	833.000, 0.680	833.000, 0.680	833.000, 0.676	833.000, 0.649
834.000, 0.681	834.000, 0.681	834.000, 0.681	834.000, 0.676	834.000, 0.649
835.000, 0.681	835.000, 0.681	835.000, 0.681	835.000, 0.676	835.000, 0.648
836.000, 0.681	836.000, 0.681	836.000, 0.682	836.000, 0.676	836.000, 0.648
837.000, 0.681	837.000, 0.682	837.000, 0.682	837.000, 0.676	837.000, 0.649
838.000, 0.681	838.000, 0.682	838.000, 0.682	838.000, 0.676	838.000, 0.649
839.000, 0.682	839.000, 0.682	839.000, 0.683	839.000, 0.677	839.000, 0.649
840.000, 0.682	840.000, 0.682	840.000, 0.683	840.000, 0.677	840.000, 0.650
841.000, 0.681	841.000, 0.682	841.000, 0.682	841.000, 0.677	841.000, 0.649
842.000, 0.681	842.000, 0.682	842.000, 0.682	842.000, 0.677	842.000, 0.649
843.000, 0.682	843.000, 0.682	843.000, 0.683	843.000, 0.677	843.000, 0.649
844.000, 0.683	844.000, 0.683	844.000, 0.684	844.000, 0.678	844.000, 0.651
845.000, 0.683	845.000, 0.683	845.000, 0.684	845.000, 0.678	845.000, 0.651
846.000, 0.683	846.000, 0.683	846.000, 0.684	846.000, 0.678	846.000, 0.651
847.000, 0.684	847.000, 0.683	847.000, 0.684	847.000, 0.678	847.000, 0.651
848.000, 0.684	848.000, 0.684	848.000, 0.684	848.000, 0.678	848.000, 0.652
849.000, 0.685	849.000, 0.684	849.000, 0.684	849.000, 0.679	849.000, 0.652
850.000, 0.684	850.000, 0.684	850.000, 0.684	850.000, 0.678	850.000, 0.651
851.000, 0.684	851.000, 0.683	851.000, 0.684	851.000, 0.678	851.000, 0.651
852.000, 0.685	852.000, 0.684	852.000, 0.685	852.000, 0.678	852.000, 0.651
853.000, 0.685	853.000, 0.684	853.000, 0.685	853.000, 0.678	853.000, 0.651
854.000, 0.684	854.000, 0.683	854.000, 0.685	854.000, 0.678	854.000, 0.651
855.000, 0.685	855.000, 0.684	855.000, 0.685	855.000, 0.679	855.000, 0.652
856.000, 0.685	856.000, 0.684	856.000, 0.686	856.000, 0.679	856.000, 0.652
857.000, 0.685	857.000, 0.685	857.000, 0.687	857.000, 0.679	857.000, 0.652
858.000, 0.685	858.000, 0.686	858.000, 0.687	858.000, 0.680	858.000, 0.652
859.000, 0.685	859.000, 0.686	859.000, 0.687	859.000, 0.681	859.000, 0.653
860.000, 0.686	860.000, 0.686	860.000, 0.686	860.000, 0.681	860.000, 0.653
861.000, 0.686	861.000, 0.687	861.000, 0.687	861.000, 0.681	861.000, 0.653
862.000, 0.685	862.000, 0.686	862.000, 0.687	862.000, 0.680	862.000, 0.653
863.000, 0.684	863.000, 0.685	863.000, 0.685	863.000, 0.679	863.000, 0.652
864.000, 0.685	864.000, 0.687	864.000, 0.687	864.000, 0.681	864.000, 0.653
865.000, 0.687	865.000, 0.688	865.000, 0.689	865.000, 0.683	865.000, 0.655
866.000, 0.686	866.000, 0.687	866.000, 0.687	866.000, 0.683	866.000, 0.654
867.000, 0.687	867.000, 0.687	867.000, 0.687	867.000, 0.682	867.000, 0.653
868.000, 0.688	868.000, 0.688	868.000, 0.688	868.000, 0.682	868.000, 0.654
869.000, 0.688	869.000, 0.688	869.000, 0.688	869.000, 0.682	869.000, 0.654
870.000, 0.688	870.000, 0.688	870.000, 0.688	870.000, 0.682	870.000, 0.654
871.000, 0.688	871.000, 0.687	871.000, 0.688	871.000, 0.682	871.000, 0.654
872.000, 0.689	872.000, 0.688	872.000, 0.689	872.000, 0.684	872.000, 0.655
873.000, 0.690	873.000, 0.690	873.000, 0.689	873.000, 0.685	873.000, 0.655
874.000, 0.689	874.000, 0.691	874.000, 0.689	874.000, 0.683	874.000, 0.656
875.000, 0.688	875.000, 0.690	875.000, 0.688	875.000, 0.681	875.000, 0.655
876.000, 0.689	876.000, 0.689	876.000, 0.688	876.000, 0.682	876.000, 0.654
877.000, 0.688	877.000, 0.688	877.000, 0.688	877.000, 0.683	877.000, 0.655
878.000, 0.688	878.000, 0.688	878.000, 0.689	878.000, 0.684	878.000, 0.655
879.000, 0.690	879.000, 0.689	879.000, 0.689	879.000, 0.684	879.000, 0.655
880.000, 0.689	880.000, 0.691	880.000, 0.689	880.000, 0.685	880.000, 0.655
881.000, 0.688	881.000, 0.691	881.000, 0.688	881.000, 0.684	881.000, 0.655
882.000, 0.688	882.000, 0.689	882.000, 0.689	882.000, 0.682	882.000, 0.655
883.000, 0.689	883.000, 0.689	883.000, 0.690	883.000, 0.683	883.000, 0.656
884.000, 0.692	884.000, 0.690	884.000, 0.692	884.000, 0.684	884.000, 0.657
885.000, 0.690	885.000, 0.690	885.000, 0.691	885.000, 0.685	885.000, 0.658
886.000, 0.690	886.000, 0.691	886.000, 0.690	886.000, 0.686	886.000, 0.658
887.000, 0.691	887.000, 0.691	887.000, 0.690	887.000, 0.687	887.000, 0.659
888.000, 0.691	888.000, 0.691	888.000, 0.690	888.000, 0.687	888.000, 0.658
889.000, 0.691	889.000, 0.691	889.000, 0.691	889.000, 0.686	889.000, 0.658
890.000, 0.691	890.000, 0.692	890.000, 0.692	890.000, 0.685	890.000, 0.657
891.000, 0.690	891.000, 0.691	891.000, 0.691	891.000, 0.685	891.000, 0.656
892.000, 0.689	892.000, 0.689	892.000, 0.690	892.000, 0.685	892.000, 0.656
893.000, 0.690	893.000, 0.691	893.000, 0.690	893.000, 0.683	893.000, 0.656
894.000, 0.691	894.000, 0.692	894.000, 0.691	894.000, 0.684	894.000, 0.658
895.000, 0.692	895.000, 0.692	895.000, 0.692	895.000, 0.686	895.000, 0.659
896.000, 0.690	896.000, 0.690	896.000, 0.689	896.000, 0.683	896.000, 0.656
897.000, 0.689	897.000, 0.690	897.000, 0.689	897.000, 0.683	897.000, 0.655
898.000, 0.690	898.000, 0.693	898.000, 0.692	898.000, 0.686	898.000, 0.658
899.000, 0.693	899.000, 0.693	899.000, 0.692	899.000, 0.685	899.000, 0.658
900.000, 0.694	900.000, 0.693	900.000, 0.692	900.000, 0.685	900.000, 0.657
901.000, 0.693	901.000, 0.694	901.000, 0.694	901.000, 0.688	901.000, 0.658
902.000, 0.693	902.000, 0.694	902.000, 0.694	902.000, 0.686	902.000, 0.658
903.000, 0.693	903.000, 0.692	903.000, 0.693	903.000, 0.684	903.000, 0.657
904.000, 0.694	904.000, 0.692	904.000, 0.691	904.000, 0.686	904.000, 0.658
905.000, 0.694	905.000, 0.692	905.000, 0.691	905.000, 0.686	905.000, 0.660
906.000, 0.693	906.000, 0.694	906.000, 0.693	906.000, 0.685	906.000, 0.662
907.000, 0.694	907.000, 0.695	907.000, 0.693	907.000, 0.688	907.000, 0.662
908.000, 0.696	908.000, 0.697	908.000, 0.695	908.000, 0.690	908.000, 0.662
909.000, 0.698	909.000, 0.698	909.000, 0.697	909.000, 0.690	909.000, 0.663
910.000, 0.694	910.000, 0.696	910.000, 0.694	910.000, 0.689	910.000, 0.661
911.000, 0.689	911.000, 0.693	911.000, 0.692	911.000, 0.688	911.000, 0.658
912.000, 0.693	912.000, 0.695	912.000, 0.694	912.000, 0.688	912.000, 0.660
913.000, 0.694	913.000, 0.695	913.000, 0.695	913.000, 0.687	913.000, 0.659
914.000, 0.693	914.000, 0.694	914.000, 0.695	914.000, 0.686	914.000, 0.657
915.000, 0.694	915.000, 0.694	915.000, 0.694	915.000, 0.688	915.000, 0.659
916.000, 0.695	916.000, 0.694	916.000, 0.694	916.000, 0.690	916.000, 0.659
917.000, 0.695	917.000, 0.695	917.000, 0.694	917.000, 0.691	917.000, 0.659
918.000, 0.696	918.000, 0.694	918.000, 0.694	918.000, 0.690	918.000, 0.660
919.000, 0.698	919.000, 0.696	919.000, 0.695	919.000, 0.690	919.000, 0.661
920.000, 0.699	920.000, 0.699	920.000, 0.698	920.000, 0.692	920.000, 0.665
921.000, 0.698	921.000, 0.699	921.000, 0.698	921.000, 0.692	921.000, 0.665
922.000, 0.698	922.000, 0.697	922.000, 0.696	922.000, 0.691	922.000, 0.662
923.000, 0.700	923.000, 0.698	923.000, 0.697	923.000, 0.692	923.000, 0.662
924.000, 0.700	924.000, 0.699	924.000, 0.697	924.000, 0.693	924.000, 0.662
925.000, 0.698	925.000, 0.700	925.000, 0.695	925.000, 0.693	925.000, 0.663
926.000, 0.698	926.000, 0.698	926.000, 0.696	926.000, 0.692	926.000, 0.662
927.000, 0.697	927.000, 0.697	927.000, 0.696	927.000, 0.692	927.000, 0.660
928.000, 0.696	928.000, 0.695	928.000, 0.694	928.000, 0.693	928.000, 0.658
929.000, 0.695	929.000, 0.692	929.000, 0.692	929.000, 0.691	929.000, 0.658
930.000, 0.696	930.000, 0.692	930.000, 0.692	930.000, 0.688	930.000, 0.660
931.000, 0.696	931.000, 0.697	931.000, 0.695	931.000, 0.688	931.000, 0.663
932.000, 0.695	932.000, 0.698	932.000, 0.693	932.000, 0.687	932.000, 0.663
933.000, 0.693	933.000, 0.695	933.000, 0.688	933.000, 0.685	933.000, 0.661
934.000, 0.697	934.000, 0.696	934.000, 0.695	934.000, 0.686	934.000, 0.661
935.000, 0.698	935.000, 0.698	935.000, 0.702	935.000, 0.687	935.000, 0.664
936.000, 0.697	936.000, 0.701	936.000, 0.705	936.000, 0.689	936.000, 0.668
937.000, 0.700	937.000, 0.700	937.000, 0.698	937.000, 0.688	937.000, 0.667
938.000, 0.702	938.000, 0.698	938.000, 0.693	938.000, 0.685	938.000, 0.666
939.000, 0.699	939.000, 0.697	939.000, 0.696	939.000, 0.684	939.000, 0.666
940.000, 0.699	940.000, 0.699	940.000, 0.698	940.000, 0.692	940.000, 0.663
941.000, 0.699	941.000, 0.701	941.000, 0.696	941.000, 0.697	941.000, 0.659
942.000, 0.697	942.000, 0.693	942.000, 0.692	942.000, 0.687	942.000, 0.659
943.000, 0.699	943.000, 0.695	943.000, 0.691	943.000, 0.685	943.000, 0.657
944.000, 0.705	944.000, 0.703	944.000, 0.695	944.000, 0.691	944.000, 0.654
