325.000, 0.250	325.000, 0.225	325.000, 0.242	325.000, 0.237	325.000, 0.241
635.000, 0.606	635.000, 0.573	635.000, 0.612	635.000, 0.615	635.000, 0.618
636.000, 0.606	636.000, 0.574	636.000, 0.613	636.000, 0.616	636.000, 0.618
637.000, 0.607	637.000, 0.574	637.000, 0.613	637.000, 0.616	637.000, 0.619
638.000, 0.607	638.000, 0.574	638.000, 0.614	638.000, 0.616	638.000, 0.619
639.000, 0.607	639.000, 0.575	639.000, 0.614	639.000, 0.617	639.000, 0.620
640.000, 0.608	640.000, 0.575	640.000, 0.615	640.000, 0.618	640.000, 0.620
641.000, 0.608	641.000, 0.576	641.000, 0.615	641.000, 0.618	641.000, 0.621
642.000, 0.608	642.000, 0.576	642.000, 0.615	642.000, 0.618	642.000, 0.621
643.000, 0.609	643.000, 0.576	643.000, 0.615	643.000, 0.618	643.000, 0.621
644.000, 0.609	644.000, 0.577	644.000, 0.616	644.000, 0.619	644.000, 0.622
645.000, 0.610	645.000, 0.577	645.000, 0.616	645.000, 0.619	645.000, 0.622
646.000, 0.610	646.000, 0.577	646.000, 0.617	646.000, 0.620	646.000, 0.622
647.000, 0.611	647.000, 0.578	647.000, 0.617	647.000, 0.620	647.000, 0.623
648.000, 0.611	648.000, 0.578	648.000, 0.618	648.000, 0.620	648.000, 0.623
649.000, 0.611	649.000, 0.579	649.000, 0.618	649.000, 0.621	649.000, 0.624
650.000, 0.612	650.000, 0.579	650.000, 0.619	650.000, 0.622	650.000, 0.624
651.000, 0.612	651.000, 0.579	651.000, 0.618	651.000, 0.621	651.000, 0.624
652.000, 0.612	652.000, 0.580	652.000, 0.619	652.000, 0.622	652.000, 0.625
653.000, 0.613	653.000, 0.580	653.000, 0.619	653.000, 0.622	653.000, 0.625
654.000, 0.613	654.000, 0.580	654.000, 0.620	654.000, 0.623	654.000, 0.626
655.000, 0.613	655.000, 0.581	655.000, 0.620	655.000, 0.623	655.000, 0.626
656.000, 0.614	656.000, 0.581	656.000, 0.620	656.000, 0.624	656.000, 0.626
657.000, 0.614	657.000, 0.582	657.000, 0.621	657.000, 0.624	657.000, 0.627
658.000, 0.615	658.000, 0.582	658.000, 0.621	658.000, 0.625	658.000, 0.627
659.000, 0.615	659.000, 0.583	659.000, 0.622	659.000, 0.626	659.000, 0.628
660.000, 0.616	660.000, 0.583	660.000, 0.623	660.000, 0.626	660.000, 0.628
661.000, 0.616	661.000, 0.583	661.000, 0.623	661.000, 0.626	661.000, 0.629
662.000, 0.617	662.000, 0.584	662.000, 0.624	662.000, 0.627	662.000, 0.629
663.000, 0.617	663.000, 0.584	663.000, 0.624	663.000, 0.627	663.000, 0.629
664.000, 0.617	664.000, 0.584	664.000, 0.624	664.000, 0.627	664.000, 0.629
665.000, 0.618	665.000, 0.585	665.000, 0.625	665.000, 0.628	665.000, 0.630
666.000, 0.618	666.000, 0.585	666.000, 0.625	666.000, 0.628	666.000, 0.631
667.000, 0.618	667.000, 0.585	667.000, 0.625	667.000, 0.628	667.000, 0.631
668.000, 0.619	668.000, 0.586	668.000, 0.626	668.000, 0.629	668.000, 0.631
669.000, 0.619	669.000, 0.587	669.000, 0.627	669.000, 0.630	669.000, 0.632
670.000, 0.619	670.000, 0.587	670.000, 0.627	670.000, 0.630	670.000, 0.633
671.000, 0.620	671.000, 0.587	671.000, 0.627	671.000, 0.630	671.000, 0.633
672.000, 0.620	672.000, 0.588	672.000, 0.627	672.000, 0.631	672.000, 0.633
673.000, 0.620	673.000, 0.588	673.000, 0.628	673.000, 0.630	673.000, 0.633
674.000, 0.620	674.000, 0.588	674.000, 0.628	674.000, 0.631	674.000, 0.634
675.000, 0.621	675.000, 0.589	675.000, 0.629	675.000, 0.632	675.000, 0.635
676.000, 0.621	676.000, 0.589	676.000, 0.629	676.000, 0.632	676.000, 0.635
677.000, 0.622	677.000, 0.589	677.000, 0.629	677.000, 0.632	677.000, 0.635
678.000, 0.622	678.000, 0.590	678.000, 0.630	678.000, 0.633	678.000, 0.635
679.000, 0.622	679.000, 0.590	679.000, 0.630	679.000, 0.633	679.000, 0.636
680.000, 0.622	680.000, 0.591	680.000, 0.630	680.000, 0.633	680.000, 0.636
681.000, 0.623	681.000, 0.591	681.000, 0.631	681.000, 0.634	681.000, 0.637
682.000, 0.623	682.000, 0.591	682.000, 0.631	682.000, 0.634	682.000, 0.637
683.000, 0.623	683.000, 0.591	683.000, 0.631	683.000, 0.634	683.000, 0.637
684.000, 0.624	684.000, 0.592	684.000, 0.632	684.000, 0.635	684.000, 0.637
685.000, 0.624	685.000, 0.592	685.000, 0.632	685.000, 0.635	685.000, 0.637
686.000, 0.624	686.000, 0.591	686.000, 0.631	686.000, 0.634	686.000, 0.637
687.000, 0.624	687.000, 0.592	687.000, 0.632	687.000, 0.635	687.000, 0.637
688.000, 0.625	688.000, 0.593	688.000, 0.633	688.000, 0.636	688.000, 0.638
689.000, 0.625	689.000, 0.594	689.000, 0.633	689.000, 0.636	689.000, 0.639
690.000, 0.626	690.000, 0.594	690.000, 0.634	690.000, 0.637	690.000, 0.639
691.000, 0.626	691.000, 0.594	691.000, 0.635	691.000, 0.637	691.000, 0.640
692.000, 0.626	692.000, 0.595	692.000, 0.635	692.000, 0.637	692.000, 0.640
693.000, 0.626	693.000, 0.595	693.000, 0.635	693.000, 0.638	693.000, 0.640
694.000, 0.627	694.000, 0.595	694.000, 0.635	694.000, 0.638	694.000, 0.641
695.000, 0.628	695.000, 0.596	695.000, 0.636	695.000, 0.639	695.000, 0.641
696.000, 0.629	696.000, 0.596	696.000, 0.636	696.000, 0.640	696.000, 0.642
697.000, 0.629	697.000, 0.597	697.000, 0.637	697.000, 0.640	697.000, 0.642
698.000, 0.629	698.000, 0.597	698.000, 0.637	698.000, 0.640	698.000, 0.643
699.000, 0.629	699.000, 0.597	699.000, 0.637	699.000, 0.640	699.000, 0.643
700.000, 0.629	700.000, 0.597	700.000, 0.637	700.000, 0.640	700.000, 0.643
701.000, 0.629	701.000, 0.598	701.000, 0.638	701.000, 0.641	701.000, 0.643
702.000, 0.630	702.000, 0.598	702.000, 0.639	702.000, 0.641	702.000, 0.644
703.000, 0.630	703.000, 0.599	703.000, 0.639	703.000, 0.642	703.000, 0.644
704.000, 0.630	704.000, 0.599	704.000, 0.639	704.000, 0.642	704.000, 0.644
705.000, 0.631	705.000, 0.599	705.000, 0.640	705.000, 0.642	705.000, 0.645
706.000, 0.631	706.000, 0.600	706.000, 0.640	706.000, 0.643	706.000, 0.645
707.000, 0.632	707.000, 0.600	707.000, 0.640	707.000, 0.643	707.000, 0.645
708.000, 0.632	708.000, 0.600	708.000, 0.641	708.000, 0.643	708.000, 0.646
709.000, 0.632	709.000, 0.601	709.000, 0.641	709.000, 0.644	709.000, 0.646
710.000, 0.632	710.000, 0.601	710.000, 0.641	710.000, 0.644	710.000, 0.646
711.000, 0.633	711.000, 0.601	711.000, 0.641	711.000, 0.644	711.000, 0.647
712.000, 0.633	712.000, 0.601	712.000, 0.642	712.000, 0.644	712.000, 0.647
713.000, 0.633	713.000, 0.602	713.000, 0.642	713.000, 0.645	713.000, 0.647
714.000, 0.633	714.000, 0.602	714.000, 0.642	714.000, 0.645	714.000, 0.647
715.000, 0.633	715.000, 0.602	715.000, 0.642	715.000, 0.645	715.000, 0.647
716.000, 0.634	716.000, 0.602	716.000, 0.642	716.000, 0.645	716.000, 0.647
717.000, 0.634	717.000, 0.602	717.000, 0.643	717.000, 0.646	717.000, 0.648
718.000, 0.634	718.000, 0.603	718.000, 0.644	718.000, 0.646	718.000, 0.648
719.000, 0.634	719.000, 0.604	719.000, 0.644	719.000, 0.647	719.000, 0.649
720.000, 0.635	720.000, 0.604	720.000, 0.644	720.000, 0.647	720.000, 0.649
721.000, 0.635	721.000, 0.604	721.000, 0.645	721.000, 0.647	721.000, 0.650
722.000, 0.635	722.000, 0.604	722.000, 0.645	722.000, 0.647	722.000, 0.649
723.000, 0.635	723.000, 0.605	723.000, 0.645	723.000, 0.647	723.000, 0.649
724.000, 0.635	724.000, 0.605	724.000, 0.645	724.000, 0.647	724.000, 0.650
725.000, 0.636	725.000, 0.605	725.000, 0.645	725.000, 0.648	725.000, 0.650
726.000, 0.636	726.000, 0.606	726.000, 0.646	726.000, 0.649	726.000, 0.651
727.000, 0.637	727.000, 0.606	727.000, 0.647	727.000, 0.650	727.000, 0.651
728.000, 0.637	728.000, 0.606	728.000, 0.647	728.000, 0.649	728.000, 0.651
729.000, 0.637	729.000, 0.606	729.000, 0.646	729.000, 0.649	729.000, 0.651
730.000, 0.637	730.000, 0.607	730.000, 0.648	730.000, 0.650	730.000, 0.652
731.000, 0.638	731.000, 0.607	731.000, 0.648	731.000, 0.650	731.000, 0.653
732.000, 0.638	732.000, 0.608	732.000, 0.648	732.000, 0.651	732.000, 0.653
733.000, 0.638	733.000, 0.608	733.000, 0.648	733.000, 0.651	733.000, 0.653
734.000, 0.638	734.000, 0.608	734.000, 0.649	734.000, 0.651	734.000, 0.653
735.000, 0.639	735.000, 0.608	735.000, 0.649	735.000, 0.652	735.000, 0.653
736.000, 0.639	736.000, 0.609	736.000, 0.649	736.000, 0.652	736.000, 0.653
737.000, 0.639	737.000, 0.609	737.000, 0.649	737.000, 0.652	737.000, 0.654
738.000, 0.640	738.000, 0.610	738.000, 0.650	738.000, 0.653	738.000, 0.654
739.000, 0.640	739.000, 0.610	739.000, 0.650	739.000, 0.653	739.000, 0.655
740.000, 0.640	740.000, 0.611	740.000, 0.651	740.000, 0.654	740.000, 0.655
741.000, 0.640	741.000, 0.611	741.000, 0.651	741.000, 0.654	741.000, 0.655
742.000, 0.641	742.000, 0.611	742.000, 0.651	742.000, 0.655	742.000, 0.656
743.000, 0.641	743.000, 0.612	743.000, 0.652	743.000, 0.655	743.000, 0.656
744.000, 0.641	744.000, 0.611	744.000, 0.652	744.000, 0.655	744.000, 0.656
745.000, 0.641	745.000, 0.611	745.000, 0.652	745.000, 0.655	745.000, 0.656
746.000, 0.641	746.000, 0.612	746.000, 0.652	746.000, 0.655	746.000, 0.656
747.000, 0.642	747.000, 0.612	747.000, 0.652	747.000, 0.656	747.000, 0.657
748.000, 0.642	748.000, 0.613	748.000, 0.653	748.000, 0.656	748.000, 0.657
749.000, 0.642	749.000, 0.613	749.000, 0.653	749.000, 0.656	749.000, 0.658
750.000, 0.642	750.000, 0.614	750.000, 0.654	750.000, 0.657	750.000, 0.658
751.000, 0.643	751.000, 0.614	751.000, 0.654	751.000, 0.657	751.000, 0.658
752.000, 0.643	752.000, 0.615	752.000, 0.655	752.000, 0.657	752.000, 0.658
753.000, 0.643	753.000, 0.615	753.000, 0.655	753.000, 0.658	753.000, 0.659
754.000, 0.643	754.000, 0.615	754.000, 0.654	754.000, 0.657	754.000, 0.659
755.000, 0.643	755.000, 0.615	755.000, 0.655	755.000, 0.658	755.000, 0.659
756.000, 0.644	756.000, 0.615	756.000, 0.655	756.000, 0.658	756.000, 0.659
757.000, 0.643	757.000, 0.614	757.000, 0.654	757.000, 0.657	757.000, 0.658
758.000, 0.642	758.000, 0.613	758.000, 0.653	758.000, 0.656	758.000, 0.657
759.000, 0.641	759.000, 0.612	759.000, 0.652	759.000, 0.655	759.000, 0.657
760.000, 0.642	760.000, 0.613	760.000, 0.653	760.000, 0.655	760.000, 0.657
761.000, 0.642	761.000, 0.614	761.000, 0.654	761.000, 0.656	761.000, 0.658
762.000, 0.643	762.000, 0.614	762.000, 0.654	762.000, 0.657	762.000, 0.659
763.000, 0.643	763.000, 0.616	763.000, 0.656	763.000, 0.658	763.000, 0.660
764.000, 0.644	764.000, 0.617	764.000, 0.657	764.000, 0.659	764.000, 0.660
765.000, 0.644	765.000, 0.618	765.000, 0.658	765.000, 0.660	765.000, 0.661
766.000, 0.645	766.000, 0.618	766.000, 0.658	766.000, 0.660	766.000, 0.662
767.000, 0.646	767.000, 0.618	767.000, 0.658	767.000, 0.661	767.000, 0.662
768.000, 0.647	768.000, 0.618	768.000, 0.658	768.000, 0.661	768.000, 0.663
769.000, 0.647	769.000, 0.619	769.000, 0.659	769.000, 0.661	769.000, 0.663
770.000, 0.647	770.000, 0.619	770.000, 0.659	770.000, 0.661	770.000, 0.663
771.000, 0.647	771.000, 0.619	771.000, 0.659	771.000, 0.662	771.000, 0.663
772.000, 0.648	772.000, 0.620	772.000, 0.660	772.000, 0.663	772.000, 0.664
773.000, 0.648	773.000, 0.620	773.000, 0.660	773.000, 0.663	773.000, 0.665
774.000, 0.648	774.000, 0.621	774.000, 0.660	774.000, 0.663	774.000, 0.665
775.000, 0.648	775.000, 0.621	775.000, 0.661	775.000, 0.663	775.000, 0.665
776.000, 0.649	776.000, 0.621	776.000, 0.661	776.000, 0.664	776.000, 0.665
777.000, 0.649	777.000, 0.621	777.000, 0.661	777.000, 0.664	777.000, 0.665
778.000, 0.649	778.000, 0.622	778.000, 0.662	778.000, 0.664	778.000, 0.665
779.000, 0.649	779.000, 0.622	779.000, 0.662	779.000, 0.664	779.000, 0.666
780.000, 0.649	780.000, 0.622	780.000, 0.662	780.000, 0.665	780.000, 0.666
781.000, 0.650	781.000, 0.623	781.000, 0.663	781.000, 0.666	781.000, 0.667
782.000, 0.650	782.000, 0.623	782.000, 0.663	782.000, 0.666	782.000, 0.666
783.000, 0.650	783.000, 0.623	783.000, 0.663	783.000, 0.665	783.000, 0.666
784.000, 0.651	784.000, 0.624	784.000, 0.663	784.000, 0.666	784.000, 0.667
785.000, 0.651	785.000, 0.624	785.000, 0.663	785.000, 0.667	785.000, 0.668
786.000, 0.651	786.000, 0.624	786.000, 0.664	786.000, 0.667	786.000, 0.668
787.000, 0.651	787.000, 0.624	787.000, 0.664	787.000, 0.667	787.000, 0.668
788.000, 0.652	788.000, 0.624	788.000, 0.665	788.000, 0.667	788.000, 0.668
789.000, 0.652	789.000, 0.624	789.000, 0.665	789.000, 0.668	789.000, 0.669
790.000, 0.652	790.000, 0.625	790.000, 0.665	790.000, 0.668	790.000, 0.669
791.000, 0.652	791.000, 0.625	791.000, 0.665	791.000, 0.668	791.000, 0.670
792.000, 0.652	792.000, 0.626	792.000, 0.666	792.000, 0.669	792.000, 0.670
793.000, 0.653	793.000, 0.626	793.000, 0.666	793.000, 0.669	793.000, 0.670
794.000, 0.653	794.000, 0.626	794.000, 0.666	794.000, 0.669	794.000, 0.670
795.000, 0.653	795.000, 0.626	795.000, 0.666	795.000, 0.669	795.000, 0.670
796.000, 0.653	796.000, 0.626	796.000, 0.666	796.000, 0.669	796.000, 0.670
797.000, 0.653	797.000, 0.626	797.000, 0.666	797.000, 0.669	797.000, 0.671
798.000, 0.653	798.000, 0.626	798.000, 0.667	798.000, 0.669	798.000, 0.671
799.000, 0.653	799.000, 0.627	799.000, 0.668	799.000, 0.670	799.000, 0.671
800.000, 0.654	800.000, 0.627	800.000, 0.668	800.000, 0.671	800.000, 0.671
801.000, 0.654	801.000, 0.627	801.000, 0.668	801.000, 0.671	801.000, 0.671
802.000, 0.654	802.000, 0.628	802.000, 0.668	802.000, 0.671	802.000, 0.672
803.000, 0.655	803.000, 0.629	803.000, 0.669	803.000, 0.671	803.000, 0.673
804.000, 0.655	804.000, 0.628	804.000, 0.669	804.000, 0.672	804.000, 0.673
805.000, 0.655	805.000, 0.628	805.000, 0.668	805.000, 0.672	805.000, 0.672
806.000, 0.655	806.000, 0.628	806.000, 0.668	806.000, 0.671	806.000, 0.672
807.000, 0.655	807.000, 0.628	807.000, 0.668	807.000, 0.671	807.000, 0.672
808.000, 0.656	808.000, 0.629	808.000, 0.669	808.000, 0.672	808.000, 0.672
809.000, 0.656	809.000, 0.630	809.000, 0.670	809.000, 0.672	809.000, 0.673
810.000, 0.656	810.000, 0.630	810.000, 0.670	810.000, 0.672	810.000, 0.673
811.000, 0.656	811.000, 0.630	811.000, 0.670	811.000, 0.672	811.000, 0.673
812.000, 0.656	812.000, 0.630	812.000, 0.670	812.000, 0.673	812.000, 0.674
813.000, 0.656	813.000, 0.630	813.000, 0.671	813.000, 0.674	813.000, 0.675
814.000, 0.656	814.000, 0.631	814.000, 0.671	814.000, 0.674	814.000, 0.675
815.000, 0.657	815.000, 0.631	815.000, 0.671	815.000, 0.674	815.000, 0.675
816.000, 0.657	816.000, 0.632	816.000, 0.672	816.000, 0.674	816.000, 0.675
817.000, 0.658	817.000, 0.631	817.000, 0.672	817.000, 0.675	817.000, 0.676
818.000, 0.658	818.000, 0.632	818.000, 0.672	818.000, 0.675	818.000, 0.676
819.000, 0.658	819.000, 0.632	819.000, 0.672	819.000, 0.675	819.000, 0.676
820.000, 0.657	820.000, 0.632	820.000, 0.672	820.000, 0.676	820.000, 0.676
821.000, 0.657	821.000, 0.632	821.000, 0.672	821.000, 0.676	821.000, 0.676
822.000, 0.658	822.000, 0.631	822.000, 0.672	822.000, 0.675	822.000, 0.675
823.000, 0.659	823.000, 0.633	823.000, 0.673	823.000, 0.676	823.000, 0.676
824.000, 0.660	824.000, 0.634	824.000, 0.674	824.000, 0.677	824.000, 0.677
825.000, 0.660	825.000, 0.634	825.000, 0.673	825.000, 0.677	825.000, 0.677
826.000, 0.660	826.000, 0.634	826.000, 0.673	826.000, 0.677	826.000, 0.677
827.000, 0.660	827.000, 0.634	827.000, 0.674	827.000, 0.676	827.000, 0.677
828.000, 0.660	828.000, 0.634	828.000, 0.674	828.000, 0.676	828.000, 0.677
829.000, 0.660	829.000, 0.634	829.000, 0.674	829.000, 0.677	829.000, 0.678
830.000, 0.660	830.000, 0.634	830.000, 0.674	830.000, 0.677	830.000, 0.679
831.000, 0.660	831.000, 0.634	831.000, 0.674	831.000, 0.677	831.000, 0.678
832.000, 0.660	832.000, 0.635	832.000, 0.675	832.000, 0.678	832.000, 0.678
833.000, 0.661	833.000, 0.636	833.000, 0.675	833.000, 0.679	833.000, 0.680
834.000, 0.661	834.000, 0.636	834.000, 0.676	834.000, 0.679	834.000, 0.680
835.000, 0.661	835.000, 0.636	835.000, 0.676	835.000, 0.678	835.000, 0.679
836.000, 0.661	836.000, 0.637	836.000, 0.676	836.000, 0.679	836.000, 0.679
837.000, 0.661	837.000, 0.637	837.000, 0.676	837.000, 0.679	837.000, 0.680
838.000, 0.661	838.000, 0.636	838.000, 0.676	838.000, 0.679	838.000, 0.680
839.000, 0.663	839.000, 0.636	839.000, 0.677	839.000, 0.680	839.000, 0.681
840.000, 0.663	840.000, 0.636	840.000, 0.677	840.000, 0.680	840.000, 0.681
841.000, 0.661	841.000, 0.636	841.000, 0.676	841.000, 0.680	841.000, 0.680
842.000, 0.662	842.000, 0.636	842.000, 0.676	842.000, 0.680	842.000, 0.680
843.000, 0.663	843.000, 0.637	843.000, 0.677	843.000, 0.681	843.000, 0.681
844.000, 0.663	844.000, 0.638	844.000, 0.679	844.000, 0.681	844.000, 0.681
845.000, 0.663	845.000, 0.638	845.000, 0.678	845.000, 0.681	845.000, 0.681
846.000, 0.662	846.000, 0.637	846.000, 0.678	846.000, 0.681	846.000, 0.681
847.000, 0.663	847.000, 0.638	847.000, 0.678	847.000, 0.681	847.000, 0.681
848.000, 0.664	848.000, 0.638	848.000, 0.679	848.000, 0.682	848.000, 0.682
849.000, 0.665	849.000, 0.638	849.000, 0.679	849.000, 0.682	849.000, 0.682
850.000, 0.664	850.000, 0.638	850.000, 0.678	850.000, 0.682	850.000, 0.682
851.000, 0.663	851.000, 0.638	851.000, 0.678	851.000, 0.682	851.000, 0.683
852.000, 0.665	852.000, 0.639	852.000, 0.680	852.000, 0.682	852.000, 0.685
853.000, 0.665	853.000, 0.639	853.000, 0.680	853.000, 0.683	853.000, 0.685
854.000, 0.665	854.000, 0.639	854.000, 0.680	854.000, 0.683	854.000, 0.684
855.000, 0.664	855.000, 0.640	855.000, 0.679	855.000, 0.683	855.000, 0.683
856.000, 0.665	856.000, 0.640	856.000, 0.679	856.000, 0.683	856.000, 0.684
857.000, 0.665	857.000, 0.640	857.000, 0.680	857.000, 0.683	857.000, 0.685
858.000, 0.666	858.000, 0.640	858.000, 0.681	858.000, 0.685	858.000, 0.686
859.000, 0.666	859.000, 0.640	859.000, 0.681	859.000, 0.685	859.000, 0.686
860.000, 0.666	860.000, 0.641	860.000, 0.681	860.000, 0.685	860.000, 0.686
861.000, 0.666	861.000, 0.641	861.000, 0.681	861.000, 0.685	861.000, 0.686
862.000, 0.666	862.000, 0.641	862.000, 0.681	862.000, 0.686	862.000, 0.686
863.000, 0.666	863.000, 0.640	863.000, 0.679	863.000, 0.684	863.000, 0.684
864.000, 0.666	864.000, 0.641	864.000, 0.679	864.000, 0.684	864.000, 0.685
865.000, 0.666	865.000, 0.642	865.000, 0.681	865.000, 0.685	865.000, 0.686
866.000, 0.667	866.000, 0.642	866.000, 0.681	866.000, 0.685	866.000, 0.686
867.000, 0.668	867.000, 0.643	867.000, 0.682	867.000, 0.685	867.000, 0.686
868.000, 0.668	868.000, 0.644	868.000, 0.683	868.000, 0.687	868.000, 0.687
869.000, 0.668	869.000, 0.643	869.000, 0.683	869.000, 0.686	869.000, 0.687
870.000, 0.668	870.000, 0.642	870.000, 0.682	870.000, 0.685	870.000, 0.686
871.000, 0.667	871.000, 0.641	871.000, 0.682	871.000, 0.686	871.000, 0.686
872.000, 0.668	872.000, 0.643	872.000, 0.682	872.000, 0.688	872.000, 0.688
873.000, 0.669	873.000, 0.645	873.000, 0.683	873.000, 0.689	873.000, 0.689
874.000, 0.667	874.000, 0.644	874.000, 0.684	874.000, 0.687	874.000, 0.688
875.000, 0.667	875.000, 0.644	875.000, 0.684	875.000, 0.687	875.000, 0.687
876.000, 0.668	876.000, 0.644	876.000, 0.683	876.000, 0.687	876.000, 0.687
877.000, 0.668	877.000, 0.644	877.000, 0.683	877.000, 0.687	877.000, 0.688
878.000, 0.669	878.000, 0.644	878.000, 0.684	878.000, 0.687	878.000, 0.688
879.000, 0.669	879.000, 0.644	879.000, 0.684	879.000, 0.689	879.000, 0.688
880.000, 0.668	880.000, 0.644	880.000, 0.685	880.000, 0.688	880.000, 0.688
881.000, 0.668	881.000, 0.643	881.000, 0.684	881.000, 0.687	881.000, 0.687
882.000, 0.669	882.000, 0.643	882.000, 0.684	882.000, 0.687	882.000, 0.688
883.000, 0.670	883.000, 0.645	883.000, 0.685	883.000, 0.688	883.000, 0.689
884.000, 0.671	884.000, 0.646	884.000, 0.687	884.000, 0.688	884.000, 0.690
885.000, 0.671	885.000, 0.646	885.000, 0.686	885.000, 0.690	885.000, 0.690
886.000, 0.671	886.000, 0.645	886.000, 0.685	886.000, 0.690	886.000, 0.690
887.000, 0.671	887.000, 0.645	887.000, 0.686	887.000, 0.689	887.000, 0.691
888.000, 0.670	888.000, 0.646	888.000, 0.686	888.000, 0.689	888.000, 0.691
889.000, 0.670	889.000, 0.647	889.000, 0.687	889.000, 0.689	889.000, 0.691
890.000, 0.672	890.000, 0.648	890.000, 0.687	890.000, 0.690	890.000, 0.690
891.000, 0.670	891.000, 0.647	891.000, 0.687	891.000, 0.688	891.000, 0.689
892.000, 0.668	892.000, 0.645	892.000, 0.685	892.000, 0.687	892.000, 0.688
893.000, 0.671	893.000, 0.646	893.000, 0.685	893.000, 0.688	893.000, 0.689
894.000, 0.672	894.000, 0.646	894.000, 0.687	894.000, 0.689	894.000, 0.690
895.000, 0.672	895.000, 0.647	895.000, 0.689	895.000, 0.690	895.000, 0.691
896.000, 0.669	896.000, 0.645	896.000, 0.685	896.000, 0.689	896.000, 0.689
897.000, 0.668	897.000, 0.644	897.000, 0.683	897.000, 0.689	897.000, 0.690
898.000, 0.671	898.000, 0.646	898.000, 0.685	898.000, 0.690	898.000, 0.693
899.000, 0.673	899.000, 0.646	899.000, 0.687	899.000, 0.691	899.000, 0.692
900.000, 0.673	900.000, 0.646	900.000, 0.687	900.000, 0.691	900.000, 0.691
901.000, 0.673	901.000, 0.649	901.000, 0.686	901.000, 0.692	901.000, 0.692
902.000, 0.672	902.000, 0.649	902.000, 0.687	902.000, 0.691	902.000, 0.691
903.000, 0.671	903.000, 0.649	903.000, 0.689	903.000, 0.689	903.000, 0.690
904.000, 0.673	904.000, 0.648	904.000, 0.687	904.000, 0.689	904.000, 0.691
905.000, 0.674	905.000, 0.649	905.000, 0.687	905.000, 0.691	905.000, 0.693
906.000, 0.672	906.000, 0.649	906.000, 0.689	906.000, 0.693	906.000, 0.695
907.000, 0.673	907.000, 0.650	907.000, 0.689	907.000, 0.691	907.000, 0.695
908.000, 0.675	908.000, 0.650	908.000, 0.690	908.000, 0.691	908.000, 0.695
909.000, 0.676	909.000, 0.651	909.000, 0.693	909.000, 0.694	909.000, 0.696
910.000, 0.675	910.000, 0.650	910.000, 0.691	910.000, 0.694	910.000, 0.695
911.000, 0.674	911.000, 0.649	911.000, 0.688	911.000, 0.692	911.000, 0.693
912.000, 0.674	912.000, 0.652	912.000, 0.688	912.000, 0.692	912.000, 0.694
913.000, 0.673	913.000, 0.650	913.000, 0.687	913.000, 0.691	913.000, 0.693
914.000, 0.673	914.000, 0.646	914.000, 0.686	914.000, 0.691	914.000, 0.691
915.000, 0.673	915.000, 0.649	915.000, 0.688	915.000, 0.692	915.000, 0.693
916.000, 0.674	916.000, 0.651	916.000, 0.690	916.000, 0.694	916.000, 0.695
917.000, 0.675	917.000, 0.652	917.000, 0.690	917.000, 0.695	917.000, 0.697
918.000, 0.673	918.000, 0.651	918.000, 0.691	918.000, 0.695	918.000, 0.696
919.000, 0.672	919.000, 0.651	919.000, 0.693	919.000, 0.695	919.000, 0.695
920.000, 0.675	920.000, 0.654	920.000, 0.695	920.000, 0.698	920.000, 0.697
921.000, 0.677	921.000, 0.654	921.000, 0.693	921.000, 0.696	921.000, 0.697
922.000, 0.677	922.000, 0.654	922.000, 0.691	922.000, 0.693	922.000, 0.696
923.000, 0.678	923.000, 0.656	923.000, 0.693	923.000, 0.695	923.000, 0.696
924.000, 0.676	924.000, 0.655	924.000, 0.693	924.000, 0.695	924.000, 0.697
925.000, 0.675	925.000, 0.651	925.000, 0.691	925.000, 0.692	925.000, 0.699
926.000, 0.678	926.000, 0.654	926.000, 0.691	926.000, 0.692	926.000, 0.696
927.000, 0.679	927.000, 0.655	927.000, 0.690	927.000, 0.693	927.000, 0.694
928.000, 0.675	928.000, 0.652	928.000, 0.690	928.000, 0.693	928.000, 0.694
929.000, 0.674	929.000, 0.651	929.000, 0.692	929.000, 0.692	929.000, 0.693
930.000, 0.674	930.000, 0.652	930.000, 0.696	930.000, 0.692	930.000, 0.694
931.000, 0.675	931.000, 0.653	931.000, 0.698	931.000, 0.694	931.000, 0.700
932.000, 0.674	932.000, 0.652	932.000, 0.697	932.000, 0.692	932.000, 0.700
933.000, 0.672	933.000, 0.650	933.000, 0.695	933.000, 0.690	933.000, 0.696
934.000, 0.674	934.000, 0.654	934.000, 0.696	934.000, 0.695	934.000, 0.696
935.000, 0.678	935.000, 0.656	935.000, 0.693	935.000, 0.698	935.000, 0.696
936.000, 0.680	936.000, 0.655	936.000, 0.689	936.000, 0.698	936.000, 0.694
937.000, 0.677	937.000, 0.655	937.000, 0.695	937.000, 0.697	937.000, 0.700
938.000, 0.674	938.000, 0.655	938.000, 0.698	938.000, 0.694	938.000, 0.703
939.000, 0.675	939.000, 0.657	939.000, 0.689	939.000, 0.689	939.000, 0.699
940.000, 0.677	940.000, 0.655	940.000, 0.692	940.000, 0.690	940.000, 0.699
941.000, 0.677	941.000, 0.652	941.000, 0.696	941.000, 0.694	941.000, 0.701
942.000, 0.675	942.000, 0.646	942.000, 0.689	942.000, 0.695	942.000, 0.698
943.000, 0.673	943.000, 0.649	943.000, 0.690	943.000, 0.695	943.000, 0.696
944.000, 0.673	944.000, 0.658	944.000, 0.697	944.000, 0.695	944.000, 0.696
