325.000, 0.232	325.000, 0.238	325.000, 0.235	325.000, 0.222	325.000, 0.234
635.000, 0.574	635.000, 0.574	635.000, 0.574	635.000, 0.572	635.000, 0.572
636.000, 0.575	636.000, 0.575	636.000, 0.574	636.000, 0.572	636.000, 0.573
637.000, 0.575	637.000, 0.575	637.000, 0.575	637.000, 0.573	637.000, 0.573
638.000, 0.576	638.000, 0.576	638.000, 0.575	638.000, 0.573	638.000, 0.574
639.000, 0.576	639.000, 0.576	639.000, 0.575	639.000, 0.573	639.000, 0.574
640.000, 0.576	640.000, 0.576	640.000, 0.575	640.000, 0.574	640.000, 0.574
641.000, 0.577	641.000, 0.577	641.000, 0.576	641.000, 0.574	641.000, 0.575
642.000, 0.577	642.000, 0.577	642.000, 0.576	642.000, 0.575	642.000, 0.575
643.000, 0.577	643.000, 0.577	643.000, 0.577	643.000, 0.575	643.000, 0.575
644.000, 0.578	644.000, 0.578	644.000, 0.577	644.000, 0.575	644.000, 0.576
645.000, 0.578	645.000, 0.578	645.000, 0.577	645.000, 0.575	645.000, 0.576
646.000, 0.578	646.000, 0.578	646.000, 0.578	646.000, 0.576	646.000, 0.576
647.000, 0.579	647.000, 0.579	647.000, 0.578	647.000, 0.576	647.000, 0.577
648.000, 0.579	648.000, 0.579	648.000, 0.578	648.000, 0.577	648.000, 0.577
649.000, 0.580	649.000, 0.580	649.000, 0.579	649.000, 0.577	649.000, 0.578
650.000, 0.580	650.000, 0.580	650.000, 0.579	650.000, 0.578	650.000, 0.578
651.000, 0.580	651.000, 0.580	651.000, 0.579	651.000, 0.577	651.000, 0.578
652.000, 0.580	652.000, 0.580	652.000, 0.579	652.000, 0.578	652.000, 0.578
653.000, 0.581	653.000, 0.581	653.000, 0.580	653.000, 0.579	653.000, 0.579
654.000, 0.581	654.000, 0.581	654.000, 0.580	654.000, 0.579	654.000, 0.579
655.000, 0.582	655.000, 0.582	655.000, 0.581	655.000, 0.579	655.000, 0.580
656.000, 0.582	656.000, 0.582	656.000, 0.581	656.000, 0.580	656.000, 0.580
657.000, 0.582	657.000, 0.582	657.000, 0.581	657.000, 0.580	657.000, 0.580
658.000, 0.583	658.000, 0.582	658.000, 0.582	658.000, 0.580	658.000, 0.581
659.000, 0.583	659.000, 0.584	659.000, 0.583	659.000, 0.581	659.000, 0.582
660.000, 0.584	660.000, 0.584	660.000, 0.583	660.000, 0.581	660.000, 0.582
661.000, 0.584	661.000, 0.584	661.000, 0.583	661.000, 0.582	661.000, 0.582
662.000, 0.585	662.000, 0.585	662.000, 0.584	662.000, 0.583	662.000, 0.583
663.000, 0.585	663.000, 0.585	663.000, 0.584	663.000, 0.583	663.000, 0.583
664.000, 0.585	664.000, 0.585	664.000, 0.585	664.000, 0.582	664.000, 0.583
665.000, 0.586	665.000, 0.586	665.000, 0.585	665.000, 0.583	665.000, 0.584
666.000, 0.586	666.000, 0.586	666.000, 0.586	666.000, 0.584	666.000, 0.584
667.000, 0.586	667.000, 0.586	667.000, 0.586	667.000, 0.584	667.000, 0.584
668.000, 0.587	668.000, 0.587	668.000, 0.586	668.000, 0.585	668.000, 0.585
669.000, 0.588	669.000, 0.588	669.000, 0.587	669.000, 0.585	669.000, 0.586
670.000, 0.588	670.000, 0.587	670.000, 0.587	670.000, 0.585	670.000, 0.586
671.000, 0.588	671.000, 0.588	671.000, 0.587	671.000, 0.586	671.000, 0.586
672.000, 0.588	672.000, 0.588	672.000, 0.588	672.000, 0.586	672.000, 0.587
673.000, 0.589	673.000, 0.588	673.000, 0.588	673.000, 0.586	673.000, 0.587
674.000, 0.589	674.000, 0.589	674.000, 0.588	674.000, 0.587	674.000, 0.587
675.000, 0.589	675.000, 0.590	675.000, 0.589	675.000, 0.587	675.000, 0.588
676.000, 0.590	676.000, 0.590	676.000, 0.589	676.000, 0.588	676.000, 0.588
677.000, 0.590	677.000, 0.590	677.000, 0.589	677.000, 0.588	677.000, 0.588
678.000, 0.590	678.000, 0.590	678.000, 0.590	678.000, 0.589	678.000, 0.589
679.000, 0.591	679.000, 0.591	679.000, 0.590	679.000, 0.589	679.000, 0.589
680.000, 0.591	680.000, 0.591	680.000, 0.591	680.000, 0.589	680.000, 0.589
681.000, 0.592	681.000, 0.592	681.000, 0.592	681.000, 0.590	681.000, 0.590
682.000, 0.592	682.000, 0.592	682.000, 0.592	682.000, 0.590	682.000, 0.590
683.000, 0.592	683.000, 0.592	683.000, 0.592	683.000, 0.590	683.000, 0.591
684.000, 0.593	684.000, 0.593	684.000, 0.592	684.000, 0.591	684.000, 0.591
685.000, 0.593	685.000, 0.593	685.000, 0.593	685.000, 0.591	685.000, 0.591
686.000, 0.593	686.000, 0.593	686.000, 0.592	686.000, 0.591	686.000, 0.591
687.000, 0.594	687.000, 0.593	687.000, 0.593	687.000, 0.591	687.000, 0.591
688.000, 0.594	688.000, 0.594	688.000, 0.594	688.000, 0.592	688.000, 0.592
689.000, 0.595	689.000, 0.594	689.000, 0.594	689.000, 0.592	689.000, 0.592
690.000, 0.596	690.000, 0.595	690.000, 0.595	690.000, 0.593	690.000, 0.593
691.000, 0.596	691.000, 0.596	691.000, 0.595	691.000, 0.594	691.000, 0.594
692.000, 0.596	692.000, 0.596	692.000, 0.595	692.000, 0.594	692.000, 0.594
693.000, 0.597	693.000, 0.596	693.000, 0.596	693.000, 0.594	693.000, 0.595
694.000, 0.597	694.000, 0.597	694.000, 0.596	694.000, 0.595	694.000, 0.595
695.000, 0.598	695.000, 0.597	695.000, 0.597	695.000, 0.595	695.000, 0.596
696.000, 0.598	696.000, 0.598	696.000, 0.598	696.000, 0.596	696.000, 0.596
697.000, 0.599	697.000, 0.598	697.000, 0.598	697.000, 0.597	697.000, 0.597
698.000, 0.600	698.000, 0.599	698.000, 0.599	698.000, 0.598	698.000, 0.598
699.000, 0.600	699.000, 0.600	699.000, 0.599	699.000, 0.598	699.000, 0.598
700.000, 0.600	700.000, 0.600	700.000, 0.599	700.000, 0.598	700.000, 0.598
701.000, 0.600	701.000, 0.600	701.000, 0.599	701.000, 0.598	701.000, 0.598
702.000, 0.601	702.000, 0.601	702.000, 0.600	702.000, 0.599	702.000, 0.599
703.000, 0.601	703.000, 0.601	703.000, 0.601	703.000, 0.599	703.000, 0.599
704.000, 0.602	704.000, 0.601	704.000, 0.601	704.000, 0.600	704.000, 0.600
705.000, 0.603	705.000, 0.602	705.000, 0.602	705.000, 0.600	705.000, 0.600
706.000, 0.603	706.000, 0.602	706.000, 0.602	706.000, 0.601	706.000, 0.601
707.000, 0.603	707.000, 0.603	707.000, 0.603	707.000, 0.601	707.000, 0.602
708.000, 0.604	708.000, 0.603	708.000, 0.603	708.000, 0.602	708.000, 0.602
709.000, 0.604	709.000, 0.604	709.000, 0.603	709.000, 0.602	709.000, 0.602
710.000, 0.604	710.000, 0.604	710.000, 0.604	710.000, 0.602	710.000, 0.602
711.000, 0.605	711.000, 0.605	711.000, 0.605	711.000, 0.603	711.000, 0.603
712.000, 0.605	712.000, 0.605	712.000, 0.605	712.000, 0.603	712.000, 0.604
713.000, 0.606	713.000, 0.606	713.000, 0.605	713.000, 0.603	713.000, 0.604
714.000, 0.606	714.000, 0.606	714.000, 0.605	714.000, 0.604	714.000, 0.604
715.000, 0.606	715.000, 0.606	715.000, 0.605	715.000, 0.604	715.000, 0.604
716.000, 0.607	716.000, 0.606	716.000, 0.606	716.000, 0.605	716.000, 0.605
717.000, 0.607	717.000, 0.607	717.000, 0.606	717.000, 0.605	717.000, 0.605
718.000, 0.608	718.000, 0.608	718.000, 0.607	718.000, 0.605	718.000, 0.606
719.000, 0.608	719.000, 0.608	719.000, 0.608	719.000, 0.606	719.000, 0.606
720.000, 0.609	720.000, 0.608	720.000, 0.608	720.000, 0.607	720.000, 0.607
721.000, 0.609	721.000, 0.609	721.000, 0.609	721.000, 0.607	721.000, 0.608
722.000, 0.610	722.000, 0.609	722.000, 0.609	722.000, 0.607	722.000, 0.608
723.000, 0.610	723.000, 0.609	723.000, 0.609	723.000, 0.607	723.000, 0.608
724.000, 0.610	724.000, 0.610	724.000, 0.610	724.000, 0.608	724.000, 0.608
725.000, 0.610	725.000, 0.610	725.000, 0.610	725.000, 0.608	725.000, 0.609
726.000, 0.611	726.000, 0.611	726.000, 0.611	726.000, 0.609	726.000, 0.609
727.000, 0.612	727.000, 0.612	727.000, 0.611	727.000, 0.609	727.000, 0.610
728.000, 0.612	728.000, 0.612	728.000, 0.611	728.000, 0.609	728.000, 0.610
729.000, 0.612	729.000, 0.612	729.000, 0.612	729.000, 0.609	729.000, 0.610
730.000, 0.613	730.000, 0.613	730.000, 0.612	730.000, 0.611	730.000, 0.611
731.000, 0.614	731.000, 0.614	731.000, 0.613	731.000, 0.611	731.000, 0.612
732.000, 0.614	732.000, 0.614	732.000, 0.614	732.000, 0.612	732.000, 0.612
733.000, 0.615	733.000, 0.614	733.000, 0.614	733.000, 0.612	733.000, 0.613
734.000, 0.615	734.000, 0.615	734.000, 0.615	734.000, 0.612	734.000, 0.613
735.000, 0.615	735.000, 0.615	735.000, 0.615	735.000, 0.613	735.000, 0.614
736.000, 0.616	736.000, 0.616	736.000, 0.615	736.000, 0.613	736.000, 0.614
737.000, 0.616	737.000, 0.616	737.000, 0.615	737.000, 0.614	737.000, 0.614
738.000, 0.616	738.000, 0.616	738.000, 0.616	738.000, 0.614	738.000, 0.615
739.000, 0.618	739.000, 0.617	739.000, 0.617	739.000, 0.615	739.000, 0.616
740.000, 0.619	740.000, 0.618	740.000, 0.618	740.000, 0.616	740.000, 0.616
741.000, 0.618	741.000, 0.618	741.000, 0.618	741.000, 0.616	741.000, 0.617
742.000, 0.618	742.000, 0.618	742.000, 0.618	742.000, 0.616	742.000, 0.617
743.000, 0.619	743.000, 0.619	743.000, 0.619	743.000, 0.617	743.000, 0.617
744.000, 0.619	744.000, 0.619	744.000, 0.619	744.000, 0.617	744.000, 0.618
745.000, 0.620	745.000, 0.620	745.000, 0.620	745.000, 0.617	745.000, 0.618
746.000, 0.620	746.000, 0.620	746.000, 0.620	746.000, 0.618	746.000, 0.619
747.000, 0.621	747.000, 0.620	747.000, 0.620	747.000, 0.618	747.000, 0.619
748.000, 0.621	748.000, 0.621	748.000, 0.621	748.000, 0.619	748.000, 0.619
749.000, 0.622	749.000, 0.621	749.000, 0.621	749.000, 0.619	749.000, 0.620
750.000, 0.622	750.000, 0.622	750.000, 0.622	750.000, 0.620	750.000, 0.620
751.000, 0.622	751.000, 0.622	751.000, 0.622	751.000, 0.621	751.000, 0.621
752.000, 0.623	752.000, 0.623	752.000, 0.623	752.000, 0.621	752.000, 0.622
753.000, 0.623	753.000, 0.623	753.000, 0.623	753.000, 0.621	753.000, 0.622
754.000, 0.623	754.000, 0.623	754.000, 0.623	754.000, 0.621	754.000, 0.622
755.000, 0.624	755.000, 0.624	755.000, 0.624	755.000, 0.622	755.000, 0.622
756.000, 0.624	756.000, 0.624	756.000, 0.624	756.000, 0.622	756.000, 0.622
757.000, 0.624	757.000, 0.624	757.000, 0.624	757.000, 0.622	757.000, 0.623
758.000, 0.623	758.000, 0.624	758.000, 0.623	758.000, 0.621	758.000, 0.622
759.000, 0.623	759.000, 0.623	759.000, 0.622	759.000, 0.620	759.000, 0.621
760.000, 0.624	760.000, 0.623	760.000, 0.623	760.000, 0.620	760.000, 0.621
761.000, 0.624	761.000, 0.624	761.000, 0.624	761.000, 0.621	761.000, 0.622
762.000, 0.624	762.000, 0.625	762.000, 0.625	762.000, 0.622	762.000, 0.622
763.000, 0.625	763.000, 0.625	763.000, 0.626	763.000, 0.623	763.000, 0.623
764.000, 0.627	764.000, 0.626	764.000, 0.627	764.000, 0.624	764.000, 0.624
765.000, 0.628	765.000, 0.627	765.000, 0.627	765.000, 0.625	765.000, 0.625
766.000, 0.628	766.000, 0.628	766.000, 0.628	766.000, 0.626	766.000, 0.626
767.000, 0.629	767.000, 0.628	767.000, 0.628	767.000, 0.626	767.000, 0.627
768.000, 0.629	768.000, 0.629	768.000, 0.629	768.000, 0.627	768.000, 0.628
769.000, 0.629	769.000, 0.629	769.000, 0.629	769.000, 0.627	769.000, 0.628
770.000, 0.630	770.000, 0.630	770.000, 0.630	770.000, 0.628	770.000, 0.628
771.000, 0.630	771.000, 0.630	771.000, 0.630	771.000, 0.628	771.000, 0.628
772.000, 0.631	772.000, 0.631	772.000, 0.631	772.000, 0.629	772.000, 0.629
773.000, 0.632	773.000, 0.631	773.000, 0.631	773.000, 0.629	773.000, 0.629
774.000, 0.632	774.000, 0.631	774.000, 0.631	774.000, 0.629	774.000, 0.630
775.000, 0.632	775.000, 0.632	775.000, 0.632	775.000, 0.629	775.000, 0.631
776.000, 0.632	776.000, 0.633	776.000, 0.632	776.000, 0.630	776.000, 0.631
777.000, 0.633	777.000, 0.633	777.000, 0.632	777.000, 0.631	777.000, 0.631
778.000, 0.633	778.000, 0.633	778.000, 0.633	778.000, 0.631	778.000, 0.631
779.000, 0.634	779.000, 0.633	779.000, 0.633	779.000, 0.631	779.000, 0.632
780.000, 0.634	780.000, 0.634	780.000, 0.634	780.000, 0.632	780.000, 0.632
781.000, 0.635	781.000, 0.635	781.000, 0.634	781.000, 0.633	781.000, 0.633
782.000, 0.634	782.000, 0.634	782.000, 0.634	782.000, 0.632	782.000, 0.632
783.000, 0.634	783.000, 0.634	783.000, 0.634	783.000, 0.632	783.000, 0.632
784.000, 0.635	784.000, 0.635	784.000, 0.635	784.000, 0.633	784.000, 0.634
785.000, 0.636	785.000, 0.635	785.000, 0.635	785.000, 0.634	785.000, 0.634
786.000, 0.636	786.000, 0.636	786.000, 0.636	786.000, 0.634	786.000, 0.634
787.000, 0.636	787.000, 0.636	787.000, 0.636	787.000, 0.634	787.000, 0.635
788.000, 0.637	788.000, 0.637	788.000, 0.637	788.000, 0.635	788.000, 0.635
789.000, 0.637	789.000, 0.637	789.000, 0.637	789.000, 0.635	789.000, 0.635
790.000, 0.638	790.000, 0.637	790.000, 0.637	790.000, 0.636	790.000, 0.636
791.000, 0.638	791.000, 0.637	791.000, 0.638	791.000, 0.636	791.000, 0.636
792.000, 0.638	792.000, 0.638	792.000, 0.638	792.000, 0.636	792.000, 0.636
793.000, 0.639	793.000, 0.638	793.000, 0.638	793.000, 0.637	793.000, 0.637
794.000, 0.639	794.000, 0.639	794.000, 0.638	794.000, 0.637	794.000, 0.637
795.000, 0.639	795.000, 0.639	795.000, 0.639	795.000, 0.637	795.000, 0.638
796.000, 0.639	796.000, 0.639	796.000, 0.639	796.000, 0.637	796.000, 0.638
797.000, 0.639	797.000, 0.639	797.000, 0.639	797.000, 0.637	797.000, 0.638
798.000, 0.639	798.000, 0.639	798.000, 0.639	798.000, 0.637	798.000, 0.638
799.000, 0.640	799.000, 0.639	799.000, 0.640	799.000, 0.638	799.000, 0.639
800.000, 0.640	800.000, 0.640	800.000, 0.641	800.000, 0.639	800.000, 0.639
801.000, 0.640	801.000, 0.640	801.000, 0.640	801.000, 0.638	801.000, 0.639
802.000, 0.640	802.000, 0.641	802.000, 0.640	802.000, 0.639	802.000, 0.639
803.000, 0.641	803.000, 0.641	803.000, 0.641	803.000, 0.640	803.000, 0.640
804.000, 0.642	804.000, 0.641	804.000, 0.641	804.000, 0.640	804.000, 0.640
805.000, 0.641	805.000, 0.641	805.000, 0.641	805.000, 0.640	805.000, 0.640
806.000, 0.641	806.000, 0.641	806.000, 0.641	806.000, 0.639	806.000, 0.639
807.000, 0.641	807.000, 0.641	807.000, 0.641	807.000, 0.639	807.000, 0.639
808.000, 0.642	808.000, 0.642	808.000, 0.641	808.000, 0.640	808.000, 0.640
809.000, 0.643	809.000, 0.643	809.000, 0.642	809.000, 0.641	809.000, 0.641
810.000, 0.643	810.000, 0.643	810.000, 0.642	810.000, 0.642	810.000, 0.642
811.000, 0.642	811.000, 0.643	811.000, 0.642	811.000, 0.641	811.000, 0.641
812.000, 0.643	812.000, 0.642	812.000, 0.643	812.000, 0.641	812.000, 0.641
813.000, 0.643	813.000, 0.643	813.000, 0.643	813.000, 0.642	813.000, 0.642
814.000, 0.644	814.000, 0.644	814.000, 0.644	814.000, 0.643	814.000, 0.642
815.000, 0.644	815.000, 0.644	815.000, 0.645	815.000, 0.643	815.000, 0.643
816.000, 0.645	816.000, 0.645	816.000, 0.645	816.000, 0.643	816.000, 0.644
817.000, 0.646	817.000, 0.645	817.000, 0.645	817.000, 0.643	817.000, 0.644
818.000, 0.646	818.000, 0.645	818.000, 0.645	818.000, 0.643	818.000, 0.644
819.000, 0.645	819.000, 0.645	819.000, 0.645	819.000, 0.643	819.000, 0.644
820.000, 0.645	820.000, 0.645	820.000, 0.645	820.000, 0.644	820.000, 0.644
821.000, 0.646	821.000, 0.645	821.000, 0.646	821.000, 0.644	821.000, 0.644
822.000, 0.646	822.000, 0.645	822.000, 0.646	822.000, 0.644	822.000, 0.644
823.000, 0.646	823.000, 0.646	823.000, 0.647	823.000, 0.645	823.000, 0.645
824.000, 0.647	824.000, 0.647	824.000, 0.648	824.000, 0.645	824.000, 0.646
825.000, 0.646	825.000, 0.647	825.000, 0.646	825.000, 0.646	825.000, 0.646
826.000, 0.647	826.000, 0.648	826.000, 0.647	826.000, 0.646	826.000, 0.646
827.000, 0.647	827.000, 0.648	827.000, 0.648	827.000, 0.646	827.000, 0.646
828.000, 0.647	828.000, 0.647	828.000, 0.648	828.000, 0.646	828.000, 0.647
829.000, 0.648	829.000, 0.647	829.000, 0.649	829.000, 0.647	829.000, 0.647
830.000, 0.649	830.000, 0.648	830.000, 0.649	830.000, 0.647	830.000, 0.647
831.000, 0.649	831.000, 0.648	831.000, 0.649	831.000, 0.647	831.000, 0.647
832.000, 0.649	832.000, 0.649	832.000, 0.649	832.000, 0.647	832.000, 0.647
833.000, 0.649	833.000, 0.650	833.000, 0.650	833.000, 0.648	833.000, 0.648
834.000, 0.649	834.000, 0.649	834.000, 0.650	834.000, 0.648	834.000, 0.649
835.000, 0.650	835.000, 0.649	835.000, 0.650	835.000, 0.648	835.000, 0.649
836.000, 0.650	836.000, 0.650	836.000, 0.650	836.000, 0.649	836.000, 0.649
837.000, 0.650	837.000, 0.650	837.000, 0.650	837.000, 0.648	837.000, 0.649
838.000, 0.650	838.000, 0.649	838.000, 0.650	838.000, 0.647	838.000, 0.649
839.000, 0.651	839.000, 0.650	839.000, 0.651	839.000, 0.649	839.000, 0.650
840.000, 0.651	840.000, 0.650	840.000, 0.652	840.000, 0.650	840.000, 0.651
841.000, 0.651	841.000, 0.650	841.000, 0.650	841.000, 0.649	841.000, 0.650
842.000, 0.650	842.000, 0.650	842.000, 0.651	842.000, 0.649	842.000, 0.650
843.000, 0.651	843.000, 0.651	843.000, 0.652	843.000, 0.650	843.000, 0.650
844.000, 0.652	844.000, 0.652	844.000, 0.653	844.000, 0.651	844.000, 0.652
845.000, 0.653	845.000, 0.652	845.000, 0.653	845.000, 0.651	845.000, 0.651
846.000, 0.652	846.000, 0.651	846.000, 0.652	846.000, 0.650	846.000, 0.650
847.000, 0.652	847.000, 0.652	847.000, 0.653	847.000, 0.651	847.000, 0.651
848.000, 0.653	848.000, 0.653	848.000, 0.653	848.000, 0.652	848.000, 0.652
849.000, 0.654	849.000, 0.652	849.000, 0.653	849.000, 0.651	849.000, 0.653
850.000, 0.653	850.000, 0.653	850.000, 0.653	850.000, 0.651	850.000, 0.652
851.000, 0.653	851.000, 0.653	851.000, 0.654	851.000, 0.651	851.000, 0.652
852.000, 0.655	852.000, 0.653	852.000, 0.654	852.000, 0.652	852.000, 0.652
853.000, 0.654	853.000, 0.653	853.000, 0.654	853.000, 0.651	853.000, 0.652
854.000, 0.652	854.000, 0.653	854.000, 0.654	854.000, 0.651	854.000, 0.652
855.000, 0.653	855.000, 0.654	855.000, 0.654	855.000, 0.652	855.000, 0.652
856.000, 0.654	856.000, 0.654	856.000, 0.654	856.000, 0.654	856.000, 0.653
857.000, 0.654	857.000, 0.655	857.000, 0.655	857.000, 0.654	857.000, 0.654
858.000, 0.656	858.000, 0.656	858.000, 0.656	858.000, 0.655	858.000, 0.654
859.000, 0.656	859.000, 0.656	859.000, 0.656	859.000, 0.655	859.000, 0.654
860.000, 0.655	860.000, 0.656	860.000, 0.656	860.000, 0.654	860.000, 0.654
861.000, 0.655	861.000, 0.656	861.000, 0.656	861.000, 0.654	861.000, 0.655
862.000, 0.655	862.000, 0.656	862.000, 0.656	862.000, 0.654	862.000, 0.655
863.000, 0.655	863.000, 0.655	863.000, 0.655	863.000, 0.654	863.000, 0.654
864.000, 0.656	864.000, 0.655	864.000, 0.656	864.000, 0.654	864.000, 0.654
865.000, 0.657	865.000, 0.656	865.000, 0.657	865.000, 0.655	865.000, 0.656
866.000, 0.656	866.000, 0.655	866.000, 0.657	866.000, 0.655	866.000, 0.656
867.000, 0.656	867.000, 0.656	867.000, 0.658	867.000, 0.655	867.000, 0.656
868.000, 0.657	868.000, 0.659	868.000, 0.658	868.000, 0.656	868.000, 0.657
869.000, 0.657	869.000, 0.657	869.000, 0.658	869.000, 0.656	869.000, 0.657
870.000, 0.657	870.000, 0.656	870.000, 0.657	870.000, 0.656	870.000, 0.656
871.000, 0.658	871.000, 0.657	871.000, 0.658	871.000, 0.656	871.000, 0.656
872.000, 0.659	872.000, 0.659	872.000, 0.659	872.000, 0.657	872.000, 0.658
873.000, 0.658	873.000, 0.660	873.000, 0.661	873.000, 0.657	873.000, 0.659
874.000, 0.658	874.000, 0.658	874.000, 0.659	874.000, 0.657	874.000, 0.657
875.000, 0.658	875.000, 0.657	875.000, 0.658	875.000, 0.656	875.000, 0.656
876.000, 0.659	876.000, 0.657	876.000, 0.659	876.000, 0.656	876.000, 0.657
877.000, 0.657	877.000, 0.658	877.000, 0.659	877.000, 0.657	877.000, 0.658
878.000, 0.658	878.000, 0.659	878.000, 0.659	878.000, 0.657	878.000, 0.658
879.000, 0.660	879.000, 0.658	879.000, 0.660	879.000, 0.657	879.000, 0.657
880.000, 0.660	880.000, 0.659	880.000, 0.660	880.000, 0.656	880.000, 0.658
881.000, 0.660	881.000, 0.659	881.000, 0.659	881.000, 0.656	881.000, 0.658
882.000, 0.659	882.000, 0.659	882.000, 0.659	882.000, 0.657	882.000, 0.658
883.000, 0.660	883.000, 0.660	883.000, 0.661	883.000, 0.659	883.000, 0.659
884.000, 0.661	884.000, 0.662	884.000, 0.662	884.000, 0.659	884.000, 0.659
885.000, 0.661	885.000, 0.660	885.000, 0.662	885.000, 0.659	885.000, 0.658
886.000, 0.662	886.000, 0.660	886.000, 0.662	886.000, 0.658	886.000, 0.658
887.000, 0.663	887.000, 0.661	887.000, 0.662	887.000, 0.659	887.000, 0.660
888.000, 0.662	888.000, 0.660	888.000, 0.663	888.000, 0.659	888.000, 0.660
889.000, 0.661	889.000, 0.660	889.000, 0.662	889.000, 0.659	889.000, 0.660
890.000, 0.662	890.000, 0.661	890.000, 0.662	890.000, 0.660	890.000, 0.660
891.000, 0.661	891.000, 0.661	891.000, 0.662	891.000, 0.660	891.000, 0.660
892.000, 0.659	892.000, 0.660	892.000, 0.662	892.000, 0.658	892.000, 0.659
893.000, 0.660	893.000, 0.659	893.000, 0.662	893.000, 0.659	893.000, 0.659
894.000, 0.662	894.000, 0.659	894.000, 0.662	894.000, 0.660	894.000, 0.660
895.000, 0.663	895.000, 0.661	895.000, 0.661	895.000, 0.660	895.000, 0.660
896.000, 0.660	896.000, 0.660	896.000, 0.659	896.000, 0.657	896.000, 0.658
897.000, 0.660	897.000, 0.660	897.000, 0.659	897.000, 0.657	897.000, 0.658
898.000, 0.662	898.000, 0.662	898.000, 0.663	898.000, 0.660	898.000, 0.661
899.000, 0.663	899.000, 0.663	899.000, 0.664	899.000, 0.662	899.000, 0.660
900.000, 0.663	900.000, 0.663	900.000, 0.663	900.000, 0.661	900.000, 0.660
901.000, 0.662	901.000, 0.663	901.000, 0.662	901.000, 0.660	901.000, 0.661
902.000, 0.662	902.000, 0.663	902.000, 0.662	902.000, 0.659	902.000, 0.661
903.000, 0.661	903.000, 0.663	903.000, 0.663	903.000, 0.658	903.000, 0.660
904.000, 0.663	904.000, 0.664	904.000, 0.663	904.000, 0.659	904.000, 0.662
905.000, 0.664	905.000, 0.663	905.000, 0.664	905.000, 0.660	905.000, 0.663
906.000, 0.665	906.000, 0.663	906.000, 0.666	906.000, 0.662	906.000, 0.664
907.000, 0.666	907.000, 0.662	907.000, 0.667	907.000, 0.662	907.000, 0.663
908.000, 0.667	908.000, 0.664	908.000, 0.668	908.000, 0.663	908.000, 0.662
909.000, 0.667	909.000, 0.666	909.000, 0.669	909.000, 0.664	909.000, 0.665
910.000, 0.665	910.000, 0.664	910.000, 0.667	910.000, 0.662	910.000, 0.663
911.000, 0.663	911.000, 0.662	911.000, 0.665	911.000, 0.661	911.000, 0.662
912.000, 0.664	912.000, 0.664	912.000, 0.667	912.000, 0.663	912.000, 0.663
913.000, 0.664	913.000, 0.662	913.000, 0.665	913.000, 0.663	913.000, 0.661
914.000, 0.662	914.000, 0.659	914.000, 0.662	914.000, 0.662	914.000, 0.659
915.000, 0.664	915.000, 0.662	915.000, 0.666	915.000, 0.661	915.000, 0.662
916.000, 0.665	916.000, 0.665	916.000, 0.668	916.000, 0.661	916.000, 0.664
917.000, 0.665	917.000, 0.664	917.000, 0.666	917.000, 0.661	917.000, 0.663
918.000, 0.665	918.000, 0.664	918.000, 0.665	918.000, 0.661	918.000, 0.663
919.000, 0.665	919.000, 0.664	919.000, 0.667	919.000, 0.661	919.000, 0.664
920.000, 0.667	920.000, 0.667	920.000, 0.670	920.000, 0.662	920.000, 0.667
921.000, 0.668	921.000, 0.668	921.000, 0.669	921.000, 0.663	921.000, 0.667
922.000, 0.668	922.000, 0.668	922.000, 0.667	922.000, 0.663	922.000, 0.666
923.000, 0.668	923.000, 0.666	923.000, 0.669	923.000, 0.666	923.000, 0.668
924.000, 0.668	924.000, 0.667	924.000, 0.670	924.000, 0.665	924.000, 0.668
925.000, 0.667	925.000, 0.669	925.000, 0.669	925.000, 0.662	925.000, 0.667
926.000, 0.667	926.000, 0.669	926.000, 0.666	926.000, 0.664	926.000, 0.668
927.000, 0.668	927.000, 0.668	927.000, 0.666	927.000, 0.663	927.000, 0.668
928.000, 0.668	928.000, 0.667	928.000, 0.669	928.000, 0.659	928.000, 0.667
929.000, 0.665	929.000, 0.667	929.000, 0.670	929.000, 0.658	929.000, 0.665
930.000, 0.663	930.000, 0.667	930.000, 0.668	930.000, 0.661	930.000, 0.663
931.000, 0.668	931.000, 0.669	931.000, 0.666	931.000, 0.664	931.000, 0.664
932.000, 0.669	932.000, 0.670	932.000, 0.666	932.000, 0.661	932.000, 0.664
933.000, 0.666	933.000, 0.669	933.000, 0.668	933.000, 0.655	933.000, 0.663
934.000, 0.663	934.000, 0.668	934.000, 0.669	934.000, 0.660	934.000, 0.666
935.000, 0.664	935.000, 0.666	935.000, 0.672	935.000, 0.663	935.000, 0.668
936.000, 0.669	936.000, 0.665	936.000, 0.675	936.000, 0.661	936.000, 0.668
937.000, 0.670	937.000, 0.667	937.000, 0.671	937.000, 0.663	937.000, 0.671
938.000, 0.669	938.000, 0.667	938.000, 0.665	938.000, 0.663	938.000, 0.670
939.000, 0.670	939.000, 0.662	939.000, 0.665	939.000, 0.661	939.000, 0.664
940.000, 0.672	940.000, 0.661	940.000, 0.670	940.000, 0.664	940.000, 0.668
941.000, 0.671	941.000, 0.662	941.000, 0.673	941.000, 0.668	941.000, 0.672
942.000, 0.665	942.000, 0.664	942.000, 0.668	942.000, 0.665	942.000, 0.668
943.000, 0.665	943.000, 0.667	943.000, 0.664	943.000, 0.663	943.000, 0.664
944.000, 0.670	944.000, 0.671	944.000, 0.665	944.000, 0.663	944.000, 0.664
