325.000, 0.278	325.000, 0.288	325.000, 0.287	325.000, 0.280	325.000, 0.284
635.000, 0.669	635.000, 0.670	635.000, 0.670	635.000, 0.671	635.000, 0.671
636.000, 0.670	636.000, 0.670	636.000, 0.671	636.000, 0.671	636.000, 0.671
637.000, 0.670	637.000, 0.671	637.000, 0.671	637.000, 0.671	637.000, 0.672
638.000, 0.670	638.000, 0.671	638.000, 0.671	638.000, 0.671	638.000, 0.672
639.000, 0.670	639.000, 0.671	639.000, 0.671	639.000, 0.672	639.000, 0.672
640.000, 0.671	640.000, 0.672	640.000, 0.672	640.000, 0.673	640.000, 0.673
641.000, 0.671	641.000, 0.672	641.000, 0.672	641.000, 0.673	641.000, 0.673
642.000, 0.672	642.000, 0.673	642.000, 0.673	642.000, 0.673	642.000, 0.674
643.000, 0.672	643.000, 0.673	643.000, 0.673	643.000, 0.674	643.000, 0.674
644.000, 0.672	644.000, 0.673	644.000, 0.673	644.000, 0.674	644.000, 0.674
645.000, 0.672	645.000, 0.673	645.000, 0.673	645.000, 0.674	645.000, 0.674
646.000, 0.673	646.000, 0.674	646.000, 0.674	646.000, 0.674	646.000, 0.675
647.000, 0.673	647.000, 0.674	647.000, 0.674	647.000, 0.675	647.000, 0.675
648.000, 0.674	648.000, 0.675	648.000, 0.675	648.000, 0.675	648.000, 0.676
649.000, 0.674	649.000, 0.675	649.000, 0.675	649.000, 0.676	649.000, 0.676
650.000, 0.674	650.000, 0.675	650.000, 0.675	650.000, 0.676	650.000, 0.676
651.000, 0.674	651.000, 0.675	651.000, 0.675	651.000, 0.675	651.000, 0.676
652.000, 0.675	652.000, 0.676	652.000, 0.676	652.000, 0.676	652.000, 0.676
653.000, 0.675	653.000, 0.676	653.000, 0.676	653.000, 0.676	653.000, 0.677
654.000, 0.676	654.000, 0.676	654.000, 0.677	654.000, 0.677	654.000, 0.677
655.000, 0.676	655.000, 0.676	655.000, 0.677	655.000, 0.677	655.000, 0.677
656.000, 0.676	656.000, 0.677	656.000, 0.677	656.000, 0.678	656.000, 0.678
657.000, 0.676	657.000, 0.677	657.000, 0.678	657.000, 0.678	657.000, 0.678
658.000, 0.677	658.000, 0.678	658.000, 0.678	658.000, 0.678	658.000, 0.679
659.000, 0.678	659.000, 0.678	659.000, 0.678	659.000, 0.680	659.000, 0.680
660.000, 0.678	660.000, 0.679	660.000, 0.679	660.000, 0.680	660.000, 0.680
661.000, 0.679	661.000, 0.679	661.000, 0.679	661.000, 0.680	661.000, 0.680
662.000, 0.679	662.000, 0.680	662.000, 0.680	662.000, 0.681	662.000, 0.681
663.000, 0.679	663.000, 0.680	663.000, 0.680	663.000, 0.681	663.000, 0.681
664.000, 0.679	664.000, 0.680	664.000, 0.680	664.000, 0.681	664.000, 0.681
665.000, 0.680	665.000, 0.681	665.000, 0.681	665.000, 0.682	665.000, 0.682
666.000, 0.680	666.000, 0.681	666.000, 0.681	666.000, 0.682	666.000, 0.682
667.000, 0.680	667.000, 0.681	667.000, 0.682	667.000, 0.682	667.000, 0.682
668.000, 0.681	668.000, 0.682	668.000, 0.682	668.000, 0.683	668.000, 0.683
669.000, 0.682	669.000, 0.683	669.000, 0.683	669.000, 0.683	669.000, 0.684
670.000, 0.682	670.000, 0.683	670.000, 0.683	670.000, 0.683	670.000, 0.684
671.000, 0.682	671.000, 0.683	671.000, 0.683	671.000, 0.684	671.000, 0.685
672.000, 0.683	672.000, 0.683	672.000, 0.684	672.000, 0.684	672.000, 0.685
673.000, 0.683	673.000, 0.683	673.000, 0.684	673.000, 0.684	673.000, 0.684
674.000, 0.683	674.000, 0.684	674.000, 0.684	674.000, 0.684	674.000, 0.685
675.000, 0.683	675.000, 0.684	675.000, 0.685	675.000, 0.685	675.000, 0.686
676.000, 0.684	676.000, 0.685	676.000, 0.685	676.000, 0.685	676.000, 0.686
677.000, 0.684	677.000, 0.685	677.000, 0.685	677.000, 0.685	677.000, 0.686
678.000, 0.684	678.000, 0.685	678.000, 0.685	678.000, 0.686	678.000, 0.686
679.000, 0.685	679.000, 0.685	679.000, 0.686	679.000, 0.686	679.000, 0.686
680.000, 0.685	680.000, 0.686	680.000, 0.686	680.000, 0.686	680.000, 0.687
681.000, 0.685	681.000, 0.686	681.000, 0.686	681.000, 0.687	681.000, 0.687
682.000, 0.685	682.000, 0.686	682.000, 0.687	682.000, 0.687	682.000, 0.687
683.000, 0.685	683.000, 0.686	683.000, 0.687	683.000, 0.687	683.000, 0.687
684.000, 0.686	684.000, 0.687	684.000, 0.687	684.000, 0.687	684.000, 0.688
685.000, 0.686	685.000, 0.687	685.000, 0.687	685.000, 0.687	685.000, 0.688
686.000, 0.686	686.000, 0.687	686.000, 0.687	686.000, 0.687	686.000, 0.688
687.000, 0.686	687.000, 0.687	687.000, 0.688	687.000, 0.688	687.000, 0.688
688.000, 0.687	688.000, 0.687	688.000, 0.688	688.000, 0.688	688.000, 0.688
689.000, 0.686	689.000, 0.687	689.000, 0.688	689.000, 0.688	689.000, 0.688
690.000, 0.687	690.000, 0.688	690.000, 0.688	690.000, 0.689	690.000, 0.689
691.000, 0.687	691.000, 0.688	691.000, 0.689	691.000, 0.689	691.000, 0.690
692.000, 0.687	692.000, 0.688	692.000, 0.689	692.000, 0.689	692.000, 0.690
693.000, 0.687	693.000, 0.689	693.000, 0.689	693.000, 0.689	693.000, 0.690
694.000, 0.688	694.000, 0.689	694.000, 0.689	694.000, 0.690	694.000, 0.690
695.000, 0.688	695.000, 0.689	695.000, 0.690	695.000, 0.690	695.000, 0.690
696.000, 0.689	696.000, 0.690	696.000, 0.690	696.000, 0.691	696.000, 0.691
697.000, 0.689	697.000, 0.690	697.000, 0.690	697.000, 0.691	697.000, 0.691
698.000, 0.690	698.000, 0.690	698.000, 0.691	698.000, 0.691	698.000, 0.691
699.000, 0.689	699.000, 0.690	699.000, 0.691	699.000, 0.692	699.000, 0.692
700.000, 0.689	700.000, 0.690	700.000, 0.691	700.000, 0.691	700.000, 0.691
701.000, 0.689	701.000, 0.690	701.000, 0.691	701.000, 0.691	701.000, 0.691
702.000, 0.690	702.000, 0.691	702.000, 0.691	702.000, 0.691	702.000, 0.692
703.000, 0.690	703.000, 0.691	703.000, 0.691	703.000, 0.691	703.000, 0.692
704.000, 0.690	704.000, 0.691	704.000, 0.691	704.000, 0.691	704.000, 0.692
705.000, 0.690	705.000, 0.691	705.000, 0.691	705.000, 0.692	705.000, 0.692
706.000, 0.690	706.000, 0.692	706.000, 0.692	706.000, 0.692	706.000, 0.692
707.000, 0.691	707.000, 0.692	707.000, 0.692	707.000, 0.692	707.000, 0.692
708.000, 0.691	708.000, 0.691	708.000, 0.692	708.000, 0.692	708.000, 0.692
709.000, 0.690	709.000, 0.692	709.000, 0.692	709.000, 0.692	709.000, 0.692
710.000, 0.691	710.000, 0.692	710.000, 0.692	710.000, 0.692	710.000, 0.692
711.000, 0.691	711.000, 0.692	711.000, 0.692	711.000, 0.692	711.000, 0.692
712.000, 0.691	712.000, 0.692	712.000, 0.692	712.000, 0.692	712.000, 0.693
713.000, 0.691	713.000, 0.693	713.000, 0.692	713.000, 0.692	713.000, 0.693
714.000, 0.691	714.000, 0.692	714.000, 0.692	714.000, 0.692	714.000, 0.693
715.000, 0.691	715.000, 0.692	715.000, 0.692	715.000, 0.693	715.000, 0.693
716.000, 0.691	716.000, 0.692	716.000, 0.692	716.000, 0.692	716.000, 0.693
717.000, 0.691	717.000, 0.692	717.000, 0.692	717.000, 0.692	717.000, 0.693
718.000, 0.691	718.000, 0.692	718.000, 0.693	718.000, 0.692	718.000, 0.693
719.000, 0.691	719.000, 0.692	719.000, 0.693	719.000, 0.693	719.000, 0.692
720.000, 0.691	720.000, 0.692	720.000, 0.693	720.000, 0.693	720.000, 0.693
721.000, 0.691	721.000, 0.692	721.000, 0.693	721.000, 0.693	721.000, 0.693
722.000, 0.691	722.000, 0.692	722.000, 0.692	722.000, 0.693	722.000, 0.693
723.000, 0.691	723.000, 0.692	723.000, 0.692	723.000, 0.693	723.000, 0.693
724.000, 0.691	724.000, 0.692	724.000, 0.693	724.000, 0.693	724.000, 0.693
725.000, 0.691	725.000, 0.692	725.000, 0.693	725.000, 0.693	725.000, 0.693
726.000, 0.691	726.000, 0.692	726.000, 0.693	726.000, 0.693	726.000, 0.693
727.000, 0.692	727.000, 0.693	727.000, 0.693	727.000, 0.693	727.000, 0.694
728.000, 0.691	728.000, 0.693	728.000, 0.693	728.000, 0.693	728.000, 0.693
729.000, 0.691	729.000, 0.692	729.000, 0.692	729.000, 0.692	729.000, 0.693
730.000, 0.692	730.000, 0.693	730.000, 0.693	730.000, 0.693	730.000, 0.693
731.000, 0.692	731.000, 0.693	731.000, 0.693	731.000, 0.693	731.000, 0.694
732.000, 0.692	732.000, 0.693	732.000, 0.693	732.000, 0.693	732.000, 0.693
733.000, 0.692	733.000, 0.693	733.000, 0.693	733.000, 0.693	733.000, 0.694
734.000, 0.691	734.000, 0.693	734.000, 0.693	734.000, 0.693	734.000, 0.694
735.000, 0.691	735.000, 0.693	735.000, 0.693	735.000, 0.693	735.000, 0.694
736.000, 0.691	736.000, 0.693	736.000, 0.693	736.000, 0.693	736.000, 0.694
737.000, 0.692	737.000, 0.692	737.000, 0.693	737.000, 0.693	737.000, 0.694
738.000, 0.692	738.000, 0.693	738.000, 0.693	738.000, 0.694	738.000, 0.694
739.000, 0.692	739.000, 0.693	739.000, 0.694	739.000, 0.694	739.000, 0.695
740.000, 0.693	740.000, 0.694	740.000, 0.694	740.000, 0.694	740.000, 0.695
741.000, 0.692	741.000, 0.693	741.000, 0.693	741.000, 0.694	741.000, 0.695
742.000, 0.692	742.000, 0.693	742.000, 0.693	742.000, 0.694	742.000, 0.694
743.000, 0.692	743.000, 0.694	743.000, 0.694	743.000, 0.694	743.000, 0.695
744.000, 0.692	744.000, 0.693	744.000, 0.694	744.000, 0.694	744.000, 0.695
745.000, 0.692	745.000, 0.693	745.000, 0.694	745.000, 0.694	745.000, 0.694
746.000, 0.692	746.000, 0.693	746.000, 0.694	746.000, 0.694	746.000, 0.694
747.000, 0.692	747.000, 0.694	747.000, 0.694	747.000, 0.694	747.000, 0.694
748.000, 0.693	748.000, 0.694	748.000, 0.694	748.000, 0.694	748.000, 0.695
749.000, 0.693	749.000, 0.694	749.000, 0.694	749.000, 0.694	749.000, 0.695
750.000, 0.693	750.000, 0.694	750.000, 0.694	750.000, 0.694	750.000, 0.695
751.000, 0.693	751.000, 0.694	751.000, 0.694	751.000, 0.694	751.000, 0.695
752.000, 0.693	752.000, 0.694	752.000, 0.694	752.000, 0.694	752.000, 0.695
753.000, 0.693	753.000, 0.694	753.000, 0.694	753.000, 0.694	753.000, 0.695
754.000, 0.693	754.000, 0.693	754.000, 0.694	754.000, 0.694	754.000, 0.695
755.000, 0.693	755.000, 0.693	755.000, 0.694	755.000, 0.694	755.000, 0.694
756.000, 0.693	756.000, 0.693	756.000, 0.694	756.000, 0.694	756.000, 0.695
757.000, 0.693	757.000, 0.693	757.000, 0.694	757.000, 0.694	757.000, 0.695
758.000, 0.693	758.000, 0.693	758.000, 0.694	758.000, 0.694	758.000, 0.695
759.000, 0.693	759.000, 0.694	759.000, 0.694	759.000, 0.695	759.000, 0.694
760.000, 0.692	760.000, 0.694	760.000, 0.693	760.000, 0.694	760.000, 0.693
761.000, 0.691	761.000, 0.692	761.000, 0.692	761.000, 0.693	761.000, 0.692
762.000, 0.691	762.000, 0.691	762.000, 0.691	762.000, 0.692	762.000, 0.692
763.000, 0.691	763.000, 0.691	763.000, 0.691	763.000, 0.693	763.000, 0.693
764.000, 0.692	764.000, 0.692	764.000, 0.692	764.000, 0.693	764.000, 0.694
765.000, 0.692	765.000, 0.693	765.000, 0.693	765.000, 0.693	765.000, 0.693
766.000, 0.693	766.000, 0.693	766.000, 0.693	766.000, 0.694	766.000, 0.694
767.000, 0.693	767.000, 0.694	767.000, 0.694	767.000, 0.694	767.000, 0.695
768.000, 0.693	768.000, 0.694	768.000, 0.694	768.000, 0.694	768.000, 0.696
769.000, 0.694	769.000, 0.694	769.000, 0.694	769.000, 0.694	769.000, 0.695
770.000, 0.694	770.000, 0.694	770.000, 0.694	770.000, 0.694	770.000, 0.695
771.000, 0.694	771.000, 0.695	771.000, 0.695	771.000, 0.695	771.000, 0.696
772.000, 0.694	772.000, 0.695	772.000, 0.695	772.000, 0.695	772.000, 0.696
773.000, 0.694	773.000, 0.695	773.000, 0.695	773.000, 0.695	773.000, 0.696
774.000, 0.694	774.000, 0.695	774.000, 0.695	774.000, 0.695	774.000, 0.696
775.000, 0.695	775.000, 0.695	775.000, 0.695	775.000, 0.695	775.000, 0.696
776.000, 0.695	776.000, 0.695	776.000, 0.695	776.000, 0.695	776.000, 0.697
777.000, 0.695	777.000, 0.695	777.000, 0.695	777.000, 0.695	777.000, 0.696
778.000, 0.694	778.000, 0.695	778.000, 0.695	778.000, 0.695	778.000, 0.696
779.000, 0.694	779.000, 0.695	779.000, 0.695	779.000, 0.695	779.000, 0.696
780.000, 0.695	780.000, 0.696	780.000, 0.695	780.000, 0.696	780.000, 0.697
781.000, 0.696	781.000, 0.696	781.000, 0.696	781.000, 0.696	781.000, 0.697
782.000, 0.695	782.000, 0.695	782.000, 0.695	782.000, 0.696	782.000, 0.696
783.000, 0.694	783.000, 0.695	783.000, 0.695	783.000, 0.696	783.000, 0.696
784.000, 0.695	784.000, 0.696	784.000, 0.696	784.000, 0.696	784.000, 0.697
785.000, 0.695	785.000, 0.696	785.000, 0.696	785.000, 0.697	785.000, 0.697
786.000, 0.695	786.000, 0.696	786.000, 0.696	786.000, 0.697	786.000, 0.697
787.000, 0.696	787.000, 0.696	787.000, 0.697	787.000, 0.697	787.000, 0.697
788.000, 0.696	788.000, 0.696	788.000, 0.697	788.000, 0.696	788.000, 0.697
789.000, 0.696	789.000, 0.696	789.000, 0.697	789.000, 0.696	789.000, 0.698
790.000, 0.696	790.000, 0.697	790.000, 0.697	790.000, 0.697	790.000, 0.698
791.000, 0.696	791.000, 0.697	791.000, 0.697	791.000, 0.697	791.000, 0.698
792.000, 0.697	792.000, 0.697	792.000, 0.697	792.000, 0.697	792.000, 0.698
793.000, 0.697	793.000, 0.697	793.000, 0.697	793.000, 0.697	793.000, 0.698
794.000, 0.697	794.000, 0.697	794.000, 0.697	794.000, 0.697	794.000, 0.698
795.000, 0.697	795.000, 0.697	795.000, 0.697	795.000, 0.697	795.000, 0.698
796.000, 0.696	796.000, 0.697	796.000, 0.697	796.000, 0.697	796.000, 0.698
797.000, 0.696	797.000, 0.697	797.000, 0.697	797.000, 0.697	797.000, 0.697
798.000, 0.697	798.000, 0.697	798.000, 0.697	798.000, 0.697	798.000, 0.698
799.000, 0.697	799.000, 0.697	799.000, 0.697	799.000, 0.697	799.000, 0.698
800.000, 0.697	800.000, 0.697	800.000, 0.698	800.000, 0.698	800.000, 0.699
801.000, 0.697	801.000, 0.697	801.000, 0.697	801.000, 0.698	801.000, 0.699
802.000, 0.697	802.000, 0.697	802.000, 0.697	802.000, 0.698	802.000, 0.699
803.000, 0.697	803.000, 0.698	803.000, 0.698	803.000, 0.699	803.000, 0.699
804.000, 0.697	804.000, 0.698	804.000, 0.698	804.000, 0.699	804.000, 0.699
805.000, 0.697	805.000, 0.698	805.000, 0.698	805.000, 0.698	805.000, 0.700
806.000, 0.697	806.000, 0.697	806.000, 0.697	806.000, 0.698	806.000, 0.699
807.000, 0.696	807.000, 0.697	807.000, 0.697	807.000, 0.698	807.000, 0.699
808.000, 0.696	808.000, 0.697	808.000, 0.698	808.000, 0.697	808.000, 0.699
809.000, 0.697	809.000, 0.698	809.000, 0.699	809.000, 0.699	809.000, 0.700
810.000, 0.698	810.000, 0.699	810.000, 0.699	810.000, 0.699	810.000, 0.700
811.000, 0.699	811.000, 0.698	811.000, 0.699	811.000, 0.699	811.000, 0.700
812.000, 0.698	812.000, 0.698	812.000, 0.699	812.000, 0.699	812.000, 0.699
813.000, 0.698	813.000, 0.699	813.000, 0.700	813.000, 0.699	813.000, 0.700
814.000, 0.699	814.000, 0.700	814.000, 0.700	814.000, 0.699	814.000, 0.701
815.000, 0.699	815.000, 0.700	815.000, 0.700	815.000, 0.700	815.000, 0.700
816.000, 0.700	816.000, 0.699	816.000, 0.700	816.000, 0.701	816.000, 0.700
817.000, 0.700	817.000, 0.700	817.000, 0.701	817.000, 0.700	817.000, 0.701
818.000, 0.700	818.000, 0.700	818.000, 0.700	818.000, 0.700	818.000, 0.701
819.000, 0.699	819.000, 0.700	819.000, 0.699	819.000, 0.699	819.000, 0.700
820.000, 0.699	820.000, 0.699	820.000, 0.700	820.000, 0.700	820.000, 0.701
821.000, 0.699	821.000, 0.699	821.000, 0.701	821.000, 0.700	821.000, 0.702
822.000, 0.699	822.000, 0.700	822.000, 0.700	822.000, 0.700	822.000, 0.701
823.000, 0.700	823.000, 0.701	823.000, 0.701	823.000, 0.701	823.000, 0.701
824.000, 0.701	824.000, 0.701	824.000, 0.702	824.000, 0.701	824.000, 0.702
825.000, 0.700	825.000, 0.701	825.000, 0.702	825.000, 0.702	825.000, 0.702
826.000, 0.700	826.000, 0.701	826.000, 0.701	826.000, 0.702	826.000, 0.702
827.000, 0.701	827.000, 0.701	827.000, 0.701	827.000, 0.703	827.000, 0.702
828.000, 0.701	828.000, 0.701	828.000, 0.701	828.000, 0.702	828.000, 0.702
829.000, 0.700	829.000, 0.702	829.000, 0.701	829.000, 0.702	829.000, 0.703
830.000, 0.701	830.000, 0.702	830.000, 0.702	830.000, 0.702	830.000, 0.703
831.000, 0.701	831.000, 0.702	831.000, 0.702	831.000, 0.702	831.000, 0.703
832.000, 0.701	832.000, 0.701	832.000, 0.702	832.000, 0.702	832.000, 0.703
833.000, 0.702	833.000, 0.702	833.000, 0.703	833.000, 0.702	833.000, 0.703
834.000, 0.702	834.000, 0.702	834.000, 0.703	834.000, 0.702	834.000, 0.703
835.000, 0.702	835.000, 0.702	835.000, 0.702	835.000, 0.702	835.000, 0.703
836.000, 0.703	836.000, 0.703	836.000, 0.702	836.000, 0.702	836.000, 0.705
837.000, 0.702	837.000, 0.703	837.000, 0.702	837.000, 0.702	837.000, 0.705
838.000, 0.702	838.000, 0.703	838.000, 0.701	838.000, 0.702	838.000, 0.704
839.000, 0.703	839.000, 0.704	839.000, 0.702	839.000, 0.704	839.000, 0.705
840.000, 0.703	840.000, 0.704	840.000, 0.703	840.000, 0.704	840.000, 0.705
841.000, 0.702	841.000, 0.702	841.000, 0.703	841.000, 0.702	841.000, 0.704
842.000, 0.702	842.000, 0.702	842.000, 0.703	842.000, 0.703	842.000, 0.704
843.000, 0.703	843.000, 0.703	843.000, 0.703	843.000, 0.704	843.000, 0.705
844.000, 0.703	844.000, 0.704	844.000, 0.704	844.000, 0.705	844.000, 0.705
845.000, 0.704	845.000, 0.704	845.000, 0.704	845.000, 0.705	845.000, 0.705
846.000, 0.703	846.000, 0.704	846.000, 0.704	846.000, 0.703	846.000, 0.705
847.000, 0.704	847.000, 0.704	847.000, 0.704	847.000, 0.704	847.000, 0.705
848.000, 0.705	848.000, 0.704	848.000, 0.705	848.000, 0.705	848.000, 0.705
849.000, 0.705	849.000, 0.704	849.000, 0.705	849.000, 0.706	849.000, 0.706
850.000, 0.704	850.000, 0.705	850.000, 0.705	850.000, 0.705	850.000, 0.706
851.000, 0.703	851.000, 0.705	851.000, 0.704	851.000, 0.705	851.000, 0.706
852.000, 0.705	852.000, 0.705	852.000, 0.705	852.000, 0.706	852.000, 0.705
853.000, 0.705	853.000, 0.705	853.000, 0.705	853.000, 0.706	853.000, 0.705
854.000, 0.705	854.000, 0.704	854.000, 0.704	854.000, 0.705	854.000, 0.705
855.000, 0.704	855.000, 0.705	855.000, 0.705	855.000, 0.705	855.000, 0.706
856.000, 0.705	856.000, 0.706	856.000, 0.706	856.000, 0.706	856.000, 0.706
857.000, 0.705	857.000, 0.706	857.000, 0.706	857.000, 0.707	857.000, 0.707
858.000, 0.706	858.000, 0.706	858.000, 0.706	858.000, 0.706	858.000, 0.708
859.000, 0.706	859.000, 0.706	859.000, 0.707	859.000, 0.706	859.000, 0.707
860.000, 0.706	860.000, 0.706	860.000, 0.708	860.000, 0.707	860.000, 0.707
861.000, 0.706	861.000, 0.707	861.000, 0.707	861.000, 0.707	861.000, 0.707
862.000, 0.706	862.000, 0.707	862.000, 0.706	862.000, 0.706	862.000, 0.708
863.000, 0.704	863.000, 0.706	863.000, 0.706	863.000, 0.706	863.000, 0.706
864.000, 0.705	864.000, 0.706	864.000, 0.707	864.000, 0.707	864.000, 0.707
865.000, 0.706	865.000, 0.707	865.000, 0.709	865.000, 0.708	865.000, 0.709
866.000, 0.705	866.000, 0.707	866.000, 0.709	866.000, 0.707	866.000, 0.708
867.000, 0.706	867.000, 0.707	867.000, 0.708	867.000, 0.707	867.000, 0.709
868.000, 0.708	868.000, 0.707	868.000, 0.708	868.000, 0.708	868.000, 0.711
869.000, 0.706	869.000, 0.707	869.000, 0.708	869.000, 0.708	869.000, 0.710
870.000, 0.706	870.000, 0.707	870.000, 0.708	870.000, 0.707	870.000, 0.709
871.000, 0.708	871.000, 0.708	871.000, 0.708	871.000, 0.708	871.000, 0.709
872.000, 0.709	872.000, 0.709	872.000, 0.710	872.000, 0.709	872.000, 0.709
873.000, 0.709	873.000, 0.709	873.000, 0.710	873.000, 0.710	873.000, 0.710
874.000, 0.708	874.000, 0.709	874.000, 0.709	874.000, 0.708	874.000, 0.710
875.000, 0.708	875.000, 0.708	875.000, 0.708	875.000, 0.707	875.000, 0.710
876.000, 0.708	876.000, 0.706	876.000, 0.707	876.000, 0.708	876.000, 0.710
877.000, 0.709	877.000, 0.708	877.000, 0.708	877.000, 0.708	877.000, 0.710
878.000, 0.709	878.000, 0.709	878.000, 0.709	878.000, 0.709	878.000, 0.711
879.000, 0.709	879.000, 0.710	879.000, 0.709	879.000, 0.710	879.000, 0.712
880.000, 0.708	880.000, 0.709	880.000, 0.709	880.000, 0.709	880.000, 0.710
881.000, 0.708	881.000, 0.708	881.000, 0.710	881.000, 0.708	881.000, 0.709
882.000, 0.709	882.000, 0.709	882.000, 0.710	882.000, 0.709	882.000, 0.710
883.000, 0.710	883.000, 0.710	883.000, 0.710	883.000, 0.710	883.000, 0.710
884.000, 0.710	884.000, 0.711	884.000, 0.711	884.000, 0.710	884.000, 0.711
885.000, 0.710	885.000, 0.710	885.000, 0.710	885.000, 0.711	885.000, 0.711
886.000, 0.710	886.000, 0.710	886.000, 0.710	886.000, 0.711	886.000, 0.712
887.000, 0.711	887.000, 0.711	887.000, 0.712	887.000, 0.710	887.000, 0.712
888.000, 0.711	888.000, 0.710	888.000, 0.712	888.000, 0.710	888.000, 0.712
889.000, 0.711	889.000, 0.710	889.000, 0.711	889.000, 0.711	889.000, 0.712
890.000, 0.711	890.000, 0.711	890.000, 0.711	890.000, 0.712	890.000, 0.712
891.000, 0.711	891.000, 0.710	891.000, 0.710	891.000, 0.711	891.000, 0.711
892.000, 0.710	892.000, 0.709	892.000, 0.710	892.000, 0.709	892.000, 0.710
893.000, 0.709	893.000, 0.709	893.000, 0.711	893.000, 0.710	893.000, 0.711
894.000, 0.710	894.000, 0.710	894.000, 0.713	894.000, 0.712	894.000, 0.712
895.000, 0.712	895.000, 0.711	895.000, 0.713	895.000, 0.714	895.000, 0.713
896.000, 0.711	896.000, 0.709	896.000, 0.709	896.000, 0.710	896.000, 0.711
897.000, 0.711	897.000, 0.709	897.000, 0.708	897.000, 0.710	897.000, 0.711
898.000, 0.713	898.000, 0.713	898.000, 0.711	898.000, 0.713	898.000, 0.713
899.000, 0.711	899.000, 0.713	899.000, 0.712	899.000, 0.711	899.000, 0.714
900.000, 0.709	900.000, 0.712	900.000, 0.713	900.000, 0.711	900.000, 0.713
901.000, 0.711	901.000, 0.711	901.000, 0.715	901.000, 0.714	901.000, 0.713
902.000, 0.712	902.000, 0.712	902.000, 0.714	902.000, 0.713	902.000, 0.714
903.000, 0.713	903.000, 0.714	903.000, 0.712	903.000, 0.711	903.000, 0.714
904.000, 0.712	904.000, 0.713	904.000, 0.713	904.000, 0.711	904.000, 0.712
905.000, 0.712	905.000, 0.714	905.000, 0.715	905.000, 0.713	905.000, 0.712
906.000, 0.714	906.000, 0.715	906.000, 0.717	906.000, 0.716	906.000, 0.714
907.000, 0.715	907.000, 0.715	907.000, 0.716	907.000, 0.716	907.000, 0.713
908.000, 0.715	908.000, 0.715	908.000, 0.717	908.000, 0.716	908.000, 0.715
909.000, 0.715	909.000, 0.716	909.000, 0.720	909.000, 0.717	909.000, 0.720
910.000, 0.715	910.000, 0.715	910.000, 0.718	910.000, 0.714	910.000, 0.718
911.000, 0.715	911.000, 0.714	911.000, 0.714	911.000, 0.712	911.000, 0.714
912.000, 0.716	912.000, 0.716	912.000, 0.715	912.000, 0.715	912.000, 0.715
913.000, 0.714	913.000, 0.715	913.000, 0.715	913.000, 0.716	913.000, 0.715
914.000, 0.712	914.000, 0.712	914.000, 0.715	914.000, 0.714	914.000, 0.713
915.000, 0.715	915.000, 0.713	915.000, 0.716	915.000, 0.713	915.000, 0.714
916.000, 0.716	916.000, 0.714	916.000, 0.717	916.000, 0.714	916.000, 0.715
917.000, 0.715	917.000, 0.714	917.000, 0.717	917.000, 0.715	917.000, 0.715
918.000, 0.715	918.000, 0.716	918.000, 0.717	918.000, 0.714	918.000, 0.714
919.000, 0.717	919.000, 0.718	919.000, 0.717	919.000, 0.715	919.000, 0.715
920.000, 0.719	920.000, 0.719	920.000, 0.718	920.000, 0.719	920.000, 0.717
921.000, 0.719	921.000, 0.718	921.000, 0.717	921.000, 0.719	921.000, 0.718
922.000, 0.717	922.000, 0.717	922.000, 0.716	922.000, 0.717	922.000, 0.717
923.000, 0.718	923.000, 0.719	923.000, 0.718	923.000, 0.719	923.000, 0.718
924.000, 0.718	924.000, 0.720	924.000, 0.719	924.000, 0.720	924.000, 0.718
925.000, 0.718	925.000, 0.720	925.000, 0.719	925.000, 0.719	925.000, 0.716
926.000, 0.717	926.000, 0.718	926.000, 0.719	926.000, 0.719	926.000, 0.718
927.000, 0.715	927.000, 0.717	927.000, 0.718	927.000, 0.717	927.000, 0.718
928.000, 0.713	928.000, 0.718	928.000, 0.719	928.000, 0.715	928.000, 0.716
929.000, 0.717	929.000, 0.719	929.000, 0.720	929.000, 0.714	929.000, 0.715
930.000, 0.722	930.000, 0.717	930.000, 0.721	930.000, 0.715	930.000, 0.716
931.000, 0.723	931.000, 0.713	931.000, 0.722	931.000, 0.720	931.000, 0.719
932.000, 0.720	932.000, 0.711	932.000, 0.720	932.000, 0.720	932.000, 0.719
933.000, 0.714	933.000, 0.711	933.000, 0.716	933.000, 0.717	933.000, 0.715
934.000, 0.715	934.000, 0.716	934.000, 0.723	934.000, 0.717	934.000, 0.716
935.000, 0.720	935.000, 0.721	935.000, 0.726	935.000, 0.719	935.000, 0.715
936.000, 0.727	936.000, 0.725	936.000, 0.722	936.000, 0.720	936.000, 0.713
937.000, 0.731	937.000, 0.721	937.000, 0.720	937.000, 0.713	937.000, 0.719
938.000, 0.729	938.000, 0.717	938.000, 0.720	938.000, 0.707	938.000, 0.723
939.000, 0.721	939.000, 0.718	939.000, 0.721	939.000, 0.710	939.000, 0.719
940.000, 0.718	940.000, 0.721	940.000, 0.721	940.000, 0.716	940.000, 0.717
941.000, 0.716	941.000, 0.722	941.000, 0.719	941.000, 0.719	941.000, 0.717
942.000, 0.713	942.000, 0.717	942.000, 0.715	942.000, 0.716	942.000, 0.717
943.000, 0.717	943.000, 0.720	943.000, 0.715	943.000, 0.715	943.000, 0.716
944.000, 0.726	944.000, 0.729	944.000, 0.720	944.000, 0.719	944.000, 0.717
