325.000, 0.439	325.000, 0.445	325.000, 0.444	325.000, 0.429	325.000, 0.422	325.000, 0.394	325.000, 0.408	325.000, 0.392	325.000, 0.366	325.000, 0.353
479.000, 0.599	479.000, 0.665	479.000, 0.684	479.000, 0.629	479.000, 0.611	479.000, 0.550	479.000, 0.558	479.000, 0.554	479.000, 0.458	479.000, 0.434
480.000, 0.599	480.000, 0.666	480.000, 0.685	480.000, 0.630	480.000, 0.611	480.000, 0.550	480.000, 0.558	480.000, 0.555	480.000, 0.458	480.000, 0.434
481.000, 0.600	481.000, 0.666	481.000, 0.685	481.000, 0.630	481.000, 0.612	481.000, 0.551	481.000, 0.559	481.000, 0.555	481.000, 0.458	481.000, 0.434
482.000, 0.600	482.000, 0.667	482.000, 0.686	482.000, 0.631	482.000, 0.612	482.000, 0.551	482.000, 0.559	482.000, 0.556	482.000, 0.459	482.000, 0.434
483.000, 0.601	483.000, 0.668	483.000, 0.687	483.000, 0.632	483.000, 0.613	483.000, 0.552	483.000, 0.560	483.000, 0.556	483.000, 0.459	483.000, 0.435
484.000, 0.602	484.000, 0.669	484.000, 0.688	484.000, 0.633	484.000, 0.614	484.000, 0.553	484.000, 0.561	484.000, 0.557	484.000, 0.460	484.000, 0.435
485.000, 0.602	485.000, 0.670	485.000, 0.689	485.000, 0.634	485.000, 0.615	485.000, 0.553	485.000, 0.561	485.000, 0.558	485.000, 0.460	485.000, 0.435
486.000, 0.603	486.000, 0.671	486.000, 0.690	486.000, 0.634	486.000, 0.615	486.000, 0.554	486.000, 0.562	486.000, 0.558	486.000, 0.460	486.000, 0.436
487.000, 0.604	487.000, 0.672	487.000, 0.691	487.000, 0.635	487.000, 0.616	487.000, 0.554	487.000, 0.563	487.000, 0.559	487.000, 0.461	487.000, 0.436
488.000, 0.604	488.000, 0.672	488.000, 0.692	488.000, 0.636	488.000, 0.617	488.000, 0.555	488.000, 0.563	488.000, 0.559	488.000, 0.460	488.000, 0.436
489.000, 0.605	489.000, 0.673	489.000, 0.693	489.000, 0.636	489.000, 0.617	489.000, 0.555	489.000, 0.564	489.000, 0.559	489.000, 0.461	489.000, 0.436
490.000, 0.605	490.000, 0.674	490.000, 0.694	490.000, 0.637	490.000, 0.618	490.000, 0.555	490.000, 0.564	490.000, 0.560	490.000, 0.461	490.000, 0.437
491.000, 0.606	491.000, 0.674	491.000, 0.694	491.000, 0.638	491.000, 0.618	491.000, 0.556	491.000, 0.564	491.000, 0.560	491.000, 0.461	491.000, 0.437
492.000, 0.606	492.000, 0.675	492.000, 0.695	492.000, 0.638	492.000, 0.619	492.000, 0.556	492.000, 0.565	492.000, 0.561	492.000, 0.462	492.000, 0.437
493.000, 0.607	493.000, 0.676	493.000, 0.696	493.000, 0.639	493.000, 0.620	493.000, 0.557	493.000, 0.566	493.000, 0.562	493.000, 0.462	493.000, 0.437
494.000, 0.607	494.000, 0.677	494.000, 0.697	494.000, 0.640	494.000, 0.620	494.000, 0.557	494.000, 0.566	494.000, 0.562	494.000, 0.462	494.000, 0.438
495.000, 0.608	495.000, 0.677	495.000, 0.698	495.000, 0.640	495.000, 0.621	495.000, 0.558	495.000, 0.566	495.000, 0.562	495.000, 0.463	495.000, 0.438
496.000, 0.608	496.000, 0.678	496.000, 0.698	496.000, 0.641	496.000, 0.622	496.000, 0.558	496.000, 0.567	496.000, 0.563	496.000, 0.463	496.000, 0.438
497.000, 0.609	497.000, 0.679	497.000, 0.699	497.000, 0.642	497.000, 0.622	497.000, 0.559	497.000, 0.567	497.000, 0.563	497.000, 0.463	497.000, 0.438
498.000, 0.609	498.000, 0.680	498.000, 0.700	498.000, 0.642	498.000, 0.623	498.000, 0.559	498.000, 0.568	498.000, 0.564	498.000, 0.463	498.000, 0.438
499.000, 0.610	499.000, 0.681	499.000, 0.701	499.000, 0.643	499.000, 0.624	499.000, 0.560	499.000, 0.569	499.000, 0.565	499.000, 0.464	499.000, 0.439
500.000, 0.611	500.000, 0.681	500.000, 0.702	500.000, 0.644	500.000, 0.624	500.000, 0.561	500.000, 0.569	500.000, 0.565	500.000, 0.464	500.000, 0.439
501.000, 0.611	501.000, 0.682	501.000, 0.703	501.000, 0.644	501.000, 0.625	501.000, 0.561	501.000, 0.570	501.000, 0.565	501.000, 0.465	501.000, 0.439
502.000, 0.612	502.000, 0.683	502.000, 0.704	502.000, 0.645	502.000, 0.626	502.000, 0.561	502.000, 0.570	502.000, 0.566	502.000, 0.465	502.000, 0.439
503.000, 0.612	503.000, 0.684	503.000, 0.704	503.000, 0.646	503.000, 0.626	503.000, 0.562	503.000, 0.571	503.000, 0.566	503.000, 0.465	503.000, 0.440
504.000, 0.613	504.000, 0.684	504.000, 0.705	504.000, 0.647	504.000, 0.627	504.000, 0.563	504.000, 0.571	504.000, 0.567	504.000, 0.465	504.000, 0.440
505.000, 0.613	505.000, 0.685	505.000, 0.706	505.000, 0.647	505.000, 0.628	505.000, 0.563	505.000, 0.572	505.000, 0.568	505.000, 0.466	505.000, 0.440
506.000, 0.614	506.000, 0.686	506.000, 0.707	506.000, 0.648	506.000, 0.628	506.000, 0.564	506.000, 0.572	506.000, 0.568	506.000, 0.466	506.000, 0.440
507.000, 0.614	507.000, 0.686	507.000, 0.707	507.000, 0.649	507.000, 0.629	507.000, 0.564	507.000, 0.573	507.000, 0.569	507.000, 0.466	507.000, 0.441
508.000, 0.615	508.000, 0.687	508.000, 0.708	508.000, 0.649	508.000, 0.629	508.000, 0.564	508.000, 0.573	508.000, 0.569	508.000, 0.467	508.000, 0.441
509.000, 0.616	509.000, 0.688	509.000, 0.710	509.000, 0.650	509.000, 0.630	509.000, 0.565	509.000, 0.574	509.000, 0.570	509.000, 0.467	509.000, 0.441
510.000, 0.616	510.000, 0.689	510.000, 0.710	510.000, 0.650	510.000, 0.631	510.000, 0.565	510.000, 0.574	510.000, 0.570	510.000, 0.467	510.000, 0.442
511.000, 0.616	511.000, 0.690	511.000, 0.711	511.000, 0.651	511.000, 0.632	511.000, 0.566	511.000, 0.575	511.000, 0.571	511.000, 0.468	511.000, 0.442
512.000, 0.617	512.000, 0.690	512.000, 0.712	512.000, 0.652	512.000, 0.632	512.000, 0.566	512.000, 0.575	512.000, 0.571	512.000, 0.468	512.000, 0.442
513.000, 0.617	513.000, 0.691	513.000, 0.713	513.000, 0.653	513.000, 0.632	513.000, 0.567	513.000, 0.576	513.000, 0.572	513.000, 0.468	513.000, 0.443
514.000, 0.618	514.000, 0.692	514.000, 0.714	514.000, 0.654	514.000, 0.633	514.000, 0.568	514.000, 0.577	514.000, 0.572	514.000, 0.469	514.000, 0.443
515.000, 0.619	515.000, 0.693	515.000, 0.714	515.000, 0.654	515.000, 0.634	515.000, 0.568	515.000, 0.577	515.000, 0.573	515.000, 0.469	515.000, 0.443
516.000, 0.619	516.000, 0.693	516.000, 0.715	516.000, 0.655	516.000, 0.635	516.000, 0.569	516.000, 0.578	516.000, 0.574	516.000, 0.469	516.000, 0.443
517.000, 0.620	517.000, 0.694	517.000, 0.716	517.000, 0.656	517.000, 0.635	517.000, 0.569	517.000, 0.578	517.000, 0.574	517.000, 0.470	517.000, 0.444
518.000, 0.621	518.000, 0.695	518.000, 0.717	518.000, 0.656	518.000, 0.636	518.000, 0.570	518.000, 0.579	518.000, 0.575	518.000, 0.470	518.000, 0.444
519.000, 0.621	519.000, 0.696	519.000, 0.718	519.000, 0.657	519.000, 0.636	519.000, 0.570	519.000, 0.579	519.000, 0.575	519.000, 0.471	519.000, 0.444
520.000, 0.622	520.000, 0.696	520.000, 0.719	520.000, 0.657	520.000, 0.637	520.000, 0.570	520.000, 0.579	520.000, 0.576	520.000, 0.471	520.000, 0.445
521.000, 0.622	521.000, 0.697	521.000, 0.719	521.000, 0.658	521.000, 0.637	521.000, 0.570	521.000, 0.580	521.000, 0.576	521.000, 0.471	521.000, 0.444
522.000, 0.622	522.000, 0.697	522.000, 0.720	522.000, 0.658	522.000, 0.638	522.000, 0.571	522.000, 0.580	522.000, 0.576	522.000, 0.471	522.000, 0.445
523.000, 0.623	523.000, 0.698	523.000, 0.720	523.000, 0.659	523.000, 0.638	523.000, 0.571	523.000, 0.581	523.000, 0.577	523.000, 0.471	523.000, 0.445
524.000, 0.623	524.000, 0.698	524.000, 0.721	524.000, 0.660	524.000, 0.639	524.000, 0.572	524.000, 0.581	524.000, 0.577	524.000, 0.472	524.000, 0.445
525.000, 0.623	525.000, 0.699	525.000, 0.722	525.000, 0.660	525.000, 0.639	525.000, 0.572	525.000, 0.581	525.000, 0.577	525.000, 0.472	525.000, 0.446
526.000, 0.624	526.000, 0.700	526.000, 0.722	526.000, 0.661	526.000, 0.640	526.000, 0.573	526.000, 0.582	526.000, 0.578	526.000, 0.472	526.000, 0.446
527.000, 0.624	527.000, 0.700	527.000, 0.723	527.000, 0.661	527.000, 0.640	527.000, 0.573	527.000, 0.582	527.000, 0.578	527.000, 0.472	527.000, 0.446
528.000, 0.625	528.000, 0.701	528.000, 0.724	528.000, 0.662	528.000, 0.641	528.000, 0.574	528.000, 0.583	528.000, 0.579	528.000, 0.473	528.000, 0.446
529.000, 0.625	529.000, 0.702	529.000, 0.725	529.000, 0.663	529.000, 0.641	529.000, 0.574	529.000, 0.583	529.000, 0.579	529.000, 0.473	529.000, 0.447
530.000, 0.625	530.000, 0.702	530.000, 0.725	530.000, 0.663	530.000, 0.642	530.000, 0.574	530.000, 0.583	530.000, 0.580	530.000, 0.473	530.000, 0.447
531.000, 0.626	531.000, 0.702	531.000, 0.725	531.000, 0.663	531.000, 0.642	531.000, 0.574	531.000, 0.584	531.000, 0.580	531.000, 0.473	531.000, 0.447
532.000, 0.626	532.000, 0.703	532.000, 0.726	532.000, 0.663	532.000, 0.642	532.000, 0.575	532.000, 0.584	532.000, 0.580	532.000, 0.473	532.000, 0.447
533.000, 0.626	533.000, 0.704	533.000, 0.727	533.000, 0.664	533.000, 0.643	533.000, 0.575	533.000, 0.585	533.000, 0.581	533.000, 0.474	533.000, 0.447
534.000, 0.627	534.000, 0.704	534.000, 0.728	534.000, 0.665	534.000, 0.644	534.000, 0.576	534.000, 0.585	534.000, 0.581	534.000, 0.474	534.000, 0.448
535.000, 0.628	535.000, 0.705	535.000, 0.729	535.000, 0.665	535.000, 0.645	535.000, 0.576	535.000, 0.586	535.000, 0.582	535.000, 0.474	535.000, 0.448
536.000, 0.628	536.000, 0.706	536.000, 0.729	536.000, 0.666	536.000, 0.645	536.000, 0.577	536.000, 0.586	536.000, 0.582	536.000, 0.474	536.000, 0.448
537.000, 0.628	537.000, 0.706	537.000, 0.730	537.000, 0.666	537.000, 0.645	537.000, 0.577	537.000, 0.586	537.000, 0.582	537.000, 0.475	537.000, 0.448
538.000, 0.629	538.000, 0.706	538.000, 0.730	538.000, 0.667	538.000, 0.646	538.000, 0.577	538.000, 0.587	538.000, 0.583	538.000, 0.475	538.000, 0.448
539.000, 0.629	539.000, 0.707	539.000, 0.731	539.000, 0.668	539.000, 0.646	539.000, 0.578	539.000, 0.587	539.000, 0.583	539.000, 0.475	539.000, 0.449
540.000, 0.630	540.000, 0.708	540.000, 0.732	540.000, 0.668	540.000, 0.647	540.000, 0.578	540.000, 0.588	540.000, 0.584	540.000, 0.476	540.000, 0.449
541.000, 0.630	541.000, 0.708	541.000, 0.732	541.000, 0.669	541.000, 0.647	541.000, 0.579	541.000, 0.588	541.000, 0.584	541.000, 0.476	541.000, 0.449
542.000, 0.630	542.000, 0.709	542.000, 0.733	542.000, 0.669	542.000, 0.648	542.000, 0.579	542.000, 0.588	542.000, 0.584	542.000, 0.476	542.000, 0.449
543.000, 0.631	543.000, 0.709	543.000, 0.733	543.000, 0.669	543.000, 0.648	543.000, 0.579	543.000, 0.589	543.000, 0.585	543.000, 0.476	543.000, 0.449
544.000, 0.631	544.000, 0.710	544.000, 0.734	544.000, 0.670	544.000, 0.648	544.000, 0.579	544.000, 0.589	544.000, 0.585	544.000, 0.476	544.000, 0.449
545.000, 0.631	545.000, 0.711	545.000, 0.734	545.000, 0.670	545.000, 0.649	545.000, 0.580	545.000, 0.589	545.000, 0.585	545.000, 0.477	545.000, 0.450
546.000, 0.632	546.000, 0.711	546.000, 0.735	546.000, 0.671	546.000, 0.650	546.000, 0.580	546.000, 0.590	546.000, 0.586	546.000, 0.477	546.000, 0.450
547.000, 0.632	547.000, 0.712	547.000, 0.736	547.000, 0.672	547.000, 0.650	547.000, 0.581	547.000, 0.590	547.000, 0.586	547.000, 0.477	547.000, 0.450
548.000, 0.633	548.000, 0.712	548.000, 0.736	548.000, 0.672	548.000, 0.651	548.000, 0.581	548.000, 0.591	548.000, 0.587	548.000, 0.478	548.000, 0.450
549.000, 0.633	549.000, 0.713	549.000, 0.737	549.000, 0.673	549.000, 0.651	549.000, 0.582	549.000, 0.591	549.000, 0.587	549.000, 0.478	549.000, 0.451
550.000, 0.634	550.000, 0.714	550.000, 0.738	550.000, 0.673	550.000, 0.652	550.000, 0.582	550.000, 0.592	550.000, 0.588	550.000, 0.478	550.000, 0.451
551.000, 0.634	551.000, 0.714	551.000, 0.738	551.000, 0.674	551.000, 0.652	551.000, 0.583	551.000, 0.592	551.000, 0.588	551.000, 0.478	551.000, 0.451
552.000, 0.634	552.000, 0.715	552.000, 0.739	552.000, 0.674	552.000, 0.652	552.000, 0.583	552.000, 0.592	552.000, 0.588	552.000, 0.478	552.000, 0.451
553.000, 0.635	553.000, 0.715	553.000, 0.740	553.000, 0.675	553.000, 0.653	553.000, 0.583	553.000, 0.592	553.000, 0.588	553.000, 0.479	553.000, 0.451
554.000, 0.635	554.000, 0.716	554.000, 0.740	554.000, 0.675	554.000, 0.654	554.000, 0.584	554.000, 0.593	554.000, 0.589	554.000, 0.479	554.000, 0.452
555.000, 0.636	555.000, 0.716	555.000, 0.741	555.000, 0.676	555.000, 0.654	555.000, 0.584	555.000, 0.593	555.000, 0.589	555.000, 0.479	555.000, 0.452
556.000, 0.636	556.000, 0.717	556.000, 0.741	556.000, 0.676	556.000, 0.654	556.000, 0.584	556.000, 0.594	556.000, 0.590	556.000, 0.480	556.000, 0.452
557.000, 0.636	557.000, 0.717	557.000, 0.742	557.000, 0.677	557.000, 0.655	557.000, 0.585	557.000, 0.594	557.000, 0.590	557.000, 0.480	557.000, 0.453
558.000, 0.637	558.000, 0.718	558.000, 0.743	558.000, 0.677	558.000, 0.655	558.000, 0.585	558.000, 0.594	558.000, 0.590	558.000, 0.480	558.000, 0.453
559.000, 0.637	559.000, 0.718	559.000, 0.743	559.000, 0.677	559.000, 0.655	559.000, 0.585	559.000, 0.595	559.000, 0.591	559.000, 0.480	559.000, 0.453
560.000, 0.637	560.000, 0.718	560.000, 0.743	560.000, 0.677	560.000, 0.656	560.000, 0.585	560.000, 0.595	560.000, 0.591	560.000, 0.480	560.000, 0.453
561.000, 0.637	561.000, 0.718	561.000, 0.743	561.000, 0.678	561.000, 0.656	561.000, 0.585	561.000, 0.595	561.000, 0.591	561.000, 0.480	561.000, 0.453
562.000, 0.637	562.000, 0.719	562.000, 0.744	562.000, 0.678	562.000, 0.656	562.000, 0.586	562.000, 0.595	562.000, 0.591	562.000, 0.480	562.000, 0.453
563.000, 0.637	563.000, 0.719	563.000, 0.744	563.000, 0.678	563.000, 0.656	563.000, 0.586	563.000, 0.595	563.000, 0.591	563.000, 0.481	563.000, 0.453
564.000, 0.637	564.000, 0.719	564.000, 0.744	564.000, 0.678	564.000, 0.656	564.000, 0.586	564.000, 0.595	564.000, 0.591	564.000, 0.480	564.000, 0.453
565.000, 0.638	565.000, 0.720	565.000, 0.745	565.000, 0.679	565.000, 0.657	565.000, 0.586	565.000, 0.596	565.000, 0.592	565.000, 0.480	565.000, 0.453
566.000, 0.638	566.000, 0.720	566.000, 0.745	566.000, 0.679	566.000, 0.657	566.000, 0.586	566.000, 0.596	566.000, 0.592	566.000, 0.481	566.000, 0.453
567.000, 0.638	567.000, 0.720	567.000, 0.746	567.000, 0.679	567.000, 0.657	567.000, 0.586	567.000, 0.596	567.000, 0.592	567.000, 0.481	567.000, 0.453
568.000, 0.638	568.000, 0.721	568.000, 0.746	568.000, 0.679	568.000, 0.657	568.000, 0.586	568.000, 0.596	568.000, 0.592	568.000, 0.480	568.000, 0.453
569.000, 0.638	569.000, 0.721	569.000, 0.746	569.000, 0.679	569.000, 0.657	569.000, 0.586	569.000, 0.596	569.000, 0.592	569.000, 0.480	569.000, 0.453
570.000, 0.638	570.000, 0.721	570.000, 0.746	570.000, 0.679	570.000, 0.657	570.000, 0.586	570.000, 0.596	570.000, 0.592	570.000, 0.480	570.000, 0.453
571.000, 0.638	571.000, 0.721	571.000, 0.747	571.000, 0.680	571.000, 0.657	571.000, 0.586	571.000, 0.596	571.000, 0.592	571.000, 0.480	571.000, 0.453
572.000, 0.638	572.000, 0.721	572.000, 0.747	572.000, 0.680	572.000, 0.657	572.000, 0.586	572.000, 0.596	572.000, 0.592	572.000, 0.480	572.000, 0.453
573.000, 0.638	573.000, 0.722	573.000, 0.747	573.000, 0.680	573.000, 0.657	573.000, 0.586	573.000, 0.596	573.000, 0.592	573.000, 0.480	573.000, 0.452
574.000, 0.638	574.000, 0.722	574.000, 0.747	574.000, 0.680	574.000, 0.657	574.000, 0.586	574.000, 0.596	574.000, 0.592	574.000, 0.480	574.000, 0.452
575.000, 0.639	575.000, 0.722	575.000, 0.747	575.000, 0.680	575.000, 0.658	575.000, 0.586	575.000, 0.596	575.000, 0.592	575.000, 0.480	575.000, 0.452
576.000, 0.639	576.000, 0.722	576.000, 0.748	576.000, 0.681	576.000, 0.658	576.000, 0.586	576.000, 0.596	576.000, 0.592	576.000, 0.480	576.000, 0.452
577.000, 0.640	577.000, 0.723	577.000, 0.749	577.000, 0.681	577.000, 0.659	577.000, 0.587	577.000, 0.596	577.000, 0.593	577.000, 0.480	577.000, 0.452
578.000, 0.640	578.000, 0.723	578.000, 0.749	578.000, 0.681	578.000, 0.659	578.000, 0.587	578.000, 0.597	578.000, 0.593	578.000, 0.480	578.000, 0.452
579.000, 0.640	579.000, 0.724	579.000, 0.749	579.000, 0.682	579.000, 0.659	579.000, 0.587	579.000, 0.597	579.000, 0.593	579.000, 0.480	579.000, 0.452
580.000, 0.641	580.000, 0.725	580.000, 0.750	580.000, 0.682	580.000, 0.660	580.000, 0.587	580.000, 0.597	580.000, 0.594	580.000, 0.481	580.000, 0.453
581.000, 0.641	581.000, 0.725	581.000, 0.751	581.000, 0.683	581.000, 0.660	581.000, 0.588	581.000, 0.598	581.000, 0.594	581.000, 0.481	581.000, 0.453
582.000, 0.641	582.000, 0.726	582.000, 0.752	582.000, 0.684	582.000, 0.661	582.000, 0.589	582.000, 0.598	582.000, 0.595	582.000, 0.481	582.000, 0.453
583.000, 0.642	583.000, 0.726	583.000, 0.752	583.000, 0.684	583.000, 0.661	583.000, 0.589	583.000, 0.599	583.000, 0.595	583.000, 0.482	583.000, 0.453
584.000, 0.642	584.000, 0.727	584.000, 0.753	584.000, 0.684	584.000, 0.662	584.000, 0.589	584.000, 0.599	584.000, 0.595	584.000, 0.482	584.000, 0.454
585.000, 0.642	585.000, 0.727	585.000, 0.753	585.000, 0.685	585.000, 0.662	585.000, 0.589	585.000, 0.599	585.000, 0.595	585.000, 0.482	585.000, 0.454
586.000, 0.642	586.000, 0.727	586.000, 0.753	586.000, 0.685	586.000, 0.662	586.000, 0.589	586.000, 0.599	586.000, 0.596	586.000, 0.482	586.000, 0.454
587.000, 0.642	587.000, 0.727	587.000, 0.753	587.000, 0.685	587.000, 0.662	587.000, 0.590	587.000, 0.599	587.000, 0.595	587.000, 0.482	587.000, 0.455
588.000, 0.642	588.000, 0.726	588.000, 0.753	588.000, 0.685	588.000, 0.662	588.000, 0.590	588.000, 0.599	588.000, 0.595	588.000, 0.482	588.000, 0.455
589.000, 0.642	589.000, 0.727	589.000, 0.754	589.000, 0.685	589.000, 0.662	589.000, 0.590	589.000, 0.600	589.000, 0.595	589.000, 0.483	589.000, 0.455
590.000, 0.643	590.000, 0.727	590.000, 0.754	590.000, 0.686	590.000, 0.662	590.000, 0.590	590.000, 0.600	590.000, 0.596	590.000, 0.483	590.000, 0.456
591.000, 0.643	591.000, 0.727	591.000, 0.755	591.000, 0.686	591.000, 0.663	591.000, 0.591	591.000, 0.600	591.000, 0.596	591.000, 0.483	591.000, 0.456
592.000, 0.642	592.000, 0.727	592.000, 0.755	592.000, 0.685	592.000, 0.663	592.000, 0.590	592.000, 0.600	592.000, 0.596	592.000, 0.483	592.000, 0.456
593.000, 0.642	593.000, 0.727	593.000, 0.755	593.000, 0.686	593.000, 0.663	593.000, 0.590	593.000, 0.600	593.000, 0.596	593.000, 0.483	593.000, 0.456
594.000, 0.643	594.000, 0.728	594.000, 0.756	594.000, 0.686	594.000, 0.663	594.000, 0.591	594.000, 0.601	594.000, 0.596	594.000, 0.483	594.000, 0.456
595.000, 0.643	595.000, 0.728	595.000, 0.756	595.000, 0.687	595.000, 0.664	595.000, 0.592	595.000, 0.602	595.000, 0.597	595.000, 0.483	595.000, 0.457
596.000, 0.644	596.000, 0.729	596.000, 0.757	596.000, 0.687	596.000, 0.665	596.000, 0.592	596.000, 0.602	596.000, 0.597	596.000, 0.483	596.000, 0.457
597.000, 0.644	597.000, 0.729	597.000, 0.756	597.000, 0.688	597.000, 0.665	597.000, 0.592	597.000, 0.601	597.000, 0.597	597.000, 0.483	597.000, 0.456
598.000, 0.644	598.000, 0.730	598.000, 0.757	598.000, 0.688	598.000, 0.665	598.000, 0.592	598.000, 0.602	598.000, 0.598	598.000, 0.484	598.000, 0.456
599.000, 0.646	599.000, 0.731	599.000, 0.758	599.000, 0.690	599.000, 0.667	599.000, 0.593	599.000, 0.603	599.000, 0.599	599.000, 0.485	599.000, 0.457
600.000, 0.646	600.000, 0.732	600.000, 0.759	600.000, 0.690	600.000, 0.667	600.000, 0.594	600.000, 0.604	600.000, 0.600	600.000, 0.485	600.000, 0.456
601.000, 0.647	601.000, 0.732	601.000, 0.759	601.000, 0.690	601.000, 0.668	601.000, 0.594	601.000, 0.604	601.000, 0.600	601.000, 0.485	601.000, 0.456
602.000, 0.647	602.000, 0.733	602.000, 0.760	602.000, 0.691	602.000, 0.668	602.000, 0.594	602.000, 0.604	602.000, 0.601	602.000, 0.485	602.000, 0.457
603.000, 0.648	603.000, 0.733	603.000, 0.760	603.000, 0.692	603.000, 0.668	603.000, 0.595	603.000, 0.605	603.000, 0.601	603.000, 0.485	603.000, 0.457
604.000, 0.648	604.000, 0.734	604.000, 0.761	604.000, 0.692	604.000, 0.669	604.000, 0.595	604.000, 0.606	604.000, 0.602	604.000, 0.486	604.000, 0.456
605.000, 0.648	605.000, 0.734	605.000, 0.761	605.000, 0.692	605.000, 0.669	605.000, 0.595	605.000, 0.605	605.000, 0.602	605.000, 0.486	605.000, 0.456
606.000, 0.648	606.000, 0.734	606.000, 0.761	606.000, 0.692	606.000, 0.669	606.000, 0.595	606.000, 0.605	606.000, 0.602	606.000, 0.486	606.000, 0.457
607.000, 0.648	607.000, 0.735	607.000, 0.762	607.000, 0.692	607.000, 0.669	607.000, 0.596	607.000, 0.606	607.000, 0.602	607.000, 0.486	607.000, 0.457
608.000, 0.649	608.000, 0.735	608.000, 0.762	608.000, 0.693	608.000, 0.669	608.000, 0.596	608.000, 0.606	608.000, 0.602	608.000, 0.486	608.000, 0.457
609.000, 0.649	609.000, 0.735	609.000, 0.763	609.000, 0.693	609.000, 0.670	609.000, 0.596	609.000, 0.606	609.000, 0.602	609.000, 0.486	609.000, 0.458
610.000, 0.649	610.000, 0.736	610.000, 0.763	610.000, 0.693	610.000, 0.670	610.000, 0.596	610.000, 0.607	610.000, 0.603	610.000, 0.487	610.000, 0.458
611.000, 0.649	611.000, 0.736	611.000, 0.763	611.000, 0.693	611.000, 0.670	611.000, 0.596	611.000, 0.607	611.000, 0.603	611.000, 0.487	611.000, 0.458
612.000, 0.649	612.000, 0.736	612.000, 0.764	612.000, 0.694	612.000, 0.671	612.000, 0.596	612.000, 0.607	612.000, 0.603	612.000, 0.487	612.000, 0.459
613.000, 0.650	613.000, 0.737	613.000, 0.764	613.000, 0.694	613.000, 0.671	613.000, 0.596	613.000, 0.607	613.000, 0.603	613.000, 0.487	613.000, 0.459
614.000, 0.650	614.000, 0.737	614.000, 0.764	614.000, 0.694	614.000, 0.671	614.000, 0.597	614.000, 0.607	614.000, 0.603	614.000, 0.487	614.000, 0.459
615.000, 0.650	615.000, 0.737	615.000, 0.764	615.000, 0.694	615.000, 0.671	615.000, 0.597	615.000, 0.607	615.000, 0.603	615.000, 0.487	615.000, 0.459
616.000, 0.650	616.000, 0.737	616.000, 0.765	616.000, 0.694	616.000, 0.671	616.000, 0.597	616.000, 0.607	616.000, 0.604	616.000, 0.487	616.000, 0.459
617.000, 0.650	617.000, 0.738	617.000, 0.765	617.000, 0.695	617.000, 0.671	617.000, 0.597	617.000, 0.607	617.000, 0.604	617.000, 0.487	617.000, 0.459
618.000, 0.650	618.000, 0.738	618.000, 0.765	618.000, 0.695	618.000, 0.671	618.000, 0.597	618.000, 0.607	618.000, 0.604	618.000, 0.487	618.000, 0.459
619.000, 0.651	619.000, 0.738	619.000, 0.765	619.000, 0.695	619.000, 0.671	619.000, 0.597	619.000, 0.607	619.000, 0.604	619.000, 0.487	619.000, 0.459
620.000, 0.651	620.000, 0.738	620.000, 0.766	620.000, 0.695	620.000, 0.672	620.000, 0.597	620.000, 0.608	620.000, 0.604	620.000, 0.487	620.000, 0.459
621.000, 0.651	621.000, 0.738	621.000, 0.766	621.000, 0.695	621.000, 0.672	621.000, 0.598	621.000, 0.608	621.000, 0.604	621.000, 0.487	621.000, 0.459
622.000, 0.652	622.000, 0.739	622.000, 0.766	622.000, 0.696	622.000, 0.672	622.000, 0.598	622.000, 0.608	622.000, 0.604	622.000, 0.488	622.000, 0.459
623.000, 0.652	623.000, 0.739	623.000, 0.767	623.000, 0.696	623.000, 0.672	623.000, 0.598	623.000, 0.608	623.000, 0.604	623.000, 0.488	623.000, 0.459
624.000, 0.652	624.000, 0.739	624.000, 0.767	624.000, 0.696	624.000, 0.673	624.000, 0.598	624.000, 0.608	624.000, 0.605	624.000, 0.488	624.000, 0.459
625.000, 0.652	625.000, 0.739	625.000, 0.767	625.000, 0.696	625.000, 0.672	625.000, 0.598	625.000, 0.608	625.000, 0.604	625.000, 0.487	625.000, 0.459
626.000, 0.651	626.000, 0.738	626.000, 0.766	626.000, 0.695	626.000, 0.672	626.000, 0.598	626.000, 0.607	626.000, 0.604	626.000, 0.487	626.000, 0.459
627.000, 0.651	627.000, 0.739	627.000, 0.766	627.000, 0.695	627.000, 0.672	627.000, 0.597	627.000, 0.607	627.000, 0.604	627.000, 0.487	627.000, 0.459
628.000, 0.651	628.000, 0.739	628.000, 0.766	628.000, 0.696	628.000, 0.672	628.000, 0.597	628.000, 0.607	628.000, 0.604	628.000, 0.487	628.000, 0.458
629.000, 0.651	629.000, 0.739	629.000, 0.766	629.000, 0.696	629.000, 0.672	629.000, 0.597	629.000, 0.607	629.000, 0.604	629.000, 0.487	629.000, 0.458
630.000, 0.652	630.000, 0.739	630.000, 0.767	630.000, 0.696	630.000, 0.672	630.000, 0.598	630.000, 0.608	630.000, 0.604	630.000, 0.487	630.000, 0.459
631.000, 0.652	631.000, 0.740	631.000, 0.768	631.000, 0.697	631.000, 0.673	631.000, 0.598	631.000, 0.608	631.000, 0.605	631.000, 0.487	631.000, 0.459
632.000, 0.653	632.000, 0.740	632.000, 0.768	632.000, 0.697	632.000, 0.673	632.000, 0.598	632.000, 0.609	632.000, 0.605	632.000, 0.488	632.000, 0.459
