325.000, 0.018	325.000, 0.027	325.000, 0.021	325.000, 0.028	325.000, 0.026	325.000, 0.032	325.000, 0.033	325.000, 0.049	325.000, 0.045	325.000, 0.037
479.000, 0.054	479.000, 0.041	479.000, 0.052	479.000, 0.066	479.000, 0.074	479.000, 0.081	479.000, 0.092	479.000, 0.100	479.000, 0.073	479.000, 0.090
480.000, 0.054	480.000, 0.041	480.000, 0.052	480.000, 0.065	480.000, 0.074	480.000, 0.081	480.000, 0.092	480.000, 0.100	480.000, 0.073	480.000, 0.090
481.000, 0.054	481.000, 0.041	481.000, 0.053	481.000, 0.066	481.000, 0.074	481.000, 0.081	481.000, 0.092	481.000, 0.100	481.000, 0.073	481.000, 0.090
482.000, 0.054	482.000, 0.041	482.000, 0.053	482.000, 0.066	482.000, 0.074	482.000, 0.082	482.000, 0.092	482.000, 0.101	482.000, 0.073	482.000, 0.090
483.000, 0.055	483.000, 0.041	483.000, 0.054	483.000, 0.067	483.000, 0.074	483.000, 0.082	483.000, 0.093	483.000, 0.101	483.000, 0.074	483.000, 0.091
484.000, 0.055	484.000, 0.041	484.000, 0.054	484.000, 0.067	484.000, 0.075	484.000, 0.083	484.000, 0.093	484.000, 0.101	484.000, 0.074	484.000, 0.091
485.000, 0.055	485.000, 0.041	485.000, 0.054	485.000, 0.067	485.000, 0.075	485.000, 0.083	485.000, 0.093	485.000, 0.102	485.000, 0.074	485.000, 0.092
486.000, 0.055	486.000, 0.042	486.000, 0.054	486.000, 0.067	486.000, 0.075	486.000, 0.083	486.000, 0.093	486.000, 0.102	486.000, 0.074	486.000, 0.092
487.000, 0.055	487.000, 0.042	487.000, 0.054	487.000, 0.067	487.000, 0.076	487.000, 0.083	487.000, 0.094	487.000, 0.102	487.000, 0.074	487.000, 0.092
488.000, 0.056	488.000, 0.042	488.000, 0.055	488.000, 0.068	488.000, 0.076	488.000, 0.084	488.000, 0.094	488.000, 0.103	488.000, 0.075	488.000, 0.093
489.000, 0.056	489.000, 0.042	489.000, 0.055	489.000, 0.068	489.000, 0.077	489.000, 0.084	489.000, 0.095	489.000, 0.103	489.000, 0.075	489.000, 0.093
490.000, 0.056	490.000, 0.043	490.000, 0.055	490.000, 0.068	490.000, 0.077	490.000, 0.084	490.000, 0.095	490.000, 0.103	490.000, 0.075	490.000, 0.093
491.000, 0.056	491.000, 0.042	491.000, 0.055	491.000, 0.069	491.000, 0.077	491.000, 0.085	491.000, 0.095	491.000, 0.104	491.000, 0.075	491.000, 0.094
492.000, 0.057	492.000, 0.042	492.000, 0.055	492.000, 0.069	492.000, 0.077	492.000, 0.085	492.000, 0.096	492.000, 0.104	492.000, 0.076	492.000, 0.094
493.000, 0.057	493.000, 0.043	493.000, 0.056	493.000, 0.070	493.000, 0.078	493.000, 0.086	493.000, 0.096	493.000, 0.105	493.000, 0.077	493.000, 0.095
494.000, 0.058	494.000, 0.043	494.000, 0.056	494.000, 0.070	494.000, 0.079	494.000, 0.087	494.000, 0.097	494.000, 0.105	494.000, 0.077	494.000, 0.095
495.000, 0.058	495.000, 0.043	495.000, 0.057	495.000, 0.071	495.000, 0.079	495.000, 0.087	495.000, 0.097	495.000, 0.106	495.000, 0.077	495.000, 0.096
496.000, 0.058	496.000, 0.043	496.000, 0.056	496.000, 0.071	496.000, 0.079	496.000, 0.087	496.000, 0.097	496.000, 0.106	496.000, 0.077	496.000, 0.096
497.000, 0.058	497.000, 0.044	497.000, 0.057	497.000, 0.071	497.000, 0.080	497.000, 0.088	497.000, 0.098	497.000, 0.106	497.000, 0.078	497.000, 0.096
498.000, 0.058	498.000, 0.044	498.000, 0.057	498.000, 0.071	498.000, 0.080	498.000, 0.088	498.000, 0.098	498.000, 0.106	498.000, 0.078	498.000, 0.097
499.000, 0.058	499.000, 0.044	499.000, 0.057	499.000, 0.072	499.000, 0.080	499.000, 0.088	499.000, 0.098	499.000, 0.107	499.000, 0.078	499.000, 0.097
500.000, 0.058	500.000, 0.044	500.000, 0.057	500.000, 0.072	500.000, 0.081	500.000, 0.088	500.000, 0.099	500.000, 0.107	500.000, 0.078	500.000, 0.097
501.000, 0.059	501.000, 0.044	501.000, 0.058	501.000, 0.072	501.000, 0.081	501.000, 0.089	501.000, 0.099	501.000, 0.108	501.000, 0.079	501.000, 0.098
502.000, 0.059	502.000, 0.045	502.000, 0.058	502.000, 0.072	502.000, 0.082	502.000, 0.089	502.000, 0.100	502.000, 0.108	502.000, 0.079	502.000, 0.098
503.000, 0.059	503.000, 0.045	503.000, 0.058	503.000, 0.073	503.000, 0.082	503.000, 0.090	503.000, 0.100	503.000, 0.108	503.000, 0.079	503.000, 0.099
504.000, 0.060	504.000, 0.045	504.000, 0.058	504.000, 0.074	504.000, 0.082	504.000, 0.090	504.000, 0.100	504.000, 0.109	504.000, 0.080	504.000, 0.099
505.000, 0.061	505.000, 0.045	505.000, 0.059	505.000, 0.074	505.000, 0.083	505.000, 0.090	505.000, 0.101	505.000, 0.109	505.000, 0.080	505.000, 0.099
506.000, 0.061	506.000, 0.045	506.000, 0.059	506.000, 0.074	506.000, 0.083	506.000, 0.091	506.000, 0.101	506.000, 0.110	506.000, 0.080	506.000, 0.100
507.000, 0.061	507.000, 0.045	507.000, 0.059	507.000, 0.074	507.000, 0.083	507.000, 0.091	507.000, 0.101	507.000, 0.110	507.000, 0.080	507.000, 0.100
508.000, 0.061	508.000, 0.045	508.000, 0.059	508.000, 0.074	508.000, 0.083	508.000, 0.091	508.000, 0.101	508.000, 0.110	508.000, 0.080	508.000, 0.100
509.000, 0.061	509.000, 0.046	509.000, 0.060	509.000, 0.075	509.000, 0.084	509.000, 0.092	509.000, 0.102	509.000, 0.110	509.000, 0.081	509.000, 0.100
510.000, 0.062	510.000, 0.046	510.000, 0.060	510.000, 0.075	510.000, 0.084	510.000, 0.092	510.000, 0.103	510.000, 0.111	510.000, 0.081	510.000, 0.101
511.000, 0.062	511.000, 0.047	511.000, 0.061	511.000, 0.076	511.000, 0.085	511.000, 0.093	511.000, 0.103	511.000, 0.112	511.000, 0.082	511.000, 0.102
512.000, 0.062	512.000, 0.047	512.000, 0.061	512.000, 0.076	512.000, 0.085	512.000, 0.093	512.000, 0.104	512.000, 0.112	512.000, 0.082	512.000, 0.102
513.000, 0.062	513.000, 0.047	513.000, 0.061	513.000, 0.076	513.000, 0.085	513.000, 0.093	513.000, 0.104	513.000, 0.113	513.000, 0.082	513.000, 0.102
514.000, 0.062	514.000, 0.047	514.000, 0.061	514.000, 0.077	514.000, 0.086	514.000, 0.094	514.000, 0.104	514.000, 0.113	514.000, 0.082	514.000, 0.103
515.000, 0.063	515.000, 0.047	515.000, 0.062	515.000, 0.077	515.000, 0.086	515.000, 0.094	515.000, 0.104	515.000, 0.113	515.000, 0.083	515.000, 0.103
516.000, 0.063	516.000, 0.048	516.000, 0.062	516.000, 0.077	516.000, 0.086	516.000, 0.094	516.000, 0.105	516.000, 0.114	516.000, 0.083	516.000, 0.103
517.000, 0.063	517.000, 0.048	517.000, 0.062	517.000, 0.078	517.000, 0.087	517.000, 0.095	517.000, 0.105	517.000, 0.115	517.000, 0.084	517.000, 0.104
518.000, 0.064	518.000, 0.048	518.000, 0.063	518.000, 0.078	518.000, 0.087	518.000, 0.095	518.000, 0.106	518.000, 0.115	518.000, 0.084	518.000, 0.104
519.000, 0.064	519.000, 0.048	519.000, 0.063	519.000, 0.079	519.000, 0.087	519.000, 0.096	519.000, 0.106	519.000, 0.116	519.000, 0.084	519.000, 0.104
520.000, 0.064	520.000, 0.049	520.000, 0.063	520.000, 0.079	520.000, 0.088	520.000, 0.096	520.000, 0.107	520.000, 0.116	520.000, 0.085	520.000, 0.105
521.000, 0.065	521.000, 0.049	521.000, 0.064	521.000, 0.079	521.000, 0.088	521.000, 0.097	521.000, 0.107	521.000, 0.117	521.000, 0.085	521.000, 0.105
522.000, 0.065	522.000, 0.049	522.000, 0.064	522.000, 0.080	522.000, 0.089	522.000, 0.097	522.000, 0.108	522.000, 0.117	522.000, 0.086	522.000, 0.106
523.000, 0.066	523.000, 0.050	523.000, 0.064	523.000, 0.080	523.000, 0.089	523.000, 0.097	523.000, 0.108	523.000, 0.118	523.000, 0.086	523.000, 0.106
524.000, 0.066	524.000, 0.050	524.000, 0.065	524.000, 0.081	524.000, 0.090	524.000, 0.098	524.000, 0.108	524.000, 0.118	524.000, 0.086	524.000, 0.106
525.000, 0.066	525.000, 0.050	525.000, 0.065	525.000, 0.081	525.000, 0.090	525.000, 0.098	525.000, 0.109	525.000, 0.119	525.000, 0.087	525.000, 0.107
526.000, 0.066	526.000, 0.051	526.000, 0.066	526.000, 0.082	526.000, 0.091	526.000, 0.099	526.000, 0.110	526.000, 0.119	526.000, 0.087	526.000, 0.107
527.000, 0.067	527.000, 0.051	527.000, 0.066	527.000, 0.082	527.000, 0.091	527.000, 0.099	527.000, 0.110	527.000, 0.120	527.000, 0.088	527.000, 0.108
528.000, 0.067	528.000, 0.051	528.000, 0.066	528.000, 0.082	528.000, 0.092	528.000, 0.100	528.000, 0.111	528.000, 0.120	528.000, 0.088	528.000, 0.108
529.000, 0.067	529.000, 0.051	529.000, 0.067	529.000, 0.082	529.000, 0.092	529.000, 0.100	529.000, 0.111	529.000, 0.121	529.000, 0.088	529.000, 0.109
530.000, 0.068	530.000, 0.052	530.000, 0.067	530.000, 0.083	530.000, 0.092	530.000, 0.100	530.000, 0.111	530.000, 0.121	530.000, 0.088	530.000, 0.109
531.000, 0.068	531.000, 0.052	531.000, 0.067	531.000, 0.083	531.000, 0.093	531.000, 0.101	531.000, 0.112	531.000, 0.122	531.000, 0.089	531.000, 0.109
532.000, 0.068	532.000, 0.052	532.000, 0.068	532.000, 0.084	532.000, 0.093	532.000, 0.101	532.000, 0.112	532.000, 0.122	532.000, 0.089	532.000, 0.110
533.000, 0.068	533.000, 0.052	533.000, 0.068	533.000, 0.084	533.000, 0.093	533.000, 0.101	533.000, 0.113	533.000, 0.122	533.000, 0.089	533.000, 0.110
534.000, 0.069	534.000, 0.053	534.000, 0.068	534.000, 0.084	534.000, 0.094	534.000, 0.102	534.000, 0.113	534.000, 0.123	534.000, 0.089	534.000, 0.110
535.000, 0.069	535.000, 0.053	535.000, 0.068	535.000, 0.084	535.000, 0.094	535.000, 0.102	535.000, 0.113	535.000, 0.123	535.000, 0.090	535.000, 0.111
536.000, 0.069	536.000, 0.053	536.000, 0.069	536.000, 0.085	536.000, 0.094	536.000, 0.103	536.000, 0.114	536.000, 0.124	536.000, 0.090	536.000, 0.111
537.000, 0.070	537.000, 0.053	537.000, 0.069	537.000, 0.085	537.000, 0.095	537.000, 0.103	537.000, 0.114	537.000, 0.124	537.000, 0.091	537.000, 0.112
538.000, 0.070	538.000, 0.054	538.000, 0.069	538.000, 0.086	538.000, 0.095	538.000, 0.104	538.000, 0.115	538.000, 0.124	538.000, 0.091	538.000, 0.112
539.000, 0.070	539.000, 0.054	539.000, 0.070	539.000, 0.086	539.000, 0.096	539.000, 0.104	539.000, 0.115	539.000, 0.125	539.000, 0.091	539.000, 0.113
540.000, 0.071	540.000, 0.054	540.000, 0.070	540.000, 0.086	540.000, 0.096	540.000, 0.104	540.000, 0.116	540.000, 0.125	540.000, 0.092	540.000, 0.113
541.000, 0.071	541.000, 0.054	541.000, 0.070	541.000, 0.087	541.000, 0.096	541.000, 0.105	541.000, 0.116	541.000, 0.126	541.000, 0.092	541.000, 0.113
542.000, 0.071	542.000, 0.055	542.000, 0.070	542.000, 0.087	542.000, 0.097	542.000, 0.105	542.000, 0.116	542.000, 0.126	542.000, 0.092	542.000, 0.114
543.000, 0.072	543.000, 0.055	543.000, 0.071	543.000, 0.087	543.000, 0.097	543.000, 0.105	543.000, 0.116	543.000, 0.127	543.000, 0.092	543.000, 0.114
544.000, 0.072	544.000, 0.055	544.000, 0.071	544.000, 0.088	544.000, 0.097	544.000, 0.106	544.000, 0.117	544.000, 0.127	544.000, 0.093	544.000, 0.114
545.000, 0.073	545.000, 0.055	545.000, 0.072	545.000, 0.088	545.000, 0.098	545.000, 0.106	545.000, 0.117	545.000, 0.128	545.000, 0.093	545.000, 0.115
546.000, 0.073	546.000, 0.055	546.000, 0.072	546.000, 0.089	546.000, 0.099	546.000, 0.107	546.000, 0.117	546.000, 0.128	546.000, 0.094	546.000, 0.115
547.000, 0.073	547.000, 0.055	547.000, 0.072	547.000, 0.089	547.000, 0.099	547.000, 0.108	547.000, 0.118	547.000, 0.129	547.000, 0.094	547.000, 0.116
548.000, 0.074	548.000, 0.056	548.000, 0.073	548.000, 0.090	548.000, 0.099	548.000, 0.108	548.000, 0.118	548.000, 0.129	548.000, 0.094	548.000, 0.116
549.000, 0.074	549.000, 0.056	549.000, 0.073	549.000, 0.090	549.000, 0.100	549.000, 0.108	549.000, 0.119	549.000, 0.129	549.000, 0.095	549.000, 0.117
550.000, 0.074	550.000, 0.056	550.000, 0.073	550.000, 0.091	550.000, 0.100	550.000, 0.108	550.000, 0.119	550.000, 0.130	550.000, 0.095	550.000, 0.117
551.000, 0.074	551.000, 0.056	551.000, 0.073	551.000, 0.091	551.000, 0.100	551.000, 0.109	551.000, 0.120	551.000, 0.130	551.000, 0.095	551.000, 0.117
552.000, 0.075	552.000, 0.056	552.000, 0.074	552.000, 0.091	552.000, 0.101	552.000, 0.109	552.000, 0.120	552.000, 0.131	552.000, 0.095	552.000, 0.118
553.000, 0.075	553.000, 0.057	553.000, 0.074	553.000, 0.092	553.000, 0.102	553.000, 0.110	553.000, 0.120	553.000, 0.131	553.000, 0.096	553.000, 0.118
554.000, 0.076	554.000, 0.057	554.000, 0.074	554.000, 0.092	554.000, 0.102	554.000, 0.110	554.000, 0.121	554.000, 0.131	554.000, 0.096	554.000, 0.119
555.000, 0.076	555.000, 0.057	555.000, 0.075	555.000, 0.092	555.000, 0.102	555.000, 0.110	555.000, 0.121	555.000, 0.131	555.000, 0.096	555.000, 0.119
556.000, 0.076	556.000, 0.058	556.000, 0.075	556.000, 0.093	556.000, 0.103	556.000, 0.111	556.000, 0.121	556.000, 0.132	556.000, 0.097	556.000, 0.120
557.000, 0.077	557.000, 0.058	557.000, 0.076	557.000, 0.093	557.000, 0.103	557.000, 0.111	557.000, 0.122	557.000, 0.132	557.000, 0.097	557.000, 0.120
558.000, 0.077	558.000, 0.058	558.000, 0.076	558.000, 0.094	558.000, 0.104	558.000, 0.111	558.000, 0.122	558.000, 0.133	558.000, 0.097	558.000, 0.120
559.000, 0.078	559.000, 0.058	559.000, 0.076	559.000, 0.094	559.000, 0.104	559.000, 0.112	559.000, 0.122	559.000, 0.133	559.000, 0.098	559.000, 0.121
560.000, 0.078	560.000, 0.058	560.000, 0.076	560.000, 0.094	560.000, 0.104	560.000, 0.112	560.000, 0.123	560.000, 0.133	560.000, 0.098	560.000, 0.121
561.000, 0.078	561.000, 0.058	561.000, 0.077	561.000, 0.095	561.000, 0.105	561.000, 0.113	561.000, 0.123	561.000, 0.134	561.000, 0.098	561.000, 0.121
562.000, 0.078	562.000, 0.058	562.000, 0.077	562.000, 0.095	562.000, 0.105	562.000, 0.113	562.000, 0.123	562.000, 0.134	562.000, 0.098	562.000, 0.122
563.000, 0.079	563.000, 0.059	563.000, 0.077	563.000, 0.096	563.000, 0.105	563.000, 0.114	563.000, 0.124	563.000, 0.134	563.000, 0.098	563.000, 0.122
564.000, 0.080	564.000, 0.059	564.000, 0.078	564.000, 0.096	564.000, 0.106	564.000, 0.114	564.000, 0.124	564.000, 0.135	564.000, 0.099	564.000, 0.123
565.000, 0.080	565.000, 0.059	565.000, 0.078	565.000, 0.096	565.000, 0.106	565.000, 0.115	565.000, 0.124	565.000, 0.135	565.000, 0.099	565.000, 0.123
566.000, 0.080	566.000, 0.060	566.000, 0.078	566.000, 0.097	566.000, 0.107	566.000, 0.115	566.000, 0.125	566.000, 0.136	566.000, 0.099	566.000, 0.124
567.000, 0.080	567.000, 0.060	567.000, 0.079	567.000, 0.097	567.000, 0.107	567.000, 0.115	567.000, 0.125	567.000, 0.136	567.000, 0.100	567.000, 0.124
568.000, 0.081	568.000, 0.060	568.000, 0.079	568.000, 0.097	568.000, 0.108	568.000, 0.116	568.000, 0.125	568.000, 0.136	568.000, 0.100	568.000, 0.124
569.000, 0.081	569.000, 0.060	569.000, 0.079	569.000, 0.098	569.000, 0.108	569.000, 0.116	569.000, 0.125	569.000, 0.136	569.000, 0.101	569.000, 0.125
570.000, 0.082	570.000, 0.060	570.000, 0.079	570.000, 0.098	570.000, 0.109	570.000, 0.117	570.000, 0.126	570.000, 0.136	570.000, 0.100	570.000, 0.125
571.000, 0.082	571.000, 0.060	571.000, 0.080	571.000, 0.099	571.000, 0.109	571.000, 0.117	571.000, 0.126	571.000, 0.137	571.000, 0.101	571.000, 0.126
572.000, 0.082	572.000, 0.060	572.000, 0.080	572.000, 0.099	572.000, 0.109	572.000, 0.118	572.000, 0.126	572.000, 0.137	572.000, 0.101	572.000, 0.126
573.000, 0.083	573.000, 0.061	573.000, 0.080	573.000, 0.099	573.000, 0.110	573.000, 0.118	573.000, 0.127	573.000, 0.137	573.000, 0.101	573.000, 0.126
574.000, 0.083	574.000, 0.061	574.000, 0.081	574.000, 0.100	574.000, 0.110	574.000, 0.119	574.000, 0.127	574.000, 0.137	574.000, 0.101	574.000, 0.127
575.000, 0.084	575.000, 0.061	575.000, 0.081	575.000, 0.100	575.000, 0.111	575.000, 0.120	575.000, 0.127	575.000, 0.138	575.000, 0.102	575.000, 0.127
576.000, 0.084	576.000, 0.061	576.000, 0.081	576.000, 0.101	576.000, 0.111	576.000, 0.120	576.000, 0.127	576.000, 0.138	576.000, 0.102	576.000, 0.128
577.000, 0.084	577.000, 0.061	577.000, 0.082	577.000, 0.101	577.000, 0.112	577.000, 0.121	577.000, 0.128	577.000, 0.138	577.000, 0.102	577.000, 0.128
578.000, 0.085	578.000, 0.061	578.000, 0.082	578.000, 0.102	578.000, 0.112	578.000, 0.121	578.000, 0.128	578.000, 0.138	578.000, 0.102	578.000, 0.129
579.000, 0.085	579.000, 0.062	579.000, 0.082	579.000, 0.102	579.000, 0.113	579.000, 0.121	579.000, 0.128	579.000, 0.139	579.000, 0.103	579.000, 0.129
580.000, 0.086	580.000, 0.062	580.000, 0.083	580.000, 0.103	580.000, 0.113	580.000, 0.122	580.000, 0.129	580.000, 0.139	580.000, 0.104	580.000, 0.129
581.000, 0.086	581.000, 0.062	581.000, 0.083	581.000, 0.103	581.000, 0.113	581.000, 0.122	581.000, 0.129	581.000, 0.139	581.000, 0.103	581.000, 0.130
582.000, 0.086	582.000, 0.062	582.000, 0.083	582.000, 0.103	582.000, 0.114	582.000, 0.122	582.000, 0.129	582.000, 0.140	582.000, 0.103	582.000, 0.130
583.000, 0.087	583.000, 0.063	583.000, 0.083	583.000, 0.104	583.000, 0.115	583.000, 0.123	583.000, 0.130	583.000, 0.140	583.000, 0.104	583.000, 0.131
584.000, 0.087	584.000, 0.063	584.000, 0.084	584.000, 0.104	584.000, 0.115	584.000, 0.124	584.000, 0.130	584.000, 0.140	584.000, 0.104	584.000, 0.131
585.000, 0.087	585.000, 0.063	585.000, 0.084	585.000, 0.104	585.000, 0.115	585.000, 0.124	585.000, 0.130	585.000, 0.140	585.000, 0.104	585.000, 0.131
586.000, 0.088	586.000, 0.063	586.000, 0.084	586.000, 0.104	586.000, 0.115	586.000, 0.124	586.000, 0.130	586.000, 0.141	586.000, 0.104	586.000, 0.132
587.000, 0.088	587.000, 0.063	587.000, 0.084	587.000, 0.105	587.000, 0.116	587.000, 0.124	587.000, 0.130	587.000, 0.142	587.000, 0.105	587.000, 0.132
588.000, 0.088	588.000, 0.064	588.000, 0.085	588.000, 0.105	588.000, 0.117	588.000, 0.125	588.000, 0.131	588.000, 0.143	588.000, 0.105	588.000, 0.132
589.000, 0.088	589.000, 0.064	589.000, 0.085	589.000, 0.105	589.000, 0.117	589.000, 0.125	589.000, 0.131	589.000, 0.143	589.000, 0.106	589.000, 0.133
590.000, 0.088	590.000, 0.064	590.000, 0.085	590.000, 0.106	590.000, 0.117	590.000, 0.125	590.000, 0.131	590.000, 0.144	590.000, 0.107	590.000, 0.133
591.000, 0.088	591.000, 0.064	591.000, 0.085	591.000, 0.106	591.000, 0.117	591.000, 0.125	591.000, 0.131	591.000, 0.144	591.000, 0.107	591.000, 0.133
592.000, 0.088	592.000, 0.064	592.000, 0.085	592.000, 0.106	592.000, 0.118	592.000, 0.125	592.000, 0.131	592.000, 0.144	592.000, 0.107	592.000, 0.133
593.000, 0.088	593.000, 0.065	593.000, 0.085	593.000, 0.106	593.000, 0.118	593.000, 0.125	593.000, 0.131	593.000, 0.144	593.000, 0.107	593.000, 0.134
594.000, 0.089	594.000, 0.065	594.000, 0.086	594.000, 0.107	594.000, 0.118	594.000, 0.126	594.000, 0.132	594.000, 0.145	594.000, 0.107	594.000, 0.134
595.000, 0.089	595.000, 0.064	595.000, 0.087	595.000, 0.107	595.000, 0.119	595.000, 0.126	595.000, 0.132	595.000, 0.145	595.000, 0.107	595.000, 0.134
596.000, 0.090	596.000, 0.065	596.000, 0.087	596.000, 0.107	596.000, 0.119	596.000, 0.127	596.000, 0.132	596.000, 0.145	596.000, 0.107	596.000, 0.135
597.000, 0.090	597.000, 0.065	597.000, 0.087	597.000, 0.108	597.000, 0.120	597.000, 0.128	597.000, 0.133	597.000, 0.145	597.000, 0.108	597.000, 0.135
598.000, 0.091	598.000, 0.065	598.000, 0.088	598.000, 0.108	598.000, 0.120	598.000, 0.128	598.000, 0.133	598.000, 0.144	598.000, 0.108	598.000, 0.136
599.000, 0.091	599.000, 0.065	599.000, 0.088	599.000, 0.109	599.000, 0.120	599.000, 0.128	599.000, 0.133	599.000, 0.144	599.000, 0.107	599.000, 0.136
600.000, 0.092	600.000, 0.066	600.000, 0.088	600.000, 0.109	600.000, 0.121	600.000, 0.129	600.000, 0.134	600.000, 0.144	600.000, 0.107	600.000, 0.137
601.000, 0.093	601.000, 0.066	601.000, 0.088	601.000, 0.110	601.000, 0.122	601.000, 0.130	601.000, 0.135	601.000, 0.144	601.000, 0.108	601.000, 0.138
602.000, 0.094	602.000, 0.066	602.000, 0.089	602.000, 0.111	602.000, 0.122	602.000, 0.131	602.000, 0.135	602.000, 0.144	602.000, 0.108	602.000, 0.138
603.000, 0.094	603.000, 0.066	603.000, 0.089	603.000, 0.111	603.000, 0.122	603.000, 0.131	603.000, 0.135	603.000, 0.144	603.000, 0.108	603.000, 0.138
604.000, 0.095	604.000, 0.067	604.000, 0.090	604.000, 0.111	604.000, 0.123	604.000, 0.132	604.000, 0.136	604.000, 0.144	604.000, 0.108	604.000, 0.139
605.000, 0.095	605.000, 0.067	605.000, 0.090	605.000, 0.112	605.000, 0.123	605.000, 0.132	605.000, 0.136	605.000, 0.145	605.000, 0.109	605.000, 0.140
606.000, 0.096	606.000, 0.067	606.000, 0.091	606.000, 0.112	606.000, 0.124	606.000, 0.133	606.000, 0.137	606.000, 0.146	606.000, 0.109	606.000, 0.140
607.000, 0.096	607.000, 0.068	607.000, 0.092	607.000, 0.113	607.000, 0.125	607.000, 0.134	607.000, 0.137	607.000, 0.146	607.000, 0.110	607.000, 0.141
608.000, 0.097	608.000, 0.068	608.000, 0.092	608.000, 0.114	608.000, 0.126	608.000, 0.134	608.000, 0.137	608.000, 0.147	608.000, 0.110	608.000, 0.142
609.000, 0.097	609.000, 0.068	609.000, 0.092	609.000, 0.114	609.000, 0.126	609.000, 0.135	609.000, 0.138	609.000, 0.148	609.000, 0.111	609.000, 0.142
610.000, 0.098	610.000, 0.068	610.000, 0.092	610.000, 0.114	610.000, 0.127	610.000, 0.135	610.000, 0.138	610.000, 0.148	610.000, 0.111	610.000, 0.142
611.000, 0.098	611.000, 0.069	611.000, 0.093	611.000, 0.115	611.000, 0.127	611.000, 0.135	611.000, 0.138	611.000, 0.148	611.000, 0.111	611.000, 0.142
612.000, 0.098	612.000, 0.069	612.000, 0.093	612.000, 0.115	612.000, 0.127	612.000, 0.136	612.000, 0.139	612.000, 0.149	612.000, 0.112	612.000, 0.143
613.000, 0.099	613.000, 0.069	613.000, 0.094	613.000, 0.116	613.000, 0.128	613.000, 0.136	613.000, 0.139	613.000, 0.149	613.000, 0.112	613.000, 0.144
614.000, 0.099	614.000, 0.070	614.000, 0.094	614.000, 0.116	614.000, 0.129	614.000, 0.137	614.000, 0.139	614.000, 0.150	614.000, 0.112	614.000, 0.144
615.000, 0.100	615.000, 0.070	615.000, 0.095	615.000, 0.117	615.000, 0.129	615.000, 0.138	615.000, 0.140	615.000, 0.150	615.000, 0.113	615.000, 0.144
616.000, 0.100	616.000, 0.070	616.000, 0.095	616.000, 0.118	616.000, 0.130	616.000, 0.138	616.000, 0.140	616.000, 0.151	616.000, 0.113	616.000, 0.145
617.000, 0.101	617.000, 0.071	617.000, 0.095	617.000, 0.119	617.000, 0.131	617.000, 0.139	617.000, 0.140	617.000, 0.151	617.000, 0.114	617.000, 0.146
618.000, 0.101	618.000, 0.071	618.000, 0.096	618.000, 0.119	618.000, 0.131	618.000, 0.139	618.000, 0.141	618.000, 0.152	618.000, 0.114	618.000, 0.146
619.000, 0.102	619.000, 0.071	619.000, 0.096	619.000, 0.120	619.000, 0.132	619.000, 0.140	619.000, 0.141	619.000, 0.152	619.000, 0.115	619.000, 0.147
620.000, 0.102	620.000, 0.072	620.000, 0.097	620.000, 0.120	620.000, 0.132	620.000, 0.140	620.000, 0.142	620.000, 0.152	620.000, 0.115	620.000, 0.147
621.000, 0.103	621.000, 0.072	621.000, 0.097	621.000, 0.121	621.000, 0.133	621.000, 0.141	621.000, 0.142	621.000, 0.153	621.000, 0.115	621.000, 0.148
622.000, 0.104	622.000, 0.072	622.000, 0.098	622.000, 0.121	622.000, 0.134	622.000, 0.142	622.000, 0.143	622.000, 0.154	622.000, 0.116	622.000, 0.149
623.000, 0.104	623.000, 0.072	623.000, 0.098	623.000, 0.121	623.000, 0.134	623.000, 0.142	623.000, 0.143	623.000, 0.154	623.000, 0.116	623.000, 0.149
624.000, 0.104	624.000, 0.073	624.000, 0.098	624.000, 0.122	624.000, 0.134	624.000, 0.142	624.000, 0.143	624.000, 0.154	624.000, 0.116	624.000, 0.149
625.000, 0.105	625.000, 0.073	625.000, 0.099	625.000, 0.122	625.000, 0.135	625.000, 0.143	625.000, 0.143	625.000, 0.154	625.000, 0.116	625.000, 0.150
626.000, 0.105	626.000, 0.073	626.000, 0.099	626.000, 0.123	626.000, 0.136	626.000, 0.144	626.000, 0.144	626.000, 0.155	626.000, 0.117	626.000, 0.150
627.000, 0.106	627.000, 0.074	627.000, 0.100	627.000, 0.123	627.000, 0.136	627.000, 0.144	627.000, 0.145	627.000, 0.156	627.000, 0.117	627.000, 0.151
628.000, 0.106	628.000, 0.074	628.000, 0.100	628.000, 0.124	628.000, 0.137	628.000, 0.145	628.000, 0.145	628.000, 0.156	628.000, 0.117	628.000, 0.152
629.000, 0.107	629.000, 0.074	629.000, 0.101	629.000, 0.124	629.000, 0.137	629.000, 0.145	629.000, 0.145	629.000, 0.156	629.000, 0.118	629.000, 0.152
630.000, 0.107	630.000, 0.074	630.000, 0.101	630.000, 0.125	630.000, 0.138	630.000, 0.146	630.000, 0.146	630.000, 0.156	630.000, 0.118	630.000, 0.153
631.000, 0.108	631.000, 0.075	631.000, 0.102	631.000, 0.126	631.000, 0.139	631.000, 0.147	631.000, 0.146	631.000, 0.157	631.000, 0.119	631.000, 0.153
632.000, 0.108	632.000, 0.075	632.000, 0.102	632.000, 0.126	632.000, 0.139	632.000, 0.147	632.000, 0.146	632.000, 0.157	632.000, 0.119	632.000, 0.153
